Nested Sampling Global Log-Evidence           :   -0.599272585255181127E+02  +/-    0.578368403199861936E+00
Nested Importance Sampling Global Log-Evidence:   -0.657367922524391730E+02  +/-    0.352399895882348421E-01

Dim No.       Mean        Sigma
   1    0.591799954176308596E-01    0.227053002136101169E-01
   2   -0.160204376948541096E+02    0.605561152913201450E+00
   3    0.636089373592034768E+00    0.503896945579026742E-01
   4    0.167060629851896270E+01    0.608877762290820357E-01
   5    0.653334007569409889E-02    0.158675784699548487E-02
   6    0.156337885156971801E+01    0.525694980156221278E-01
   7   -0.172542047531684450E+01    0.448580535489500165E+00
   8   -0.736994312525770384E-01    0.301893313531060511E-01
   9   -0.317725183576880976E+01    0.827688288396541627E+00
  10    0.113782592470184230E-01    0.760401278688555282E-01
  11   -0.210923488925014002E+00    0.904043213955657149E-01
  12   -0.176582806107173751E+00    0.230227863916306758E+00
  13    0.271505724483998064E-02    0.675013120649997356E-01
  14   -0.106206661816495340E+01    0.559611097687155862E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.508151113909116742E-01
   2   -0.163830302324662611E+02
   3    0.622039334313104542E+00
   4    0.169011938262164962E+01
   5    0.637578508461449263E-02
   6    0.154547303301086170E+01
   7   -0.155013874201282631E+01
   8   -0.823427289927164408E-02
   9   -0.134265036188558406E+01
  10    0.109243934658880298E+00
  11   -0.193835360711094418E+00
  12    0.159180221938127225E+00
  13    0.214396467959233061E-01
  14   -0.100844301981309536E+01

MAP Parameters
Dim No.        Parameter
   1    0.508151113909116742E-01
   2   -0.163830302324662611E+02
   3    0.622039334313104542E+00
   4    0.169011938262164962E+01
   5    0.637578508461449263E-02
   6    0.154547303301086170E+01
   7   -0.155013874201282631E+01
   8   -0.823427289927164408E-02
   9   -0.134265036188558406E+01
  10    0.109243934658880298E+00
  11   -0.193835360711094418E+00
  12    0.159180221938127225E+00
  13    0.214396467959233061E-01
  14   -0.100844301981309536E+01
