Nested Sampling Global Log-Evidence           :   -0.541111154427379559E+00  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.553093326610750169E+00  +/-    0.189101740400905390E-02

Dim No.       Mean        Sigma
   1    0.129868100719029406E+00    0.326770966168397729E-02
   2   -0.202973841297262574E+02    0.188921115343659851E+00
   3    0.103765190440397070E+01    0.162527836201934936E-01
   4    0.146060783264172533E+01    0.287510659934536832E-01
   5    0.574887361946786572E-02    0.117682001550772751E-03
   6    0.195582755249695284E+01    0.231924579438805203E-02
   7   -0.192024613685035939E+01    0.801470110789225393E-01
   8   -0.653680885963985464E-01    0.286629246053539607E-01
   9   -0.400258730397442086E+01    0.137028610476597001E+01
  10   -0.596349485415580485E-01    0.296679847854889114E-01
  11   -0.263576016288966028E-01    0.256616777332649322E-01
  12   -0.230367363187415769E+00    0.469085856746797314E-01
  13   -0.114906470949771078E+00    0.435211799925243545E-01
  14   -0.105607418910506823E+01    0.428208497150879813E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.132423049929901532E+00
   2   -0.204503510414637439E+02
   3    0.104816211929131575E+01
   4    0.148670848383715892E+01
   5    0.582657951261977402E-02
   6    0.195285148299209066E+01
   7   -0.185454540498163478E+01
   8   -0.631205281345046249E-01
   9   -0.389305745190674513E+01
  10   -0.454381840732368258E-01
  11   -0.191241644782588413E-01
  12   -0.303017378970761309E+00
  13   -0.111336572952027299E+00
  14   -0.106129421264903212E+01

MAP Parameters
Dim No.        Parameter
   1    0.134007653451344189E+00
   2   -0.201857509518543665E+02
   3    0.100230670204522854E+01
   4    0.148440773344268773E+01
   5    0.575058690700943394E-02
   6    0.195890140178057282E+01
   7   -0.202573628640664749E+01
   8   -0.481652439324552623E-01
   9   -0.462026044642345468E+01
  10   -0.302212662129735452E-01
  11    0.433598884121266098E-02
  12   -0.227924570670243076E+00
  13   -0.145352687132989072E+00
  14   -0.105879489867859733E+01
