Nested Sampling Global Log-Evidence           :   -0.149026170901412183E+02  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.149138871508915205E+02  +/-    0.154991843344500706E-02

Dim No.       Mean        Sigma
   1    0.310499739065291033E-01    0.162028409488104083E-01
   2   -0.402568658588923540E+02    0.655876586833179398E+00
   3    0.666117298301637684E+00    0.606006285360570912E-01
   4    0.414340091465531357E+00    0.324532689151606629E-01
   5    0.747117570920334800E-02    0.132723305883086632E-02
   6    0.315866808343742256E+00    0.189203517244093122E-01
   7   -0.156991089588735133E+01    0.121286238299875337E+00
   8   -0.189141265160358979E+00    0.212289864968171517E-01
   9    0.223830209421967519E+01    0.110228658003318825E+01
  10   -0.118984583906602409E+00    0.450813625830773224E-01
  11   -0.124664841594494383E+00    0.622023428433516670E-01
  12   -0.268553899996408052E+00    0.773128987632602793E-01
  13   -0.178889136310156877E+00    0.848752777086426990E-01
  14   -0.111294330830294008E+01    0.184521342711434846E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.217279186511610857E-01
   2   -0.410699262933792895E+02
   3    0.609572535259352732E+00
   4    0.460708840913565176E+00
   5    0.500018810162528894E-02
   6    0.279751777357412912E+00
   7   -0.149307784389671516E+01
   8   -0.197921027540690492E+00
   9    0.188070565735876816E+01
  10   -0.126941232170755675E+00
  11   -0.125902741968090037E+00
  12   -0.117480856751427859E+00
  13   -0.278707485965078883E+00
  14   -0.110069584392759623E+01

MAP Parameters
Dim No.        Parameter
   1    0.360825955072500495E-01
   2   -0.397745043456725824E+02
   3    0.833621888383629717E+00
   4    0.459825633164596737E+00
   5    0.911447503141275123E-02
   6    0.340501080075178930E+00
   7   -0.152497598310835181E+01
   8   -0.164383680846285352E+00
   9    0.270529521404512208E+01
  10   -0.615990480838331314E-01
  11   -0.128554102206640042E+00
  12   -0.273084241736394784E+00
  13   -0.284221453318663830E+00
  14   -0.111225202661244826E+01
