Nested Sampling Global Log-Evidence           :   -0.482496957019129624E+02  +/-    0.434998441710615358E-01
Nested Importance Sampling Global Log-Evidence:   -0.487641108938703880E+02  +/-    0.724865937288480533E-01

Dim No.       Mean        Sigma
   1    0.947199714334766019E-01    0.431669974432472084E-01
   2   -0.250900570434575023E+02    0.543787468180802502E+01
   3    0.693536044565181697E+00    0.274010500198224927E+00
   4    0.794570602453710584E+00    0.240815840589721775E+00
   5    0.104463688993225376E-01    0.451668676106332066E-02
   6    0.102954960673329232E+01    0.153168462521341642E+00
   7   -0.183032724110830003E+01    0.352219965266780011E+00
   8   -0.540058772808664350E-01    0.894334827665906468E-01
   9   -0.215333035426680874E+01    0.296188154248242252E+01
  10   -0.158077025256322112E+00    0.150726339690161887E+00
  11   -0.683851472828186230E-01    0.136186456705880754E+00
  12   -0.102808919205981647E+00    0.263606514428287086E+00
  13   -0.163517902622007993E+00    0.196159832012294477E+00
  14   -0.109407956062761480E+01    0.379754869140786627E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.187102391461044820E+00
   2   -0.279366877099675044E+02
   3    0.102969723420017667E+01
   4    0.993520348125174202E+00
   5    0.151845886412960585E-01
   6    0.117691589221785331E+01
   7   -0.188299329897628431E+01
   8    0.717015956896609463E-01
   9   -0.378418921138335040E+01
  10   -0.262229651500160588E+00
  11    0.903227812247271722E-01
  12   -0.177707407633542314E+00
  13   -0.278611889801869128E-01
  14   -0.114045799532608605E+01

MAP Parameters
Dim No.        Parameter
   1    0.106936385015176660E+00
   2   -0.139230216437023078E+02
   3    0.321461994590310662E+00
   4    0.647450553616260582E+00
   5    0.420472444214294028E-02
   6    0.106539393339998001E+01
   7   -0.172969081909424705E+01
   8    0.904592133801453147E-01
   9   -0.320390492661024950E+01
  10   -0.238010034557627592E+00
  11   -0.161017637844933226E+00
  12   -0.242192865140010927E+00
  13   -0.277018482173088776E+00
  14   -0.103821906688486876E+01
