Nested Sampling Global Log-Evidence           :   -0.198968735526373344E+02  +/-    0.269019571551943282E+00
Nested Importance Sampling Global Log-Evidence:   -0.245199600279020800E+02  +/-    0.522934056865421576E-01

Dim No.       Mean        Sigma
   1    0.872644550025648696E-01    0.469821887898406385E-01
   2   -0.166718115144164969E+02    0.376031088504988009E+01
   3    0.401309592069538423E+00    0.334795959858989856E+00
   4    0.867877951288877902E+00    0.271188379671438218E+00
   5    0.914179738219298051E-02    0.459181655910629281E-02
   6    0.944685869880388274E+00    0.231167443381309429E+00
   7   -0.187091157612518022E+01    0.330564352271091155E+00
   8   -0.101710820639380708E+00    0.989212090483769929E-01
   9   -0.532538484582996841E+01    0.340703984169582030E+01
  10   -0.172243231243843359E+00    0.144135981625966358E+00
  11   -0.126379715909122392E+00    0.127342057688198229E+00
  12   -0.190719219557894420E+00    0.234206529619933018E+00
  13   -0.228750114656765674E+00    0.192616673722700110E+00
  14   -0.106069215401412009E+01    0.466266518544772302E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1   -0.531507518136347251E-01
   2   -0.129003535018697519E+02
   3    0.425518234905775061E+00
   4    0.107899640056321688E+01
   5    0.494215889980251753E-02
   6    0.586375280588673720E+00
   7   -0.110588148853252122E+01
   8   -0.165743133339164378E+00
   9   -0.682593154879967301E+01
  10   -0.130689110541367559E+00
  11   -0.123599438744154355E+00
  12   -0.119026984642820716E+00
  13   -0.284389898795133766E+00
  14   -0.103702863544536261E+01

MAP Parameters
Dim No.        Parameter
   1   -0.531507518136347251E-01
   2   -0.129003535018697519E+02
   3    0.425518234905775061E+00
   4    0.107899640056321688E+01
   5    0.494215889980251753E-02
   6    0.586375280588673720E+00
   7   -0.110588148853252122E+01
   8   -0.165743133339164378E+00
   9   -0.682593154879967301E+01
  10   -0.130689110541367559E+00
  11   -0.123599438744154355E+00
  12   -0.119026984642820716E+00
  13   -0.284389898795133766E+00
  14   -0.103702863544536261E+01
