# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
60296.67,73.00,38.00,c,1
60305.26,16.08,9.15,o,12
60306.61,24.67,12.36,o,3
60309.15,1.00,8.50,o,8
60310.61,-3.50,10.54,o,4
60312.66,10.50,15.21,o,2
60314.62,-19.00,8.54,o,4
60322.61,13.75,5.78,o,4
60324.59,4.25,5.91,o,4
60327.66,10.50,7.64,o,4
60331.42,-6.14,7.34,o,7
60332.59,7.25,8.66,o,4
60336.75,23.43,66.52,o,7
60339.30,43.00,17.29,o,4
60342.96,86.50,243.73,o,16
60344.58,41.25,5.53,o,4
60346.99,49.00,6.09,o,8
60348.63,72.67,6.16,c,3
60349.10,66.25,5.51,o,4
60350.92,92.25,5.02,o,8
60352.64,70.67,6.74,c,3
60353.10,110.50,9.30,o,2
60355.31,101.50,7.85,o,4
60357.11,106.75,6.07,o,4
60359.24,109.75,8.99,o,4
60360.74,123.86,6.24,o,7
60363.27,104.00,18.92,o,4
60364.48,104.00,108.00,o,1
60372.78,168.00,31.39,o,8
60377.04,185.50,5.39,c,4
60379.27,173.00,7.88,o,4
60381.04,158.25,5.01,c,4
60383.31,105.25,7.59,o,4
60384.42,131.25,5.64,o,4
60385.02,133.75,5.63,c,4
60386.81,124.88,5.17,o,8
60388.73,112.12,5.76,o,8
60390.83,117.62,7.79,o,8
60392.42,105.88,15.96,o,8
60398.89,91.62,7.27,o,8
60400.68,99.86,6.86,o,7
60403.27,86.67,8.90,o,6
60405.63,69.33,11.06,o,3
60408.61,62.67,22.92,o,3
60416.72,72.25,4.97,o,8
60420.37,60.00,13.88,o,4
60427.19,71.50,14.20,o,4
60428.75,62.50,6.53,o,8
60432.41,32.50,5.78,o,4
60432.91,58.25,4.76,c,4
60435.16,36.00,21.91,o,2
60436.42,52.75,6.91,o,4
60436.91,48.50,5.82,c,4
60439.16,25.25,6.77,o,4
60443.18,-24.50,129.02,o,2
60444.97,54.75,6.78,c,4
60447.10,44.00,11.64,o,4
60448.49,35.33,58.52,o,3
60454.45,64.17,11.69,o,6
60456.65,41.75,5.86,o,8
60458.95,69.25,40.08,o,4
60460.39,30.00,5.89,o,4
60462.36,30.75,5.63,o,4
60463.12,38.50,5.57,c,4
60464.37,25.00,6.55,o,3
60466.34,29.50,5.14,o,4
60469.01,31.83,4.58,o,6
60470.36,44.00,5.01,o,4
60474.32,43.75,5.51,o,4
60476.29,36.00,9.04,o,4
60480.31,62.75,49.09,o,4
60482.38,50.75,13.80,o,4
60484.59,6.00,10.64,o,8
60486.73,44.38,6.14,o,8
60488.29,25.75,5.41,o,4
60488.82,36.25,4.76,c,4
60491.06,44.75,7.01,o,4
60492.80,29.40,5.22,c,5
60494.73,40.14,5.38,o,7
60496.30,29.25,7.06,o,4
60496.78,27.67,5.79,c,3
60498.66,25.50,4.30,o,6
60500.29,29.00,7.32,o,3
60502.63,45.88,6.13,o,8
60506.65,42.50,7.84,o,8
60508.29,-4.50,14.94,o,4
60512.81,12.50,17.06,o,4
60514.78,32.17,9.01,o,6
60516.78,37.00,7.01,o,4
60518.32,28.00,7.13,o,3
60519.02,43.50,5.40,c,4
60520.27,37.00,10.80,o,3
60524.53,33.40,8.00,o,5
60528.26,28.00,11.34,o,4
60536.72,63.00,16.74,o,4
60538.97,-8.00,339.00,o,1
60540.49,54.25,12.24,o,8
60542.26,28.75,10.20,o,8
60544.72,14.33,23.16,o,3
