# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
59432.62,4.25,6.83,c,4
59436.61,24.50,4.05,c,4
59440.61,69.00,5.04,c,4
59442.62,74.75,6.01,o,4
59444.57,112.00,4.63,c,4
59448.59,124.25,8.39,o,4
59450.60,124.75,9.09,o,4
59452.54,160.75,8.02,o,4
59456.59,144.25,11.28,o,4
59458.58,183.50,10.00,o,2
59460.56,168.50,5.39,o,4
59462.56,147.00,4.88,c,4
59464.56,166.00,4.38,o,4
59466.54,159.25,4.51,c,4
59470.56,143.00,4.77,c,4
59474.55,169.25,9.01,o,4
59477.50,170.50,12.51,o,4
59478.47,171.33,17.21,o,3
59484.51,157.00,10.14,o,4
59486.52,157.25,7.64,o,4
59488.53,163.75,8.01,o,4
59490.48,149.50,5.89,o,4
59492.48,117.50,21.97,o,2
59494.49,149.00,6.81,o,4
59496.47,135.50,9.13,o,4
59498.50,152.50,5.45,o,4
59500.45,130.00,8.16,o,4
59506.44,154.00,10.40,o,4
59513.03,126.12,6.98,o,8
59515.51,130.50,6.27,o,4
59516.53,131.75,8.44,o,4
59518.44,88.33,5.40,c,3
59520.46,126.67,7.70,o,3
59522.52,89.50,7.43,c,2
59524.44,120.33,8.93,o,3
59526.43,93.50,6.02,c,2
59528.51,121.00,1069.50,o,3
59530.39,75.50,7.66,o,4
59532.38,63.00,47.73,o,2
59534.37,98.50,28.28,o,4
59540.46,54.00,49.00,o,1
59542.41,81.25,6.51,o,4
59544.44,82.25,10.32,o,4
59546.45,45.50,5.27,o,4
59560.37,56.25,8.53,o,4
59569.48,-17.33,77.64,o,3
59573.35,28.75,6.39,o,4
59581.88,-33.00,9.77,o,4
59582.95,-1.50,7.45,o,4
59584.33,-3.00,6.00,o,4
59586.57,-5.78,4.62,o,9
59588.35,16.25,7.27,o,4
59597.20,-8.42,8.57,o,12
59598.86,-7.00,20.00,o,1
59601.10,-6.12,5.72,o,8
59602.83,-39.50,7.00,c,4
59604.92,-8.91,4.72,o,11
59606.69,-14.14,4.50,o,7
59608.27,9.00,5.92,o,4
59614.26,-6.00,6.52,o,4
59620.24,-15.50,11.58,o,4
59622.22,-19.75,13.46,o,4
59627.05,-17.75,18.15,o,4
59628.55,-12.88,16.67,o,8
59631.02,16.33,15.42,o,3
59777.15,-3.00,17.49,o,4
59785.17,11.33,8.18,c,3
59800.81,-15.29,7.66,o,7
59803.33,-18.00,17.81,o,4
59804.61,-4.50,9.98,o,4
59807.01,2.29,9.87,o,7
59808.57,-16.00,9.77,o,4
59820.49,1.50,6.83,c,4
59824.59,4.75,4.88,c,4
59825.12,-29.00,6.03,o,4
59826.57,-3.50,5.88,o,4
59829.04,-23.50,10.54,o,4
59830.53,-3.50,10.14,o,4
59832.59,5.60,15.39,o,5
59838.57,-8.00,6.14,o,4
59840.58,-14.50,11.31,o,2
59842.60,-18.75,6.04,o,4
59844.55,-8.00,6.26,o,4
59846.56,-83.00,48.00,c,1
59848.54,-1.67,7.14,o,3
59849.06,15.50,3.63,c,4
59850.55,-2.25,3.88,c,4
59851.27,-8.25,5.26,o,4
59853.01,5.50,5.03,c,4
59854.49,11.00,4.26,c,4
59855.33,-18.25,5.88,o,4
59856.87,-15.67,6.19,o,6
59858.86,2.62,7.61,o,8
59860.74,0.00,11.08,o,8
59862.45,14.00,33.43,o,4
59866.92,-30.12,8.98,o,8
59868.47,-18.50,6.60,o,4
59870.43,-15.50,4.88,o,4
59871.25,10.25,5.77,c,4
59872.40,5.50,4.39,c,4
59872.93,-44.50,18.33,o,4
59874.59,0.80,6.16,o,5
59875.23,8.50,4.16,c,4
59876.53,5.50,4.77,c,4
59877.02,-16.25,8.04,o,4
59878.44,3.25,5.76,o,4
59879.21,4.75,3.91,c,4
59880.57,4.25,4.42,c,4
59880.92,-23.50,30.23,o,2
59882.46,-0.50,4.38,o,4
59883.22,1.75,4.76,c,4
59884.54,-6.25,4.77,c,4
59886.97,2.00,8.09,o,6
59888.88,-4.67,19.29,o,3
59894.54,6.25,11.64,o,4
59896.72,-12.27,5.79,o,11
59898.87,-10.38,4.75,o,8
59900.60,-18.00,10.43,o,3
59900.98,9.50,4.78,c,4
59902.40,-6.33,5.42,c,3
59903.16,-18.00,5.40,o,4
59906.49,1.67,5.22,c,3
59907.24,-3.75,6.51,o,4
59908.46,-27.00,8.14,o,2
59908.88,17.00,4.38,c,4
59911.20,-6.50,5.38,o,4
59912.97,5.75,4.51,c,4
59915.12,-0.50,8.68,o,4
59916.45,-12.25,8.41,o,4
59923.18,-7.75,12.26,o,4
59927.16,0.25,4.13,c,4
59928.38,8.33,6.16,c,3
59931.13,-2.25,3.88,c,4
59932.90,-3.00,68.26,o,2
59935.12,2.00,4.82,c,3
59939.10,2.00,5.20,c,3
