# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
58617.61,0.00,9.14,o,4
58619.60,12.00,21.38,o,9
58621.60,26.60,68.86,o,5
58623.58,82.50,30.55,o,10
58625.58,12.25,33.21,o,4
58627.57,2.25,23.01,o,4
58631.56,-9.67,10.41,o,6
58633.58,0.00,0.20,c,5
58635.54,-0.50,10.63,o,4
58637.56,0.00,0.25,c,4
58643.53,5.00,13.86,o,3
58645.52,5.50,8.14,o,4
58647.49,23.75,19.37,o,4
58649.51,-3.75,29.16,o,4
58651.50,49.67,59.75,o,3
58657.55,12.75,14.30,o,4
58659.49,18.67,15.60,o,3
58661.48,0.00,0.00,c,1
58663.50,40.00,15.16,o,4
58665.50,0.00,0.00,c,2
58667.44,61.00,59.00,o,1
58669.46,0.00,0.00,c,4
58671.01,0.00,0.00,c,9
58674.45,65.50,8.78,o,4
58685.49,103.86,11.31,o,7
58689.41,110.12,6.17,o,8
58691.44,115.50,14.06,o,4
58695.38,106.00,13.45,o,4
58699.42,116.33,14.91,o,3
58703.43,120.25,11.96,o,4
58705.36,0.00,0.00,c,4
58713.39,93.00,14.27,o,4
58715.37,112.50,22.66,o,4
58725.37,0.00,25.00,c,2
58729.34,0.00,0.18,c,8
58741.31,60.75,16.14,o,4
58745.27,51.50,8.60,o,4
58753.26,0.00,0.33,c,3
58765.25,29.00,16.17,o,4
58773.22,0.00,0.00,c,4
58781.20,0.00,0.25,c,4
58785.20,0.00,0.35,c,4
58973.61,-50.67,11.51,o,3
58993.60,-45.00,8.31,c,4
59017.53,-46.75,6.40,c,4
59029.51,-32.75,6.39,c,4
59033.46,-81.25,34.05,o,4
59053.42,-39.00,6.25,c,4
59077.39,-37.25,5.26,c,4
59093.37,-108.25,21.99,o,4
59097.34,-91.25,15.61,o,4
59109.30,-45.00,6.27,c,4
59121.29,-52.50,16.80,o,4
59125.27,-74.62,10.82,o,8
59137.23,-40.62,5.29,c,8
59145.24,-86.75,10.88,o,4
59157.20,-64.33,43.16,o,3
