# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
60106.45,7.75,4.92,c,4
60108.44,-10.00,14.00,c,1
60110.48,11.00,4.39,c,4
60112.46,-2.75,4.77,c,8
60114.48,6.50,4.38,c,4
60116.94,4.00,3.47,c,8
60123.46,6.75,7.13,o,4
60124.43,1.00,7.64,o,4
60126.43,11.00,11.71,o,4
60129.43,3.00,9.77,o,4
60130.42,-2.75,8.42,o,4
60132.42,7.25,6.41,o,4
60134.43,-3.50,7.03,o,4
60136.45,-15.75,16.69,c,4
60138.42,-3.50,7.05,c,4
60140.43,3.50,7.29,c,4
60146.89,3.12,4.03,c,8
60148.38,-8.33,5.59,c,3
60150.39,14.50,6.04,o,4
60152.72,1.17,4.13,o,12
60154.38,5.75,7.39,o,4
60156.36,-1.33,11.22,o,3
60158.87,4.17,7.12,o,6
60160.37,4.25,6.54,o,4
60162.35,-5.00,5.77,c,3
60162.36,0.00,20.00,o,1
60170.33,6.25,4.33,c,4
60174.32,7.25,5.78,c,4
60176.84,4.38,3.19,c,8
60178.33,-33.00,32.74,o,4
60180.41,2.50,6.19,c,4
60182.38,8.88,5.61,o,8
60184.34,17.25,25.59,o,4
60186.32,2.67,10.98,o,3
60188.42,9.33,27.69,o,3
60190.91,3.14,5.65,o,7
60192.32,4.50,13.89,c,2
60196.29,7.50,5.66,c,4
60198.27,9.00,5.15,c,4
60200.32,4.75,6.65,c,4
60202.27,0.50,4.39,c,4
60204.30,-3.25,5.89,c,4
60206.29,65.75,5.27,c,4
60208.33,96.50,7.38,o,4
60210.38,104.00,10.78,o,4
60212.28,111.80,9.39,o,5
60214.27,132.75,9.92,o,4
60216.27,122.33,16.21,o,3
60218.81,120.88,8.12,o,8
60220.28,125.25,7.51,o,4
60222.28,68.00,7.11,c,2
60224.27,63.33,7.72,c,3
60228.24,55.00,44.00,c,1
60230.25,64.75,6.14,c,4
60232.25,52.43,4.20,c,7
60234.23,39.75,6.00,c,4
60238.23,79.25,6.91,o,4
60240.27,73.75,9.67,o,4
60242.23,71.00,9.69,o,4
60244.81,89.14,12.99,o,7
60246.21,64.00,13.30,o,4
60248.24,64.25,10.03,o,4
60250.24,62.50,8.74,o,4
60252.21,35.38,5.53,c,8
60254.21,32.25,9.44,c,4
60256.20,34.00,10.76,c,4
60258.20,15.75,9.65,c,4
60270.20,51.50,21.19,o,4
60273.20,24.25,19.20,o,4
60325.65,18.33,11.49,o,3
60327.66,12.25,16.21,o,4
60329.66,6.50,13.70,o,4
60331.66,8.33,12.41,o,3
60335.66,1.50,25.41,o,4
60343.62,0.00,9.27,o,4
60347.65,2.00,7.32,c,3
60351.66,-3.50,7.11,c,4
60355.61,1.67,9.07,c,3
60359.63,-0.50,5.14,c,4
60363.16,27.00,9.15,o,9
60371.60,7.75,8.27,o,4
60387.51,-1.50,12.04,o,2
60388.81,10.00,5.88,o,4
60391.06,-12.25,6.40,o,8
60392.47,13.75,17.26,o,4
60397.57,-1.25,8.47,o,4
60399.56,9.00,7.63,o,4
60401.59,-10.00,5.65,o,4
60402.51,4.00,3.38,o,6
60405.51,7.00,2.19,o,6
60408.53,15.00,9.71,o,2
60419.53,12.50,8.03,o,4
60423.62,3.25,10.54,o,4
60427.52,5.25,8.51,o,4
60431.54,-7.00,8.08,o,3
60439.49,-0.50,5.40,o,4
60443.48,4.00,8.14,o,3
60451.48,14.75,80.33,o,4
60453.49,10.00,7.85,o,8
60455.48,-2.25,11.30,o,4
60457.48,13.75,6.00,o,4
60459.47,-6.00,7.45,o,4
60461.46,-8.25,6.56,o,4
60463.45,-3.00,5.18,o,6
60465.39,10.50,7.38,o,4
60467.46,-7.25,5.38,o,4
60471.43,-6.00,7.16,o,4
60473.49,-2.25,5.39,o,4
60475.50,3.25,6.51,o,4
60477.49,6.25,5.66,o,4
60479.54,7.00,6.53,o,4
60481.47,-2.33,9.46,o,3
60483.47,12.88,9.33,o,8
60485.45,9.75,8.50,o,4
60487.44,-2.00,6.01,o,4
60489.41,3.00,4.64,o,4
60491.43,11.75,5.13,o,4
60493.57,0.00,6.88,o,4
60495.41,8.50,5.76,o,4
60497.42,3.50,5.27,o,4
60499.41,4.75,5.27,o,4
60501.44,-21.00,15.00,o,1
60505.41,-3.25,6.69,o,4
60507.40,14.00,7.27,o,4
60509.40,-1.00,7.13,o,4
60513.38,1.75,10.02,o,4
60517.38,12.00,6.76,o,4
60519.38,12.50,5.51,o,4
60521.38,2.00,5.58,o,4
60523.37,9.25,5.27,o,4
60525.36,10.25,7.72,o,4
60527.37,0.00,5.27,o,4
60529.35,5.25,4.51,o,8
60531.36,5.00,4.64,c,4
60533.34,11.62,3.81,o,8
60535.29,3.20,6.38,o,5
60537.35,0.50,6.39,o,4
60539.33,4.50,9.55,o,4
60541.35,-2.67,15.01,o,3
60544.80,10.38,4.93,o,8
60546.29,10.25,5.51,o,4
60549.32,2.38,4.35,o,8
60555.31,3.25,6.30,o,4
60557.31,3.50,5.05,o,4
60559.32,46.67,45.48,o,3
60561.28,-1.25,5.26,o,4
60563.27,13.25,7.27,o,4
60567.26,0.25,8.65,o,4
60569.29,10.33,12.91,o,3
60571.29,12.75,11.95,o,4
60573.30,-2.29,6.28,o,7
