# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
59197.64,-11.50,4.29,c,4
59205.64,-10.75,4.15,c,4
59207.64,1.00,4.00,c,4
59209.65,21.40,5.31,o,5
59217.62,18.75,7.89,o,4
59219.64,17.50,14.16,o,2
59221.61,16.33,6.57,o,3
59229.60,-11.50,3.38,c,4
59231.56,1.75,4.13,c,4
59243.57,5.50,12.81,o,4
59244.95,6.43,6.96,o,7
59251.65,11.60,4.94,o,5
59253.57,-0.20,4.70,c,5
59255.53,-0.75,4.13,c,4
59257.52,-7.25,3.93,c,4
59261.50,-5.00,4.95,c,2
59263.51,-4.50,26.16,c,2
59267.61,-5.75,3.52,c,4
59269.44,10.75,8.28,o,4
59277.53,5.25,5.47,o,4
59287.62,2.50,6.73,c,2
59291.48,10.75,4.26,c,4
59293.48,68.75,4.27,o,4
59297.45,131.75,6.02,o,4
59299.43,204.00,34.31,o,4
59305.39,221.75,6.44,o,4
59307.40,244.00,5.78,o,4
59309.42,215.00,4.00,c,4
59313.46,224.00,4.13,c,4
59317.40,228.67,4.62,c,3
59319.38,306.50,6.01,o,4
59321.40,228.50,4.13,c,4
59323.36,307.75,6.39,o,4
59327.34,338.00,12.44,o,4
59331.56,361.50,40.77,o,2
59333.43,323.25,8.12,o,4
59335.42,319.25,8.14,o,4
59337.44,331.50,5.64,o,4
59339.46,206.00,13.12,c,3
59341.45,299.50,74.29,o,4
59343.40,197.25,5.01,c,4
59345.43,280.75,5.14,o,4
59347.38,175.75,5.27,c,4
59349.37,270.25,5.52,o,4
59351.35,261.50,6.88,o,4
59353.30,254.75,5.26,o,4
59359.34,225.00,15.85,o,4
59361.40,224.50,9.92,o,4
59363.37,227.75,6.64,o,4
59367.32,207.25,5.78,o,4
59368.88,115.00,2.84,c,8
59371.36,188.25,6.39,o,4
59373.35,121.50,4.02,c,4
59377.32,105.25,3.76,c,4
59381.32,163.25,6.54,o,4
59383.29,165.25,6.64,o,4
59385.36,182.75,20.10,o,4
59387.33,145.33,32.07,o,3
59389.29,144.75,8.60,o,4
59391.29,145.75,7.06,o,4
59393.34,151.00,4.89,o,4
59397.33,147.75,4.88,o,4
59401.31,139.00,4.38,o,4
59403.31,58.25,4.64,c,4
59405.27,128.00,4.82,o,3
59407.28,41.00,12.78,c,2
59409.27,117.33,5.59,o,3
59413.26,147.00,9.37,o,4
59415.26,95.25,11.57,o,4
59417.29,112.25,21.40,o,4
59419.29,92.00,16.25,o,4
59425.30,51.50,4.63,c,4
59427.28,111.00,6.75,o,4
59429.28,52.50,4.76,c,4
59431.26,102.50,8.15,o,4
59433.27,52.25,4.63,c,4
59435.26,83.50,7.97,o,4
59441.25,93.75,8.38,o,4
59443.25,88.25,13.46,o,4
59449.24,89.00,28.00,o,1
59451.24,108.75,16.25,o,4
59541.64,39.00,15.28,o,3
59557.66,49.50,23.26,o,2
59565.59,44.50,12.53,o,4
59573.60,68.00,11.64,o,4
59587.64,18.00,4.88,c,4
59589.58,28.75,6.65,o,4
59590.09,37.75,8.63,o,4
59591.58,9.67,6.37,c,3
59593.62,56.40,19.99,o,5
59595.07,35.50,12.67,o,4
59597.52,44.00,18.97,o,4
59598.08,31.00,19.84,o,3
59601.59,57.00,13.35,o,4
59602.94,27.43,10.02,o,7
59606.92,34.40,3.12,o,20
59608.59,34.00,6.55,o,3
59610.59,30.75,4.88,o,4
59613.11,12.00,3.05,c,8
59614.55,36.50,5.55,o,4
59617.08,13.80,3.14,c,10
59619.12,34.38,4.65,o,8
59620.48,29.50,7.26,o,4
59621.17,15.55,3.05,c,11
59622.82,46.00,6.63,o,11
59624.88,30.83,5.96,o,12
59627.10,32.25,12.31,o,12
59631.51,41.25,11.89,o,4
59632.90,20.36,4.75,o,11
59635.10,24.60,4.44,o,10
59636.58,20.14,4.75,o,7
59637.52,18.25,5.26,c,4
59638.49,13.00,5.00,c,4
59639.00,22.12,4.74,o,8
59640.94,6.38,3.86,c,8
59642.51,18.50,8.85,o,2
59643.31,9.33,5.97,c,3
59645.03,16.12,6.18,c,8
59646.49,0.00,8.02,c,4
59646.50,20.00,18.00,o,1
59648.54,-3.25,4.02,c,4
59649.46,11.75,6.64,o,4
59650.96,22.62,7.26,o,8
59651.30,13.25,4.64,c,4
59653.45,37.50,9.95,o,4
59654.63,7.09,14.83,o,11
59659.44,11.89,10.61,o,9
59660.48,35.83,14.79,o,6
59662.81,30.43,5.41,o,7
59664.57,33.78,5.22,o,9
59666.52,6.25,4.89,c,4
59667.00,28.00,30.36,o,10
59669.03,12.00,16.38,c,10
59670.44,7.25,4.92,c,4
59670.82,34.40,5.56,o,5
59672.40,38.50,8.51,o,2
59673.02,17.40,6.57,c,5
59675.19,32.33,7.51,o,3
59676.95,12.12,3.91,c,8
59678.38,14.00,6.63,c,4
59680.40,24.75,9.13,o,4
59680.87,8.50,7.41,c,8
59682.65,6.73,10.09,o,11
59687.24,16.00,14.91,o,4
59688.98,-4.86,20.48,o,7
59690.77,15.29,5.74,o,7
59692.36,22.50,6.52,o,4
59693.43,5.75,23.98,c,4
59694.36,3.50,6.03,c,4
59695.27,18.75,4.87,o,8
59696.46,20.50,6.27,o,4
59697.45,4.75,7.21,c,4
59698.43,16.50,5.80,c,4
59699.44,24.00,13.99,o,4
59705.46,8.00,96.00,c,1
59708.29,23.75,8.63,o,4
59710.32,22.50,8.68,o,4
59714.85,21.69,7.41,o,16
59716.73,7.00,6.98,o,12
59719.35,16.00,6.00,o,4
59720.42,15.75,7.45,o,4
59721.34,5.25,5.39,c,4
59722.36,7.50,4.91,c,4
59723.36,18.33,7.72,o,3
59724.59,9.25,4.33,o,8
59725.36,-0.25,5.14,c,4
59726.36,9.00,4.76,c,4
59727.33,-133.67,137.63,o,3
59728.35,-141.25,147.98,o,4
59729.32,-3.25,4.88,c,4
59730.37,7.75,6.16,c,4
59731.33,23.50,6.63,o,4
59732.32,7.00,6.51,o,4
59733.33,-2.25,4.78,c,4
59735.32,8.50,6.88,o,4
59736.81,25.18,4.39,o,11
59739.34,22.33,14.07,o,3
59740.90,16.57,9.31,o,7
59743.30,-8.25,14.79,o,4
59744.33,9.50,16.60,o,4
59747.25,31.67,7.11,o,6
59748.32,14.25,5.89,o,4
59750.30,-3.25,5.13,c,4
59751.32,1.25,5.66,o,4
59754.74,8.71,5.04,o,7
59756.29,8.00,4.88,c,4
59756.37,9.75,10.42,o,4
59758.30,-2.00,12.00,o,1
59758.32,5.33,8.49,c,3
59760.27,9.75,6.03,c,4
59760.33,8.50,6.77,o,4
59763.27,15.00,7.08,o,4
59764.70,13.43,5.49,o,7
59766.77,7.12,8.18,o,8
59770.29,14.25,7.11,o,8
59772.27,8.50,12.56,o,4
59774.64,17.36,6.45,o,11
59776.31,17.00,7.47,o,4
59778.30,-2.75,5.53,c,4
59779.33,20.50,7.91,o,4
59781.29,-1.75,4.89,c,4
59782.31,8.75,5.39,c,4
59783.11,22.80,11.19,o,5
59785.33,-8.25,6.39,c,4
59786.30,-4.25,6.43,c,4
59787.14,6.25,9.14,o,8
59790.97,17.00,16.95,c,3
