# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
59710.77,-20.00,14.68,o,8
59716.83,-0.62,15.54,o,8
59719.19,-1.75,7.40,o,4
59720.40,-1.75,5.50,c,4
59722.36,-2.50,8.26,o,4
59724.34,4.25,4.88,c,4
59724.88,-12.00,5.59,o,3
59726.61,-11.50,8.28,o,6
59728.91,-14.33,7.13,o,3
59730.34,6.50,8.63,o,4
59732.34,2.00,5.27,c,4
59734.34,0.00,6.75,o,4
59736.54,-7.57,4.76,o,7
59738.30,3.50,10.75,o,4
59743.57,-17.86,17.36,o,7
59744.63,-44.33,56.63,o,6
59746.52,-1.50,5.96,o,12
59749.05,-14.33,7.55,o,3
59750.66,-23.57,16.10,o,7
59754.44,-7.20,13.43,o,5
59756.31,8.00,6.40,c,2
59758.30,-1.00,8.85,o,2
59760.29,5.25,5.53,c,4
59764.78,-4.75,6.39,o,4
59766.27,-15.75,14.48,o,4
59770.28,0.25,13.90,o,4
59772.72,6.09,7.90,o,11
59774.79,-14.00,9.99,o,6
59776.51,-10.25,3.74,o,8
59778.31,-23.00,8.13,o,4
59780.26,2.00,8.58,c,4
59780.84,-9.00,13.00,o,1
59783.02,-13.75,8.51,o,4
59784.76,6.00,8.00,c,1
59786.99,-4.00,8.87,o,3
59788.74,-3.00,5.01,c,4
59790.98,5.75,6.39,c,4
59792.72,-20.75,32.45,c,4
59796.78,71.25,16.63,o,4
59799.42,63.71,10.32,o,7
59801.35,92.12,12.62,o,8
59802.42,139.60,67.03,o,5
59804.26,134.00,14.91,o,4
59807.04,157.50,10.04,o,4
59810.25,188.25,10.29,o,4
59830.99,392.00,44.85,o,3
59928.64,269.00,11.05,o,4
59953.09,215.00,13.19,o,4
59955.34,188.50,10.90,o,4
59956.63,210.00,14.16,o,2
59963.36,174.25,7.55,o,4
59964.64,177.25,5.42,o,8
59965.11,117.50,8.77,c,4
59969.10,113.75,6.91,c,4
59971.36,173.50,7.16,o,4
59977.04,150.25,7.16,o,4
59979.33,146.75,11.68,o,4
59983.32,153.00,18.53,o,5
59989.05,136.50,7.39,o,4
59990.34,122.50,7.14,o,4
59994.27,85.50,6.57,c,4
59997.03,124.25,6.29,o,4
59998.63,76.17,5.12,c,6
60000.62,69.00,6.27,c,4
60002.27,90.50,5.14,c,4
60005.03,122.25,9.47,o,4
60006.26,131.25,7.64,o,4
60010.20,134.00,20.85,o,3
60017.02,118.00,7.30,o,4
60018.19,109.86,6.46,o,7
60020.48,120.25,15.68,o,4
60021.01,42.33,40.06,c,3
60022.25,103.50,5.78,o,4
60024.51,90.00,11.00,o,1
60024.93,70.50,4.88,c,4
60026.21,101.75,6.79,o,4
60028.53,90.75,7.89,o,4
60030.24,105.75,6.56,o,4
60033.03,69.75,5.32,c,4
60034.59,95.38,5.13,o,8
60037.07,88.62,9.30,o,8
60043.37,105.25,23.50,o,4
60044.64,101.75,7.09,o,8
60046.25,96.00,6.66,o,4
60048.25,79.50,6.57,o,4
60050.02,91.33,6.57,o,3
60051.25,58.75,6.28,c,4
60052.96,83.75,8.24,o,4
60054.24,47.25,5.65,c,4
60057.24,42.67,5.83,c,3
60063.15,87.00,9.28,o,4
60064.87,93.25,7.79,o,4
60066.10,78.25,14.79,o,4
60073.06,82.50,7.30,o,12
60075.16,83.50,14.21,o,2
60078.27,78.50,12.73,o,2
60082.92,44.00,9.00,c,1
60084.14,38.50,22.67,o,2
60088.87,51.50,4.89,c,4
60091.86,57.50,8.04,o,4
60105.14,33.00,8.85,c,2
60108.10,28.25,6.65,c,4
60111.08,32.75,5.51,c,4
60118.82,48.25,7.51,o,4
60127.08,61.44,12.48,o,9
60129.09,49.50,13.89,o,4
60130.48,32.38,8.58,o,8
60132.08,35.50,38.58,o,4
60136.75,29.25,4.26,c,4
60138.11,71.50,20.30,o,2
60141.02,38.00,6.51,o,4
60142.76,20.33,5.40,c,3
60144.02,69.50,42.82,o,2
60145.75,11.50,7.81,c,2
60153.04,52.25,13.89,o,4
60154.07,26.33,18.02,o,3
60156.96,34.08,8.74,o,12
60160.76,36.00,8.10,o,3
60162.02,26.25,5.63,c,4
60163.72,32.25,8.05,o,4
60168.98,19.25,6.42,c,4
60170.99,23.25,6.64,c,4
60184.03,19.50,20.39,o,4
60296.64,-6.00,11.01,c,2
60305.05,-22.71,11.60,o,7
60306.60,-12.33,13.52,o,3
