# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
58663.62,-4.00,14.30,c,2
58679.57,4.38,7.13,o,8
58685.60,2.25,9.15,o,4
58689.59,-8.00,7.89,o,4
58691.61,10.25,6.23,c,4
58693.61,0.50,6.79,o,4
58699.60,-7.75,4.15,c,4
58703.58,2.25,4.16,c,4
58707.58,7.50,4.54,c,4
58709.62,9.25,10.99,o,4
58711.56,-32.00,336.07,o,2
58713.59,-3.75,16.69,o,4
58719.62,-12.50,8.49,o,2
58721.57,-15.33,14.58,o,3
58723.60,-0.75,4.39,c,4
58733.55,6.00,4.88,o,4
58737.59,12.00,5.24,o,4
58739.52,10.50,37.99,o,4
58751.46,21.00,4.27,c,4
58753.60,44.25,5.39,o,4
58755.57,34.50,4.26,c,4
58757.53,32.50,4.66,o,4
58761.54,56.50,5.51,o,4
58763.45,55.20,5.76,o,5
58765.43,45.50,6.38,o,4
58769.44,49.50,12.22,o,4
58775.49,58.00,59.60,o,3
58777.47,52.75,6.83,o,4
58779.43,38.75,4.63,c,4
58781.49,54.00,5.27,o,4
58783.39,39.75,5.01,c,4
58785.44,42.50,4.67,o,4
58787.46,32.00,6.58,c,3
58789.42,48.75,4.39,o,4
58791.43,32.00,4.51,c,4
58795.46,40.50,14.92,o,4
58804.44,29.25,5.89,o,4
58807.46,35.50,5.02,o,4
58813.32,33.75,4.64,o,4
58815.38,18.25,4.13,c,4
58817.51,14.25,5.41,o,4
58821.36,22.00,5.78,o,4
58829.37,20.40,18.62,o,5
58833.49,24.50,8.85,o,4
58837.39,16.25,4.54,o,4
58841.37,22.75,3.88,o,4
58845.33,18.25,4.51,o,4
58867.34,-5.50,4.26,c,4
58869.27,6.00,4.64,o,4
58871.26,4.25,4.78,c,4
58873.31,0.25,5.64,o,4
58875.31,1.71,3.59,c,7
58877.28,-6.25,6.66,o,4
58879.26,7.50,9.52,o,8
58883.34,-12.75,16.23,o,4
58889.32,20.50,14.39,o,4
58893.23,-14.75,7.21,o,4
58899.30,5.67,9.06,c,3
58901.22,-10.50,16.46,o,4
58903.22,-22.50,23.47,c,4
58905.27,-8.00,5.88,o,4
58913.26,-19.75,9.14,o,4
58931.23,18.00,28.79,c,2
59039.60,-14.50,9.78,o,4
59053.60,-9.33,5.01,o,3
59059.60,-18.50,4.38,c,4
59061.59,-11.25,4.51,o,4
59063.55,0.00,0.00,o,1
59065.61,-19.33,10.23,o,3
59069.55,-12.67,9.06,o,3
59071.57,-23.25,9.76,o,4
59073.60,-4.50,5.28,o,4
59075.57,-13.62,3.91,o,8
59077.58,-10.75,4.13,o,4
59079.56,-6.40,3.68,c,5
59083.54,-20.25,5.13,c,4
59085.52,-15.50,6.51,o,4
59087.54,-13.00,4.76,c,4
59089.55,-11.75,4.05,o,4
59093.50,-12.00,8.01,o,4
59095.50,-18.75,10.75,o,4
59097.56,-22.25,20.18,o,4
59101.56,-11.50,5.68,o,4
59103.60,-29.00,5.22,o,3
59105.55,-1.25,5.27,o,4
59107.51,-6.50,4.51,c,4
59109.51,-12.25,5.39,o,4
59111.51,7.67,19.86,c,3
59113.54,-23.25,6.90,o,4
59115.57,-4.00,4.64,c,4
59119.47,-21.50,13.16,o,4
59121.47,-8.75,7.15,o,4
59123.48,-1.50,12.28,o,4
59129.56,-6.00,7.33,o,4
59131.55,-10.25,5.64,o,4
59133.51,-9.50,5.60,o,4
59135.59,0.00,26.00,o,1
59137.50,-15.50,4.54,o,4
59139.49,-1.25,4.83,c,4
59141.44,-11.00,4.43,o,3
59143.43,-16.50,24.41,c,2
59145.48,-17.75,3.65,o,4
59147.49,-10.50,4.38,c,4
59157.48,-19.75,11.96,o,4
59163.51,-1.00,5.39,o,4
59169.43,-19.00,37.69,o,4
59179.39,7.50,17.83,o,4
59185.44,-4.50,8.79,o,4
59187.46,-29.00,11.10,o,2
59189.36,-15.50,4.29,o,4
59191.34,-8.33,6.16,c,3
59193.38,-13.75,5.21,o,4
59195.38,-8.50,4.02,c,4
59197.35,-7.00,3.76,c,4
59199.40,24.00,16.94,c,3
59205.30,-14.00,5.38,o,4
59207.27,-11.75,8.20,o,4
59212.37,-23.75,13.65,o,4
59217.37,-16.00,8.14,o,3
59219.33,1.00,5.79,c,3
59221.31,3.00,5.66,c,2
59223.27,8.25,7.08,c,4
59227.36,-6.75,4.39,c,4
59231.28,-12.00,6.36,c,2
59235.29,-29.00,34.00,o,1
59239.28,-23.50,212.06,o,2
59245.24,-22.33,4.48,o,3
59251.32,-16.00,5.42,c,3
59253.23,-6.25,5.27,c,4
59255.24,-13.00,4.88,c,4
59257.30,-6.25,4.51,c,4
59261.23,-5.00,5.79,c,3
