# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
60156.97,14.75,22.67,o,4
60159.35,13.38,11.03,o,8
60161.72,-7.25,12.83,o,4
60162.98,-3.50,14.44,c,4
60164.72,7.50,32.65,o,2
60167.72,-1.33,18.06,o,3
60244.36,109.00,17.26,o,4
60256.35,275.00,10.61,o,3
60258.09,275.75,6.42,c,4
60259.35,313.00,10.40,o,4
60262.34,377.00,11.67,o,2
60273.04,499.50,20.00,o,2
60292.71,678.38,5.23,o,8
60294.72,722.56,6.35,o,9
60296.76,716.71,6.61,o,7
60298.64,715.22,5.59,o,9
60300.70,705.12,6.43,o,8
60302.31,727.00,8.77,o,4
60305.31,748.38,12.93,o,8
60307.06,710.00,11.26,o,4
60309.29,698.00,10.01,o,4
60310.30,687.67,12.33,o,3
60312.44,732.33,11.12,o,6
60314.65,735.88,5.96,o,8
60317.24,776.67,10.82,o,3
60318.30,720.17,7.38,o,6
60321.28,670.50,7.01,o,4
60322.27,661.25,7.14,o,4
60323.33,563.00,5.19,c,6
60324.01,547.00,8.85,c,2
60326.26,633.50,7.15,o,4
60328.04,531.25,8.04,c,4
60329.36,643.00,9.78,o,4
60330.32,633.80,6.92,o,5
60333.21,629.00,12.27,o,4
60334.82,680.83,13.50,o,6
60336.60,625.11,8.08,o,18
60338.24,605.25,13.38,o,4
60340.66,587.25,6.73,o,8
60342.66,584.38,7.57,o,8
60345.31,550.75,7.76,o,4
60346.97,596.86,8.01,o,7
60349.23,543.00,12.34,o,4
60351.09,527.67,4.03,o,12
60353.20,560.75,8.39,o,4
60354.27,525.67,7.22,o,6
60357.28,481.33,8.10,o,3
60358.63,480.14,5.09,o,7
60360.67,472.00,5.73,o,8
60363.05,448.00,7.77,o,11
60365.23,460.25,21.33,o,4
60367.16,440.58,7.52,o,12
60368.69,439.00,8.75,o,7
60371.49,416.50,5.81,o,8
60374.99,403.00,12.00,o,1
60375.54,264.57,5.41,c,7
60377.21,397.83,6.59,o,6
60378.21,384.50,7.40,o,4
60379.45,249.38,3.46,c,8
60381.19,363.75,6.88,o,4
60382.21,384.50,7.13,o,4
60383.44,234.25,3.64,c,8
60385.19,392.75,7.93,o,4
60386.87,362.60,4.06,o,15
60386.94,215.50,6.55,c,4
60389.26,335.25,11.41,o,4
60390.51,327.62,6.99,o,8
60393.18,311.67,16.05,o,3
60394.57,338.50,18.64,o,8
60397.20,333.50,11.36,o,4
60398.18,300.75,10.09,o,4
60401.51,285.43,5.13,o,7
60404.55,281.33,2.73,o,6
60407.18,295.00,5.74,o,3
60410.19,290.33,6.01,o,3
60412.88,246.00,4.04,o,3
60415.92,236.00,12.00,o,1
60418.88,242.47,4.16,o,17
60423.37,220.25,11.04,o,8
60425.13,205.00,16.99,o,2
60427.89,213.00,12.19,o,4
60431.92,128.50,5.30,c,4
60433.09,210.25,7.86,o,4
60434.10,218.00,7.03,o,4
60435.83,115.33,4.71,c,6
60437.08,202.50,5.22,o,8
60439.32,112.00,3.37,c,8
60441.23,144.00,48.00,o,1
60442.83,107.50,5.64,c,4
60443.06,184.14,5.84,o,7
60447.79,192.00,14.40,o,4
60449.07,164.25,10.51,o,4
60450.89,172.00,10.30,o,10
60455.82,158.75,8.77,o,4
60457.07,154.67,8.86,o,3
60458.66,137.29,33.51,o,7
60461.07,85.25,8.90,c,4
60462.03,88.00,5.99,c,3
60469.05,82.29,13.74,c,7
60470.11,77.00,7.40,c,4
60475.28,122.88,7.50,o,8
60481.40,121.67,114.41,o,6
60483.77,101.75,18.48,o,4
60486.75,115.00,4.88,o,8
60487.75,67.75,5.00,c,4
60490.04,108.00,7.93,o,4
60493.21,110.40,7.67,o,5
60494.01,100.00,8.14,o,3
60495.75,56.67,7.22,c,3
60497.43,108.57,5.57,o,7
60498.01,112.00,13.00,o,1
60501.00,122.50,9.55,o,4
60505.19,97.60,7.27,o,10
60506.01,99.50,15.31,o,2
60509.47,86.25,13.06,o,8
60513.47,72.75,11.10,o,8
60515.73,95.75,8.62,o,4
60517.65,47.42,4.25,c,12
60520.97,46.50,7.34,c,4
60523.22,85.17,12.02,o,6
60527.74,94.50,10.75,o,4
60534.72,76.00,85.15,o,2
60536.97,79.00,25.35,o,4
