# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
59566.65,-6.50,15.31,o,4
59574.65,-3.75,15.88,o,4
59590.60,-2.00,6.67,o,4
59592.62,9.00,11.06,c,4
59598.59,-9.50,16.77,o,4
59602.65,-3.50,10.80,o,4
59605.16,2.50,5.04,o,8
59609.17,-5.00,3.82,o,10
59610.66,-2.33,7.19,o,3
59613.17,-7.86,4.17,o,7
59615.11,-1.38,3.36,c,8
59615.60,-10.25,6.17,o,4
59617.58,1.00,5.20,c,3
59617.64,8.00,6.62,o,8
59619.63,1.00,5.79,c,3
59621.07,3.56,3.32,o,16
59623.35,2.76,4.28,o,17
59625.27,10.33,6.24,o,12
59627.64,-0.75,9.93,o,4
59629.56,-15.33,19.09,o,3
59631.58,-0.25,5.70,o,8
59633.57,10.25,4.79,o,8
59635.62,-0.60,8.01,o,5
59637.06,-4.88,3.94,o,8
59637.62,0.25,4.64,c,4
59639.55,13.00,4.26,c,4
59641.11,3.22,3.80,o,9
59641.55,-7.25,6.66,c,4
59643.56,6.75,5.08,c,8
59643.56,0.00,5.50,o,4
59645.06,1.25,3.91,o,8
59647.11,-3.88,12.54,c,8
59649.52,21.38,3.33,c,8
59649.54,26.00,6.25,o,4
59651.57,22.75,7.95,o,4
59653.58,42.08,6.23,o,12
59654.47,23.57,8.58,o,7
59657.54,57.31,8.19,o,13
59659.06,52.50,7.46,o,8
59661.05,65.83,30.29,o,6
59665.07,56.00,4.62,o,8
59666.53,47.75,5.14,c,4
59667.60,50.00,11.72,o,2
59669.52,56.50,5.38,o,4
59669.59,53.00,4.64,c,4
59671.49,53.00,5.90,c,4
59671.51,54.75,6.64,o,4
59672.51,58.00,7.03,o,4
59673.50,57.00,54.10,c,2
59675.50,46.25,9.86,c,4
59677.48,63.75,7.13,o,4
59679.48,48.60,8.72,c,5
