# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
60093.60,20.75,10.54,o,4
60095.59,49.50,7.15,o,4
60099.61,-105.00,107.00,o,1
60101.60,136.25,23.10,o,4
60105.58,181.75,10.01,o,4
60107.59,167.00,16.65,o,2
60109.59,193.00,8.50,c,3
60111.18,198.33,5.88,c,6
60113.59,206.50,5.39,c,4
60115.59,202.00,5.78,c,4
60117.61,212.25,17.02,c,4
60123.58,205.25,5.89,c,4
60125.58,239.25,5.88,o,4
60129.05,247.57,15.02,o,7
60131.60,217.67,10.11,o,3
60133.58,209.75,9.73,o,4
60137.58,202.50,6.13,o,4
60139.57,158.00,5.01,c,4
60140.38,212.50,7.79,o,4
60141.56,147.75,5.13,c,4
60145.56,144.50,5.00,c,4
60147.55,141.00,5.01,c,4
60149.54,136.75,5.38,c,4
60151.54,146.75,5.92,c,4
60153.54,137.50,5.26,c,4
60155.53,199.25,7.69,o,4
60157.54,187.50,10.89,o,4
60159.52,177.00,11.81,o,4
60164.42,144.25,19.26,o,4
60168.41,120.00,8.68,c,4
60169.02,174.25,7.52,o,4
60171.50,110.25,5.01,c,4
60173.49,111.75,12.23,c,4
60175.48,111.33,6.16,c,3
60177.47,97.75,5.13,c,4
60179.46,98.00,5.26,c,4
60183.62,82.00,14.22,c,4
60185.49,142.50,9.97,o,4
60187.45,120.67,22.65,o,3
60191.53,139.50,8.30,o,4
60193.60,143.50,41.64,o,4
60194.93,116.62,6.72,o,8
60197.46,84.00,5.40,c,3
60199.50,75.50,7.76,c,4
60200.31,122.25,7.77,o,4
60201.43,102.75,6.51,c,4
60203.48,90.50,15.07,c,4
60205.44,78.25,5.52,c,4
60207.43,73.50,5.13,c,4
60209.47,81.75,6.01,c,4
60211.40,119.25,7.25,o,4
60212.85,122.62,9.30,o,8
60219.48,111.50,71.77,o,2
60221.47,116.25,7.20,o,4
60223.42,105.25,6.50,o,4
60224.21,108.50,8.26,o,4
60225.42,98.50,6.39,c,4
60227.42,86.00,5.26,c,4
60229.41,72.75,5.64,c,4
60230.16,120.25,7.64,o,4
60231.41,82.50,5.51,c,4
60233.40,98.00,5.28,c,4
60235.41,80.50,5.88,c,4
60237.40,76.50,5.38,c,4
60239.40,105.60,5.33,o,5
60241.39,115.25,8.27,o,4
60242.16,134.00,16.80,o,4
60247.42,89.75,11.26,o,4
60248.89,128.29,22.93,o,7
60251.40,108.25,7.29,o,4
60253.36,81.75,6.01,c,4
60254.12,92.50,8.65,o,4
60255.46,87.00,7.38,c,3
60257.36,77.00,5.39,c,4
60259.36,72.50,6.00,c,4
60260.11,95.50,7.76,o,4
60261.23,60.50,7.90,c,4
60263.35,81.75,6.52,c,4
60265.33,72.75,5.14,c,4
60266.72,104.00,5.74,o,8
60269.48,76.50,8.15,c,4
60273.44,93.50,28.43,o,2
60274.34,89.00,14.79,o,4
60278.12,77.50,13.55,o,4
60281.34,76.25,4.66,c,4
60283.30,76.00,5.00,c,4
60284.28,106.25,5.64,o,4
60285.31,78.25,6.25,c,4
60287.43,76.50,7.15,c,4
60288.30,98.00,5.64,o,4
60289.41,64.25,6.73,c,4
60290.28,57.75,4.76,c,4
60292.26,84.00,6.02,o,4
60293.31,69.00,6.15,c,4
60294.34,65.00,6.16,c,3
60295.32,87.25,6.18,o,4
60296.96,83.00,101.20,o,3
60298.29,139.50,197.94,o,2
60302.30,89.50,10.81,o,4
60305.28,87.00,13.49,o,3
60306.30,84.25,10.80,o,4
60308.34,81.75,11.20,o,4
60310.81,82.75,4.89,o,8
60312.77,89.12,6.73,o,8
60314.81,82.25,5.05,o,8
60316.46,80.40,5.72,o,5
60319.33,86.00,8.38,o,4
60320.28,84.25,7.16,o,4
60323.24,81.00,5.64,o,4
60324.75,86.38,4.55,o,8
60327.25,72.25,9.65,o,4
60328.75,74.38,5.96,o,8
60330.75,89.25,6.70,o,8
60332.77,71.50,9.15,o,6
60334.25,60.00,34.21,o,2
60337.25,74.50,9.59,o,4
60338.69,84.43,7.09,o,7
60340.26,59.33,9.65,o,3
60341.23,47.00,6.45,c,4
60343.23,67.50,8.53,o,4
60344.23,83.25,7.91,o,4
60345.23,43.75,8.20,c,4
60346.23,37.25,9.16,c,4
60347.23,83.50,13.39,o,4
60349.23,42.75,9.84,c,4
60350.23,54.00,10.43,c,3
60351.25,69.67,15.41,o,3
60453.60,14.67,17.94,o,3
60457.60,50.00,12.12,o,3
60461.10,37.50,16.13,o,8
60463.10,33.38,6.97,o,8
60464.60,44.50,6.51,o,4
60467.59,47.25,7.94,o,4
60469.59,43.67,7.92,o,3
60473.59,30.33,11.09,o,3
60475.09,28.00,9.11,o,4
60476.59,26.50,6.25,o,4
60481.02,48.29,12.56,o,7
60482.79,62.80,12.30,o,5
60485.08,35.75,7.59,o,8
60487.09,31.75,5.85,o,8
60488.77,38.80,6.55,o,5
60493.05,32.62,4.96,o,8
60495.08,33.88,3.85,o,8
60497.14,27.86,4.55,o,7
60499.07,40.88,3.94,o,8
60500.55,38.50,5.65,o,4
60503.56,33.25,5.89,o,4
60505.06,31.75,4.01,o,8
60507.06,31.00,3.41,o,8
60509.05,31.75,4.08,o,8
60510.55,29.50,7.76,o,4
60512.96,36.14,8.18,o,7
60515.48,32.33,10.21,o,6
60519.12,24.00,5.62,o,7
60521.01,26.00,4.47,o,8
60523.03,27.25,3.75,o,8
60525.03,21.00,3.32,o,8
60527.00,22.75,4.69,o,8
60528.87,33.62,4.65,o,8
60530.51,20.33,6.35,c,3
60531.51,15.00,5.04,o,4
60532.50,31.25,5.26,o,4
60533.56,17.75,7.09,c,4
60534.45,28.00,5.91,c,4
60535.48,24.50,5.53,o,4
60536.93,16.57,4.70,o,7
60538.50,23.25,6.17,o,4
60541.00,39.12,11.37,o,8
60542.98,10.12,25.30,o,8
60546.41,18.00,9.52,o,5
60550.37,28.00,6.68,o,4
60553.46,11.25,6.05,o,4
60555.05,10.29,4.84,o,7
60556.96,23.62,4.00,o,8
60558.54,20.75,5.14,o,4
60560.93,25.88,3.90,o,8
60562.97,30.00,4.71,o,6
60564.98,17.62,3.51,o,8
60567.00,13.00,4.09,o,8
60568.51,7.00,7.91,o,4
