# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
59190.57,9.33,9.07,o,3
59192.61,6.00,6.64,o,4
59194.60,6.25,4.76,c,4
59198.56,-9.50,11.56,c,4
59204.54,-3.75,3.91,c,4
59206.55,-3.00,5.22,c,3
59208.56,2.00,4.13,c,4
59210.56,3.33,9.27,o,3
59218.61,3.50,10.16,o,4
59221.07,2.12,4.09,o,8
59222.59,-0.50,5.63,o,4
59224.49,-2.25,3.90,c,4
59226.53,1.25,3.76,c,4
59228.49,4.00,4.64,c,3
59230.50,6.25,4.00,c,4
59232.49,4.00,5.32,c,2
59246.55,1.75,10.80,o,4
59248.55,4.50,6.65,o,4
59252.48,5.25,4.64,c,4
59256.48,-4.50,3.63,c,4
59258.42,7.50,4.63,c,4
59260.53,4.00,4.51,c,4
59262.47,4.50,4.50,c,4
59264.47,-59.00,39.15,c,3
59268.41,3.75,8.51,o,4
59276.45,27.25,6.90,o,4
59278.49,44.33,20.15,o,3
59280.43,30.75,5.06,o,4
59288.36,62.50,5.39,o,4
59292.39,79.25,5.26,o,4
59294.37,94.33,9.43,o,3
59304.51,122.50,22.67,o,4
59306.42,125.50,8.04,o,4
59308.36,102.00,9.39,c,2
59312.37,102.67,4.24,c,3
59322.33,102.25,6.64,o,4
59324.33,115.25,6.25,o,4
59332.34,98.25,19.89,o,4
59334.31,102.50,6.39,o,4
59336.33,94.00,6.14,o,4
59338.35,94.00,17.52,c,3
59342.30,64.25,5.15,c,4
59344.31,91.75,5.39,o,4
59346.31,64.75,5.00,c,4
59348.29,83.00,5.00,o,4
59350.28,64.00,5.66,c,4
59352.29,69.00,8.01,o,4
59354.31,83.50,15.03,o,4
59358.26,69.25,11.64,o,4
59360.33,29.67,26.72,o,3
59362.31,76.33,11.38,o,3
59364.26,65.75,5.01,o,4
59366.32,74.75,6.46,o,4
59368.30,26.00,4.78,c,4
59370.26,46.50,7.13,o,4
59372.26,28.25,6.50,c,4
59376.27,36.00,5.01,c,4
59384.26,30.00,23.80,o,4
59386.26,26.00,229.00,o,1
59392.26,40.50,11.64,o,4
59394.26,12.00,14.03,c,4
59494.63,-6.00,17.18,o,3
59510.63,15.00,13.72,o,3
59520.63,-1.75,10.41,o,4
59524.60,11.25,10.49,o,4
59526.60,-7.50,5.65,c,4
59528.63,3.75,8.09,o,4
59534.57,-2.00,11.56,o,4
59538.62,-6.75,9.18,o,4
59540.57,-6.75,12.52,o,4
59542.58,-4.00,9.99,o,4
59544.58,-0.50,11.76,o,4
59546.64,-2.00,8.27,o,4
59560.59,4.67,8.49,o,3
59580.50,1.25,5.88,o,4
59582.05,6.75,7.14,o,4
59584.50,-3.75,7.40,o,4
59586.50,4.50,4.77,c,4
59588.51,1.75,6.76,o,4
59590.62,-2.00,5.77,c,4
59592.99,4.25,7.51,o,8
59596.96,-2.17,14.63,o,6
59598.01,64.00,35.00,o,1
59603.05,108.00,1172.00,o,1
59604.85,5.62,4.93,o,16
59607.00,-2.50,4.19,o,8
59608.48,11.25,6.01,o,4
59609.00,3.25,4.64,c,4
59610.48,11.50,6.01,o,4
59612.50,5.00,5.40,c,3
59614.49,-0.50,5.63,o,4
59616.71,-3.50,4.43,c,6
59618.45,3.50,8.51,o,2
59620.44,6.50,6.51,o,4
59622.46,-0.75,8.13,o,4
59624.48,-16.25,9.79,o,4
59630.88,1.62,7.71,o,8
59632.50,3.00,10.61,o,2
59634.79,8.17,5.44,o,6
59636.51,-2.00,5.17,c,4
59638.39,-0.25,7.26,o,4
59640.44,-5.00,4.51,c,4
59642.44,-2.75,6.25,o,4
59643.15,-3.75,11.26,c,4
59644.44,-2.50,10.06,c,4
59646.38,10.00,28.43,o,2
59648.51,-12.80,7.62,o,5
59650.78,4.38,6.12,o,8
59658.83,-6.17,13.17,o,6
59660.45,-0.25,8.14,o,4
59663.17,10.75,6.01,o,4
59664.42,6.00,5.77,c,4
59666.78,7.33,5.09,o,6
59668.47,-46.50,20.47,c,4
59670.32,2.75,6.38,o,4
59672.81,-5.75,4.39,c,4
59675.06,-8.00,6.67,o,4
59676.46,-0.83,5.36,c,6
59679.10,-9.75,7.54,o,4
59680.33,-24.25,28.23,c,4
59684.43,2.50,19.46,o,4
59687.15,3.00,13.41,o,4
59688.32,-17.50,10.16,o,4
59690.73,1.12,4.74,o,8
59692.34,11.75,8.42,c,4
59694.71,-0.50,4.67,o,8
59696.30,-2.00,6.27,c,4
59698.64,5.57,6.84,o,7
59700.32,33.00,956.00,c,1
59700.81,2.75,5.38,o,4
59703.11,5.00,9.90,o,2
59704.30,-69.00,135.00,c,1
59711.10,12.00,28.00,o,1
59713.07,-2.25,13.13,o,4
59714.69,-5.50,10.53,o,8
59716.32,-13.50,10.68,o,4
59719.08,-11.00,9.29,o,4
59720.31,9.50,5.33,c,4
59722.25,-2.00,7.69,o,4
59724.26,-1.25,7.81,c,4
59724.76,1.50,6.29,o,4
59726.63,15.62,8.86,o,8
59732.26,14.75,8.92,c,4
59736.74,4.50,11.07,o,4
59740.26,16.00,18.92,o,3
59743.03,-32.00,26.58,o,2
59751.01,3.75,9.20,o,4
59766.97,-51.25,18.62,o,4
