# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
60369.09,22.00,7.51,o,4
60371.34,11.12,2.80,c,8
60375.29,7.11,2.99,c,9
60377.13,13.00,8.85,o,2
60378.06,-1.50,6.30,o,4
60379.61,6.20,3.42,c,5
60381.06,1.00,6.64,o,4
60382.84,-15.25,4.78,c,4
60382.93,15.25,5.89,o,8
60385.07,4.25,6.27,o,4
60386.74,1.88,7.50,o,16
60389.05,17.50,10.27,o,4
60390.11,31.80,11.87,o,5
60393.06,-35.50,12.30,o,4
60394.88,0.50,27.80,o,10
60397.04,-4.00,8.44,o,4
60398.86,4.17,4.45,o,12
60401.46,19.33,6.63,o,6
60404.74,19.33,4.90,o,3
60411.03,18.00,4.86,o,3
60418.92,110.45,6.16,o,11
60423.36,217.30,31.28,o,10
60425.43,161.86,24.24,o,7
60427.03,205.71,98.47,o,7
60433.01,315.50,12.38,o,4
60434.01,267.00,9.75,o,4
60435.73,282.00,8.98,c,3
60436.99,247.57,8.79,o,7
60439.22,282.50,5.21,c,8
60440.97,332.50,14.38,o,4
60442.92,345.80,8.74,o,5
60447.71,349.00,18.99,o,4
60449.46,358.38,15.96,o,8
60451.23,386.62,13.29,o,8
60455.12,391.20,13.38,o,10
60457.73,386.23,13.85,o,13
60459.21,409.83,22.57,o,12
60461.97,326.50,8.40,c,4
60462.70,407.00,30.89,o,2
60505.43,382.25,24.62,o,4
60509.43,374.67,16.90,o,3
60510.44,319.00,55.00,o,1
60513.42,384.25,20.31,o,4
60523.17,394.00,8.75,o,4
60524.16,378.17,7.85,o,6
60528.15,367.00,9.75,o,4
60533.42,231.25,6.28,c,4
60535.16,339.25,16.94,o,4
60537.38,171.60,114.05,c,5
60539.16,342.40,9.33,o,5
60540.12,315.75,18.43,o,4
60544.32,363.25,18.02,o,4
60548.40,326.00,53.00,o,2
60553.15,361.25,9.07,o,4
60554.39,342.33,6.87,o,6
60555.13,240.00,5.04,c,7
60557.37,342.25,7.79,o,4
60558.37,362.12,5.48,o,8
60559.12,212.86,4.95,c,7
60561.41,323.50,32.93,o,2
60562.37,357.50,8.79,o,4
60565.37,262.25,25.78,o,4
60567.08,339.67,12.76,o,3
60569.35,349.75,13.35,o,4
60570.72,270.12,10.07,o,8
60573.35,323.25,13.51,o,4
60574.34,375.25,45.44,o,4
