# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
59759.36,143.00,6.01,o,4
59760.88,130.25,5.18,o,8
59763.38,145.25,6.56,o,4
59764.99,128.09,4.25,o,11
59766.95,127.70,10.44,o,10
59769.37,128.38,10.36,o,8
59771.04,132.50,10.78,o,12
59773.34,113.25,16.13,o,4
59774.82,112.12,7.00,o,8
59777.42,87.00,25.74,o,3
59778.39,117.75,9.77,o,4
59779.38,86.00,7.13,c,3
59781.39,77.00,6.94,c,3
59782.49,85.75,8.94,o,4
59783.35,72.67,5.97,c,3
59785.36,79.25,6.38,o,4
59786.86,65.38,3.98,c,8
59787.35,86.50,6.52,o,4
59788.91,86.14,4.71,o,7
59791.33,57.75,4.63,c,4
59793.33,78.00,5.69,o,7
59795.38,53.33,11.38,o,3
59799.29,67.75,7.88,o,4
59801.34,53.25,13.07,o,4
59803.35,66.50,11.38,o,4
59804.71,36.00,6.71,o,7
59807.29,41.75,4.24,o,8
59809.34,43.50,6.90,o,4
59810.82,13.12,4.34,c,8
59813.37,25.00,10.26,o,2
59817.33,26.33,7.91,o,3
59819.30,4.25,5.13,c,4
59823.28,2.67,6.55,o,3
59825.34,-2.00,8.02,o,4
59829.25,-1.00,20.16,o,2
59835.27,12.12,5.57,o,8
59836.74,14.25,4.45,o,8
59839.24,12.00,7.43,o,4
59840.80,13.00,4.22,c,8
59843.33,9.33,7.70,o,3
59845.22,16.00,10.00,c,2
59851.24,-0.71,7.46,o,7
59859.24,30.00,32.39,o,4
59867.23,-13.75,7.91,c,4
59871.21,8.00,8.54,c,4
59873.22,5.25,16.57,o,4
59875.21,8.00,7.54,c,4
59881.22,11.50,9.78,o,4
59883.21,-21.50,10.67,o,4
59959.66,18.00,8.53,o,4
60009.52,37.00,33.38,o,3
60015.59,17.75,9.52,o,4
60019.59,3.50,20.47,o,6
60021.60,-12.33,12.59,o,3
60022.87,-19.62,11.40,o,13
60027.62,2.00,11.10,o,2
60031.53,-2.75,6.42,o,4
60033.37,9.00,28.00,o,1
60035.06,-3.75,7.29,o,8
60039.53,19.25,21.43,o,4
60041.30,-22.20,123.34,o,5
60042.61,15.00,21.52,o,4
60044.31,8.50,15.83,o,4
60048.51,1.25,4.51,c,4
60050.46,6.00,7.56,c,4
60052.46,20.00,13.03,c,3
60056.89,6.12,5.82,c,8
60058.98,5.62,4.16,c,8
60060.46,7.50,5.51,c,4
60062.27,-0.33,11.00,c,3
60066.96,12.38,7.96,o,8
60068.95,-27.71,15.33,o,7
60070.56,-3.60,12.93,o,5
60072.44,13.50,9.75,o,4
60074.27,-21.50,15.59,o,4
60076.51,-14.75,5.78,o,4
60077.47,5.75,5.76,c,4
60078.93,-1.11,3.57,c,9
60082.54,-1.00,7.55,o,3
60085.44,8.67,6.94,o,3
60086.39,4.50,6.00,o,4
60088.47,4.50,8.23,o,4
60090.89,7.00,4.35,o,7
60092.97,14.00,5.70,o,8
60095.20,13.25,28.10,o,4
60096.41,19.50,11.44,o,4
60100.43,-2.50,9.69,o,4
60102.93,-3.83,5.93,o,6
60104.43,-1.50,6.25,o,4
60106.94,-2.25,4.06,c,8
60108.42,0.00,6.37,c,3
60110.91,6.12,3.38,c,8
60112.74,2.75,3.43,c,12
60114.40,13.50,4.77,c,4
60117.46,1.25,5.52,c,4
60123.39,-0.67,8.12,o,3
60124.83,-4.00,5.83,o,9
60126.39,2.40,11.87,o,5
60128.75,-51.38,21.94,o,8
60130.89,-6.75,5.57,o,8
60132.38,-6.00,6.25,o,4
60136.40,-50.00,294.00,c,1
60138.37,1.38,5.85,c,8
60140.87,5.38,4.21,c,8
60146.69,5.50,5.42,c,6
60148.91,1.11,3.93,o,9
60150.34,12.75,7.63,o,4
60153.37,-5.25,7.43,o,4
60154.39,-5.75,9.71,o,4
60156.93,-17.00,10.45,o,7
60158.83,-1.25,6.92,o,8
60160.85,2.12,5.10,o,8
60162.32,7.00,4.02,c,7
60170.29,7.33,6.16,c,3
60172.31,4.50,15.40,c,2
60174.76,2.78,4.83,c,9
60176.88,6.25,4.48,c,8
60178.92,7.60,5.79,o,5
60180.33,-3.20,6.60,o,5
60182.35,-1.50,10.04,o,4
60184.82,-23.00,13.31,o,8
60186.30,17.75,11.56,o,4
60188.35,12.00,29.76,o,3
60190.28,-2.75,5.41,o,4
