# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
59590.65,-2.00,9.64,o,4
59592.66,-1.00,9.00,c,4
59598.64,21.80,11.38,o,5
59605.66,4.75,6.75,o,4
59607.21,-3.43,5.69,o,7
59609.22,9.60,4.22,o,10
59610.65,7.75,7.00,o,4
59613.12,7.62,4.83,o,8
59615.23,9.10,5.34,c,10
59615.61,11.50,6.63,o,4
59617.61,10.20,6.95,c,5
59617.65,16.00,9.03,o,4
59619.66,0.00,9.17,c,4
59621.09,2.67,5.52,o,6
59623.35,7.25,4.39,o,12
59625.60,-7.25,7.86,o,8
59627.15,-6.88,6.96,o,8
59629.57,-0.75,13.53,o,4
59631.12,-0.12,5.47,o,8
59633.29,-0.58,5.34,o,12
59635.64,8.29,5.58,o,7
59636.98,-4.14,9.17,o,7
59637.64,-6.80,6.99,c,5
59639.07,-11.50,3.42,c,8
59639.58,-9.50,6.01,o,4
59641.13,-5.75,4.60,o,8
59641.57,-3.75,8.31,c,4
59643.57,1.67,7.13,o,3
59643.64,4.33,7.70,c,3
59645.14,-6.00,4.35,o,7
59645.57,1.00,6.90,c,4
59646.58,10.00,8.66,c,4
59649.53,-17.50,4.76,c,4
59649.63,-2.75,5.53,o,4
59651.62,14.00,10.63,o,4
59653.60,5.57,7.37,o,7
59654.86,-1.00,6.83,o,12
59657.21,1.52,11.74,o,23
59659.26,1.50,6.02,o,12
59660.90,-12.08,14.83,o,12
59662.55,11.75,7.88,o,4
59665.11,0.75,5.59,o,8
59665.53,-3.25,5.04,c,4
59666.58,2.20,4.21,c,5
59667.58,4.67,14.26,o,3
59669.54,10.75,4.63,c,4
59670.57,4.50,4.63,c,4
59671.53,-5.25,5.38,o,4
59672.56,-3.75,7.25,o,4
59673.52,-0.67,31.77,c,3
59675.50,2.50,6.79,c,4
59677.57,-11.00,7.26,o,4
59679.05,6.89,4.28,c,9
59681.48,37.75,12.15,c,4
59681.50,15.00,11.38,o,4
59683.09,45.67,11.45,o,9
59684.50,65.00,15.18,o,4
59687.50,42.60,16.03,o,5
59689.51,73.25,10.42,o,4
59690.57,88.75,8.88,o,4
59693.52,102.00,8.80,o,7
59694.95,85.25,3.99,c,8
59697.47,85.00,14.06,c,4
59697.53,114.75,7.27,o,4
59699.49,103.17,14.19,c,6
59708.97,181.10,5.98,o,10
59711.13,181.60,6.46,o,10
59713.04,184.14,9.38,o,7
59715.50,212.25,12.11,o,8
59717.42,203.50,15.21,o,4
59719.43,210.00,39.43,o,3
59721.00,224.00,5.76,o,8
59722.98,184.62,4.16,c,8
59723.46,227.25,7.26,o,4
59724.98,213.50,5.49,o,8
59725.45,187.75,6.19,c,4
59726.93,195.00,4.53,c,8
59727.42,199.00,21.73,o,2
59729.41,192.33,7.64,c,3
59729.44,208.00,8.25,o,4
59731.40,213.50,6.88,o,4
59731.45,177.00,5.38,c,4
59733.38,196.00,6.25,o,4
59735.37,220.00,6.31,o,8
59736.90,204.00,4.87,o,8
59739.44,188.88,5.45,o,8
59741.04,186.82,5.78,o,11
59743.44,195.50,11.02,o,4
59745.40,184.00,52.89,o,2
59747.24,180.75,10.38,o,8
59749.10,187.33,6.63,o,6
59751.42,169.50,9.22,o,2
59751.44,145.50,5.13,c,4
59752.91,173.75,4.30,o,8
59753.42,138.75,4.88,c,4
59754.42,142.00,5.38,c,4
59756.81,154.71,4.51,o,7
