# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
57765.66,1.67,110.11,o,3
57793.65,-25.00,13.57,o,4
57824.64,55.67,25.79,o,3
57826.92,-28.00,11.85,o,11
57829.62,137.20,22.11,o,5
57833.62,263.75,11.22,c,4
57837.60,318.00,18.00,c,1
57841.61,275.80,8.52,c,5
57847.64,327.00,79.00,o,1
57848.64,226.00,26.00,o,1
57853.51,312.00,135.28,o,2
57859.62,193.00,24.08,o,2
57860.62,176.67,70.09,o,3
57877.53,165.20,5.04,o,5
57879.58,159.33,8.28,o,3
57880.57,145.00,8.65,o,4
57883.57,137.25,25.34,o,4
57885.04,146.00,14.15,o,8
57887.55,140.50,13.20,o,4
57889.49,126.25,8.41,o,4
57891.53,132.50,10.39,o,4
57892.53,125.50,7.38,o,4
57893.50,92.60,4.49,c,5
57895.52,130.00,12.37,o,3
57896.52,121.20,8.66,o,5
57899.51,109.75,7.01,o,4
57900.51,136.25,7.91,o,4
57901.48,64.80,3.85,c,5
57903.50,119.75,6.64,o,4
57904.50,113.00,8.51,o,4
57907.49,94.75,7.27,o,4
57908.49,169.60,200.72,o,5
57911.48,73.50,148.69,o,4
57913.17,96.85,8.98,o,13
57915.01,95.50,13.57,o,8
57917.17,59.71,7.10,o,7
57920.43,49.00,5.51,o,4
57924.42,42.00,4.94,o,6
57928.42,11.75,5.88,o,4
57932.41,7.00,4.89,o,4
57936.40,6.33,8.49,o,3
57940.39,25.75,6.68,o,8
57942.40,-5.50,10.43,o,4
57944.38,9.50,17.03,o,2
57946.40,11.00,9.30,o,2
57950.37,-19.00,9.00,o,1
57952.37,-1.67,7.93,o,3
57956.37,-17.75,9.15,o,4
57960.35,12.33,6.16,o,3
57962.36,9.75,7.86,o,4
57964.35,-1.25,7.25,o,4
57966.35,16.50,6.51,o,4
57968.34,1.50,16.92,o,4
57971.34,3.75,8.57,o,4
57973.34,25.00,907.10,o,2
57975.33,-11.25,8.31,o,4
57977.33,-13.25,6.04,o,4
57979.32,2.75,4.76,o,4
57981.30,10.00,5.01,o,4
57983.31,-0.75,3.88,c,4
57985.29,-8.50,5.90,o,4
57987.29,20.00,35.00,c,1
57989.27,-3.88,4.30,o,8
57991.29,0.00,0.00,c,1
57995.26,-9.75,8.27,o,4
57997.25,8.75,8.75,o,4
57999.29,-30.33,16.53,o,3
58003.25,-22.25,7.64,o,4
58007.29,12.00,4.89,o,4
58013.27,-7.00,8.10,o,3
58019.24,-6.75,5.98,c,8
58021.28,-1.75,8.78,o,4
58023.27,5.00,6.52,o,7
58025.27,-2.25,12.16,o,4
58027.28,-17.33,24.61,o,3
58053.22,-23.00,24.00,o,1
58117.63,-23.75,7.40,o,4
58149.63,-25.67,33.95,o,3
58177.66,-16.00,21.47,o,2
58179.53,-13.25,14.39,o,4
58205.62,-7.25,6.54,o,4
58207.55,-26.00,14.21,o,3
58213.63,-36.33,11.18,o,3
58221.60,-42.00,10.26,o,2
58227.60,-12.50,18.18,c,2
58231.56,-16.67,12.04,o,3
58247.55,-7.00,4.23,o,8
58249.54,-6.00,11.01,o,2
58253.53,-12.25,7.56,o,4
58257.50,-13.12,4.61,o,8
58259.51,2.25,4.13,c,4
58261.19,-21.89,6.71,o,9
58263.52,27.33,175.54,o,3
58265.50,-32.50,16.33,o,4
58269.49,-26.33,13.47,o,3
58271.50,-32.33,8.52,o,6
58273.49,-5.00,8.49,o,3
58275.49,-21.25,5.77,o,4
58277.49,-32.43,5.37,o,7
58279.48,-15.25,5.14,c,4
58281.17,-21.75,8.71,o,4
58285.45,-6.67,7.90,o,3
58287.46,-9.75,4.16,c,4
58289.44,-13.75,5.77,o,4
58291.44,-39.50,11.31,o,2
58293.44,-15.00,9.90,o,4
58297.44,1.50,18.39,o,4
58299.41,-5.50,9.53,o,4
58303.43,-21.75,6.51,o,4
58307.43,-10.00,4.51,c,4
58311.44,-9.75,4.38,c,4
58313.40,-32.80,6.67,o,5
58315.41,-8.75,4.51,c,4
58317.38,-22.00,6.15,o,4
58319.38,23.00,97.00,o,1
58321.38,-2.20,9.65,o,5
58323.38,68.50,218.91,o,2
58325.37,10.00,12.69,o,4
58327.35,-17.57,8.89,o,7
58329.35,-31.00,15.28,o,3
