# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
59777.50,43.25,9.63,o,4
59779.48,15.25,9.28,o,4
59783.41,9.00,8.85,c,2
59785.44,-7.33,7.73,o,3
59787.43,-3.00,8.85,c,2
59789.38,-16.00,9.19,o,2
59791.42,11.00,6.81,c,3
59793.40,-8.25,6.51,o,4
59799.43,-5.25,12.18,o,4
59801.40,19.75,21.35,o,4
59803.41,-8.80,13.97,o,5
59805.35,-9.33,11.59,o,3
59807.37,-10.50,9.83,o,4
59809.41,-4.50,6.75,o,4
59811.38,-7.50,5.94,c,4
59813.40,-3.67,7.70,o,3
59817.39,1.00,7.79,o,4
59819.39,9.50,7.29,c,4
59821.42,11.50,7.63,o,4
59823.34,-14.25,6.57,c,4
59825.39,18.25,6.79,o,4
59833.38,8.75,11.05,o,4
59837.30,4.25,7.15,o,4
59839.30,11.00,8.49,o,3
59841.35,16.00,5.64,c,4
59843.35,8.33,8.67,o,3
59845.30,6.67,5.61,c,3
59847.28,6.00,27.78,o,2
59849.43,4.67,6.99,c,3
59851.32,0.50,8.16,o,4
59853.28,7.75,7.17,o,4
59859.32,166.75,80.02,o,8
59861.26,67.00,220.86,o,4
59863.25,25.60,106.77,o,5
59865.30,82.67,259.77,o,3
59867.30,68.25,7.26,c,4
59869.25,107.00,7.39,o,4
59871.29,120.00,6.25,c,4
59873.26,133.00,6.83,o,4
59875.28,150.75,7.88,c,4
59877.22,141.75,6.91,o,4
59881.27,117.75,7.27,o,4
59883.26,141.75,8.77,o,4
59885.21,125.50,10.53,o,4
59891.26,108.00,27.16,o,3
59893.20,114.25,8.16,o,4
59897.28,116.25,5.63,c,4
59899.22,128.75,11.54,o,4
59905.24,127.00,5.76,c,4
59907.24,121.00,9.14,o,4
59915.22,111.75,11.39,o,4
60015.65,4.00,24.13,o,4
60023.61,60.00,23.71,o,2
60031.61,-2.00,14.52,o,4
60040.61,-14.00,15.73,o,4
60044.62,10.00,11.92,o,4
60050.54,18.75,7.06,c,4
60056.57,40.75,8.02,c,4
60058.55,-8.50,7.77,c,4
60060.55,8.00,7.73,c,4
60066.55,-14.50,13.00,o,4
60072.53,-15.67,13.41,o,3
60076.58,-11.75,8.28,o,4
60078.55,2.00,10.02,o,3
60086.87,1.33,5.89,o,12
60088.53,36.00,9.10,o,3
60090.50,-27.50,8.75,o,4
60092.48,10.25,13.58,o,4
60096.53,19.50,37.39,o,4
60098.45,37.00,277.18,o,3
60100.47,-18.00,11.80,o,4
60102.52,5.25,11.07,o,4
60104.51,15.25,9.33,o,4
60106.49,21.67,9.45,o,3
60108.45,-3.00,8.85,c,2
60110.49,-5.33,8.52,c,3
60112.43,1.25,6.64,c,4
60114.48,29.00,6.27,c,4
60116.46,21.00,6.51,c,4
60124.44,5.00,11.00,o,3
60126.49,15.50,12.89,o,4
60130.44,12.00,12.42,o,4
60132.44,4.50,11.67,o,4
60134.49,12.25,9.05,o,4
60136.48,7.00,8.60,o,4
60138.49,-18.00,16.00,c,1
60140.45,33.00,15.00,c,1
60146.42,10.00,7.16,c,3
60148.43,15.00,5.91,c,4
60150.44,6.50,8.85,c,2
60152.43,-3.80,7.89,o,5
60154.41,-4.50,9.89,o,4
60156.41,30.00,13.31,o,4
60158.91,0.38,8.89,o,8
60160.41,-22.67,11.79,o,3
60162.40,3.33,9.46,o,3
60170.39,13.25,6.05,c,4
60174.37,3.00,8.76,c,4
60176.87,-2.00,4.70,c,8
60178.38,-4.25,6.42,c,4
60180.49,-4.00,11.67,c,2
60182.42,8.75,8.51,o,4
60184.41,32.75,45.54,o,4
60186.37,0.75,10.93,o,8
60188.40,-23.00,13.20,o,4
60190.87,6.50,7.22,o,8
60192.36,14.00,11.77,o,4
60194.28,16.75,8.14,c,4
60196.33,18.00,11.00,c,1
60198.33,27.00,7.13,c,3
60200.34,5.50,7.40,c,4
60202.46,-0.50,8.65,c,4
60204.34,25.25,6.38,c,4
