# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
60206.33,10.25,7.29,c,4
60208.36,7.50,7.03,c,4
60210.26,-24.00,18.14,o,3
60212.33,9.00,10.19,o,4
60214.32,-0.75,11.68,o,4
60216.35,-15.00,16.47,o,4
60218.91,2.43,8.90,o,7
60220.36,-1.75,11.57,o,4
60222.31,-3.00,6.37,c,3
60224.31,-8.75,8.05,c,4
60228.29,-6.00,18.00,c,1
60230.29,5.33,7.52,c,3
60232.28,10.25,7.15,c,4
60234.28,-11.50,5.89,c,4
60236.36,19.20,7.62,c,5
60238.25,-2.00,7.77,o,4
60240.27,12.25,9.02,o,4
60242.25,-6.75,11.21,o,4
60244.25,1.75,14.43,o,4
60246.28,29.50,15.02,o,4
60248.81,1.62,10.34,o,8
60250.29,-13.75,9.02,o,4
60252.25,40.75,7.38,c,4
60254.22,46.00,11.31,c,2
60256.25,3.75,7.51,c,4
60258.24,0.00,10.97,c,2
60260.23,7.00,8.08,c,3
60262.20,27.67,11.70,c,3
60264.25,-11.50,7.16,c,4
60266.21,0.00,9.63,o,4
60268.26,-1.33,15.52,o,3
60270.24,-8.75,12.64,o,4
60272.56,2.75,7.87,o,12
60274.23,-9.88,25.65,o,8
60282.23,-1.25,8.02,c,4
60286.21,11.33,7.34,c,6
60289.23,-1.00,13.83,o,2
60293.20,53.00,18.02,o,4
60297.20,33.50,22.96,o,4
60303.21,-1.25,24.09,o,4
60351.66,-7.50,18.63,c,4
60355.64,30.50,10.80,c,4
60359.65,21.00,13.37,c,3
60363.65,20.25,17.92,o,4
60371.65,-6.67,12.74,o,3
