# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
60208.39,-11.50,10.26,o,4
60211.39,5.75,11.70,o,4
60214.38,-1.00,13.37,o,4
60226.37,-6.80,7.90,o,10
60229.37,-1.20,6.82,o,5
60232.36,-5.20,35.40,o,5
60237.10,45.00,7.89,o,4
60241.35,68.00,7.89,o,4
60244.36,89.00,11.38,o,5
60249.09,130.25,26.38,o,4
60253.35,166.00,8.67,o,3
60256.34,211.78,6.08,o,9
60258.08,130.00,4.88,c,4
60259.34,206.75,6.88,o,4
60261.08,136.80,4.84,c,5
60262.32,257.75,8.01,o,4
60265.31,261.67,8.70,o,3
60270.06,173.50,5.01,c,4
60273.02,267.75,11.42,o,4
60276.02,257.00,21.01,o,2
60280.31,282.00,5.40,o,3
60283.13,295.71,3.71,o,7
60286.31,296.67,4.27,o,3
60290.66,303.67,4.57,o,6
60292.66,330.38,6.01,o,8
60294.91,316.20,4.60,o,10
60296.84,303.67,6.26,o,6
60298.62,311.50,4.78,o,8
60300.80,309.38,6.32,o,8
60302.50,310.50,7.59,o,6
60305.25,291.00,26.20,o,2
60307.04,306.62,9.12,o,8
60309.25,292.33,11.17,o,3
60310.23,304.25,9.02,o,4
60312.62,322.62,7.19,o,8
60314.62,301.75,5.03,o,8
60316.59,315.44,5.50,o,9
60318.29,330.25,8.29,o,4
60321.21,329.00,8.66,o,4
60322.18,367.00,9.15,o,4
60323.45,151.25,8.30,c,8
60325.20,311.25,8.27,o,4
60326.19,299.38,5.68,o,8
60327.99,126.00,10.00,c,1
60328.05,148.25,7.19,c,4
60329.27,285.75,7.64,o,4
60330.20,287.25,9.44,o,4
60333.22,331.75,11.60,o,8
60334.56,309.29,45.86,o,7
60336.66,282.12,10.79,o,8
60338.24,268.00,10.91,o,4
60340.62,300.88,6.74,o,8
60342.64,245.25,7.39,o,8
60345.24,258.50,29.68,o,2
60346.96,242.00,6.81,o,7
60349.22,286.00,8.90,o,4
60351.05,253.64,4.16,o,11
60353.16,250.67,7.52,o,3
60354.22,254.50,7.39,o,4
60357.12,252.38,5.67,o,8
60358.94,245.18,4.62,o,11
60361.19,255.33,14.70,o,3
60363.12,252.20,8.06,o,10
60365.16,217.50,76.15,o,2
60367.02,230.67,6.17,o,12
60369.21,261.25,11.43,o,4
60371.42,234.12,5.04,o,8
60375.58,107.17,3.40,c,12
60377.16,226.75,7.26,o,4
60378.15,227.00,7.15,o,4
60379.39,109.75,3.14,c,8
60381.15,236.25,7.26,o,4
60382.14,232.20,6.24,o,5
60383.22,104.83,2.97,c,12
60385.13,229.75,7.27,o,4
60386.92,244.08,9.43,o,12
60389.12,286.75,25.78,o,4
60390.45,234.75,8.45,o,8
60393.14,261.75,12.89,o,4
60394.90,202.55,8.45,o,11
60397.13,216.00,10.02,o,4
60398.86,245.36,19.76,o,11
60401.63,212.00,4.12,o,9
60404.83,208.80,3.17,o,5
60410.08,204.00,4.82,o,3
60412.82,209.00,4.04,o,3
60415.91,192.00,10.21,o,3
60418.89,193.50,5.55,o,12
60423.59,190.75,24.50,o,4
60425.09,193.25,10.89,o,4
60427.85,181.00,11.53,o,4
60431.89,91.00,6.58,c,7
60433.04,199.38,6.88,o,8
60434.03,176.25,8.54,o,4
60435.80,83.25,5.88,c,4
60437.05,205.00,9.38,o,4
60439.28,84.62,3.91,c,8
60441.04,186.00,15.32,o,4
60442.87,158.08,6.01,o,12
60447.78,139.33,40.69,o,3
60449.01,200.00,11.91,o,4
60450.85,168.50,8.13,o,12
60453.78,154.25,18.29,o,4
60455.76,166.75,7.98,o,8
60457.21,169.40,6.03,o,10
60459.03,168.89,6.87,o,9
60461.50,73.17,14.11,c,6
60462.00,52.00,11.00,c,1
60468.99,70.75,10.94,c,4
60475.35,123.30,10.90,o,10
60481.97,100.50,591.80,o,2
60483.72,148.33,24.07,o,3
60486.71,150.00,9.29,o,4
60487.73,67.00,5.76,c,4
60489.99,156.00,16.26,o,2
60490.01,193.00,16.32,o,2
60490.73,97.00,30.70,c,2
60493.47,130.50,7.28,o,8
60495.72,46.67,7.91,c,3
60497.39,140.86,9.70,o,7
60500.97,136.00,14.29,o,4
60505.61,119.45,8.58,o,11
60509.54,179.86,24.28,o,7
60515.71,119.00,36.16,o,3
60571.14,121.25,20.51,o,4
