# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
60015.64,166.75,12.58,o,4
60023.61,176.00,18.20,o,2
60031.61,203.25,11.57,o,4
60040.61,194.50,13.25,o,4
60044.62,191.25,10.26,o,4
60050.54,136.75,6.39,c,4
60052.62,100.33,80.44,c,3
60056.57,113.25,7.39,c,4
60058.55,106.00,5.89,c,4
60060.55,113.00,6.14,c,4
60066.55,179.75,10.61,o,4
60069.53,171.00,12.56,o,4
60072.53,178.25,9.89,o,4
60076.58,178.00,7.26,o,4
60078.55,167.75,7.15,o,4
60087.06,166.50,4.43,o,8
60088.53,154.75,6.67,o,4
60090.50,156.75,6.29,o,4
60092.48,161.00,12.33,o,4
60096.53,115.67,26.50,o,3
60098.90,267.14,63.99,o,7
60100.47,175.75,10.40,o,4
60102.51,163.00,9.53,o,4
60104.51,164.50,8.29,o,4
60106.49,178.67,8.67,o,3
60108.45,114.50,7.78,c,2
60110.52,120.25,3.56,c,8
60112.44,107.75,5.64,c,4
60114.46,122.57,3.84,c,7
60116.46,109.50,5.88,c,4
60124.44,177.25,7.93,o,4
60126.49,172.00,9.92,o,4
60129.52,172.75,16.38,o,4
60130.44,185.67,14.32,o,3
60132.44,187.75,8.01,o,4
60134.49,190.43,7.11,o,7
60136.48,192.50,6.91,o,4
60138.47,120.25,9.13,c,4
60140.46,127.25,6.41,c,4
60146.43,117.50,5.51,c,4
60148.43,111.67,6.94,c,3
60150.43,109.67,5.77,c,3
60152.42,185.80,6.18,o,5
60154.41,182.50,8.39,o,4
60156.41,174.50,11.80,o,4
60158.91,183.12,6.89,o,8
60160.40,187.38,6.23,o,8
60162.40,191.50,6.79,o,4
60170.37,118.25,5.38,c,4
60174.37,120.50,6.35,c,4
60176.87,116.50,3.72,c,8
60178.38,99.50,6.50,c,4
60180.46,116.25,8.71,c,4
60182.42,192.75,7.88,o,4
60184.41,134.00,40.58,o,3
60186.36,219.33,13.12,o,3
60188.40,204.75,12.07,o,4
60190.87,186.25,5.76,o,8
60192.36,194.50,9.33,o,4
60194.28,105.50,7.28,c,4
60196.34,114.25,4.63,c,4
60198.33,110.25,5.88,c,4
60200.34,104.25,7.01,c,4
60202.41,110.25,6.27,c,4
60204.34,110.50,5.39,c,4
60206.33,103.00,6.18,c,4
60208.36,107.75,6.25,c,4
60210.33,186.00,8.07,o,7
60212.32,176.00,8.25,o,4
60214.82,186.12,6.27,o,16
60216.35,174.50,13.51,o,4
60218.83,177.12,7.88,o,8
60220.31,180.00,9.00,o,4
60222.31,89.33,5.79,c,3
60224.31,93.00,6.01,c,3
60228.29,70.00,14.00,c,1
60230.36,92.75,8.20,c,4
60232.28,109.50,6.25,c,4
60234.28,87.25,5.51,c,4
60236.37,86.50,7.52,c,4
60238.25,180.00,7.00,o,4
60240.27,184.67,9.46,o,3
60242.25,169.00,8.51,o,4
60244.25,160.25,10.02,o,4
60246.28,166.75,12.78,o,4
60248.88,175.00,7.82,o,7
60250.29,169.75,6.39,o,4
60252.27,86.25,7.39,c,4
60254.22,87.50,7.01,c,4
60256.25,100.25,6.27,c,4
60258.25,86.50,6.63,c,4
60260.23,92.50,8.85,c,2
60262.20,90.67,9.29,c,3
60264.24,93.62,5.83,c,8
60266.21,151.75,8.64,o,4
60268.25,178.00,14.00,o,4
60270.24,161.25,11.57,o,4
60272.89,165.17,6.12,o,12
60274.20,153.33,15.44,o,3
60282.24,75.75,7.91,c,4
60286.22,81.00,6.25,c,4
60289.22,165.00,21.00,o,1
60293.20,151.25,18.41,o,4
60297.20,175.75,24.86,o,4
60351.66,50.25,19.18,c,4
60355.64,52.25,10.98,c,4
60359.65,38.00,9.00,c,3
60363.65,75.75,17.65,o,4
60371.64,80.33,10.01,o,3
60387.55,86.00,9.11,o,3
60389.59,66.60,61.71,o,5
60391.61,52.33,13.01,o,3
60393.10,56.33,225.35,o,6
60397.63,70.50,11.34,o,2
60399.60,67.25,7.16,o,4
60401.63,59.75,9.65,o,4
60402.54,57.67,8.91,o,3
60405.53,52.67,3.86,o,3
60409.53,60.67,3.86,o,3
60419.56,59.75,7.30,o,4
60427.57,45.00,8.14,o,4
60431.61,53.00,7.29,o,4
60439.58,48.50,6.64,o,4
60451.47,39.33,37.89,o,3
60453.51,41.75,16.86,o,4
60455.46,45.25,10.68,o,4
60457.54,49.25,7.02,o,4
60459.48,45.00,8.35,o,4
60461.51,42.33,6.75,o,6
60463.49,32.75,6.53,o,4
60465.51,41.25,4.58,o,8
60467.47,34.75,6.90,o,4
60471.43,25.67,7.90,o,3
60473.48,35.00,5.51,o,4
60475.49,39.00,6.16,o,4
60477.47,36.75,6.26,o,4
60479.53,31.25,6.75,o,4
60481.46,28.50,9.51,o,4
60483.52,77.67,18.74,o,3
60485.47,40.75,8.99,o,4
60487.44,36.00,6.64,o,4
60489.44,28.33,6.94,o,3
60491.44,26.50,4.88,o,4
60493.57,22.50,6.06,o,4
60495.43,21.00,7.27,o,4
60497.50,15.00,5.26,o,4
60499.47,38.00,6.27,o,4
60501.47,11.50,10.63,o,2
60505.46,22.75,6.35,o,4
60507.47,32.25,6.15,o,4
60509.46,28.00,7.14,o,4
60513.41,34.25,10.40,o,4
60515.59,4.43,10.42,o,7
