# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
59796.01,-1.50,3.88,c,4
59797.16,-11.50,5.51,o,4
59799.89,-11.00,45.88,o,3
59801.15,-16.00,23.81,o,4
59807.07,6.83,16.35,o,12
59809.23,-0.25,7.01,o,4
59810.14,-2.00,3.63,c,4
59811.96,-4.50,5.29,o,4
59813.09,1.25,4.29,c,4
59814.19,4.50,4.26,c,4
59815.35,-20.14,12.86,o,7
59817.20,3.67,4.82,c,3
59818.11,-0.25,4.00,c,4
59818.86,2.00,5.26,o,4
59820.10,9.75,9.16,o,4
59821.12,4.25,4.26,c,4
59822.20,0.00,4.00,c,4
59823.88,-1.25,6.01,o,4
59825.19,-5.00,4.88,o,4
59826.08,-1.00,8.14,o,2
59828.03,-14.50,15.21,o,2
59834.99,-5.09,5.35,o,11
59841.15,5.00,10.00,o,1
59842.14,-1.25,6.27,o,4
59843.89,-10.67,7.92,c,3
59845.11,-3.25,5.26,o,4
59846.04,-22.00,11.88,c,2
59846.17,7.00,5.51,o,4
59849.15,-1.00,11.42,o,2
59851.33,-22.14,19.74,c,7
59853.09,3.75,5.04,o,4
59854.73,8.00,9.37,o,9
59859.86,-1.25,15.28,o,4
59861.10,2.00,15.81,o,4
59862.12,9.00,21.43,o,3
59865.09,8.00,6.29,o,4
59866.44,-5.75,5.24,o,8
59869.06,7.50,4.88,c,4
59870.07,19.75,4.67,c,4
59871.36,13.38,4.67,o,8
59873.08,17.25,4.63,c,4
59874.05,20.25,5.51,c,4
59875.33,26.50,12.47,o,8
59877.05,44.00,5.17,c,4
59878.08,39.75,5.28,c,4
59879.33,47.50,4.65,o,8
59881.04,54.00,6.74,c,3
59882.90,68.09,7.17,o,11
59887.79,112.67,16.59,o,3
59889.10,90.50,15.23,o,4
59891.30,107.88,8.48,o,8
59894.91,116.08,6.14,o,12
59897.11,109.75,7.91,o,4
59898.02,152.00,11.28,o,4
59899.48,151.33,5.11,c,6
59901.02,127.75,16.02,o,4
59902.06,134.00,8.52,o,4
59903.29,162.50,4.24,c,8
59905.04,145.50,7.16,o,4
59906.03,145.75,15.93,o,4
59907.30,172.38,4.74,c,8
59909.03,164.50,18.08,o,4
59910.05,153.00,8.39,o,4
59910.78,174.50,7.78,c,4
59913.05,154.14,13.86,o,7
59915.83,150.50,15.17,o,4
59918.05,174.75,10.29,o,8
59921.04,141.25,17.69,o,4
59926.39,169.29,12.24,o,7
59929.06,170.25,7.88,c,4
59934.81,155.50,9.42,o,4
60039.15,60.25,15.24,o,4
60040.41,70.00,42.46,o,3
60043.35,55.12,10.52,o,8
60045.12,52.50,11.27,o,4
60046.39,35.25,10.70,o,4
60049.41,29.00,19.25,o,4
60051.15,31.00,8.05,o,4
60052.39,23.75,6.29,c,4
60058.39,33.60,5.67,c,5
60060.13,49.50,6.77,o,4
60063.13,37.67,8.31,o,3
60066.96,33.17,6.95,o,6
60069.08,42.00,19.60,o,2
60070.34,33.75,14.72,o,4
60072.80,26.33,8.16,o,9
60075.10,42.00,12.14,o,4
60081.09,21.25,5.64,c,4
60082.35,42.00,8.58,o,4
60084.09,18.75,4.64,c,4
60085.33,28.50,8.33,o,4
60087.13,22.33,16.02,c,3
60093.09,30.88,4.23,c,8
60102.04,43.50,23.01,o,2
60106.30,22.00,7.69,o,4
60109.31,26.25,5.64,c,4
60112.30,18.75,4.64,c,4
60125.97,47.67,10.69,o,3
60127.23,15.75,18.03,o,4
60128.99,43.33,21.46,o,3
60133.26,17.50,14.01,o,4
60136.25,27.50,9.51,o,4
60137.97,16.50,3.65,c,4
60139.21,26.50,6.25,o,4
60140.99,22.00,4.78,c,4
60142.22,23.75,5.52,o,4
60147.08,17.00,7.11,c,2
60150.02,18.75,4.88,c,4
60151.20,21.67,7.32,o,3
60154.19,28.50,11.67,o,2
60160.27,17.75,14.52,o,4
60162.64,15.88,7.42,o,8
60168.02,16.33,7.52,o,3
60170.23,17.33,5.01,c,3
60176.95,11.75,6.90,o,4
60178.21,18.33,5.22,c,3
60179.95,17.75,5.39,o,4
60182.95,6.75,8.75,o,4
60188.94,32.67,22.35,o,3
60200.91,8.50,5.00,c,4
60208.99,17.25,4.44,o,8
60210.68,6.12,8.18,o,8
60215.87,9.00,13.50,o,4
60217.12,15.67,15.78,o,3
60218.87,32.75,9.40,o,4
60221.51,21.20,8.28,o,5
60223.11,6.50,4.76,c,4
60226.98,5.50,4.74,o,8
60229.09,14.50,6.68,o,4
60230.86,17.75,7.22,o,4
60232.96,12.38,3.95,o,8
60235.05,13.25,6.77,o,4
60236.82,8.25,6.69,o,4
60238.64,4.33,10.87,o,6
60242.83,-5.14,9.50,o,7
60244.43,19.00,13.50,o,5
60247.06,26.00,10.65,o,4
60248.79,7.25,6.14,o,4
60251.84,10.00,17.00,o,1
60253.05,11.00,10.01,o,3
60256.05,14.25,6.77,o,4
60257.82,9.00,4.82,c,3
60259.07,20.25,6.51,o,4
60260.79,5.67,6.37,c,3
60262.08,8.00,6.51,o,4
60265.05,-1.25,8.46,o,4
60268.95,9.00,11.12,o,8
60272.81,-12.00,13.70,o,3
60274.93,20.75,8.87,o,8
60277.06,16.00,10.40,o,3
60278.83,12.00,10.02,o,3
60281.88,2.67,11.17,o,3
60284.80,1.67,7.61,o,3
60290.83,1.00,10.67,o,4
60302.06,-3.00,22.25,o,3
