# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
59841.62,21.00,10.08,o,4
59842.61,31.67,6.46,o,6
59845.64,23.25,15.43,o,4
59846.59,34.50,8.10,o,4
59847.10,16.88,7.65,c,8
59848.61,16.33,6.81,c,3
59849.54,23.25,9.33,o,4
59850.97,29.75,5.19,o,8
59851.15,15.89,3.99,c,9
59853.58,25.00,6.45,o,4
59854.79,23.17,6.63,o,6
59855.09,21.38,4.51,c,8
59856.58,15.75,5.00,c,4
59857.58,18.50,5.90,o,4
59859.01,39.00,5.50,o,9
59860.87,54.07,25.62,o,14
59863.02,46.12,14.68,o,8
59864.51,38.62,8.51,o,8
59869.63,37.50,8.64,o,4
59871.12,45.78,4.60,o,9
59873.10,34.90,4.75,o,10
59875.57,33.60,5.00,o,5
59875.63,18.50,6.93,c,4
59876.49,31.75,5.28,o,4
59876.53,20.75,5.64,c,4
59879.62,26.00,12.00,o,1
59880.61,19.75,6.15,c,4
59880.63,27.83,5.47,o,6
59882.53,13.25,5.15,c,4
59883.50,27.50,6.52,o,6
59884.50,27.67,4.63,o,6
59885.61,21.20,9.96,c,5
59886.85,26.00,11.34,o,3
59889.58,41.50,8.75,o,4
59890.70,19.60,28.01,o,10
59896.90,19.67,5.41,o,12
59899.55,23.25,4.31,o,8
59902.56,20.00,14.00,o,1
59903.53,15.14,3.64,c,7
59904.57,16.00,6.47,c,3
59906.88,16.00,5.12,o,8
59907.50,9.00,4.82,c,3
59908.45,14.50,6.02,c,2
59909.55,31.00,6.07,o,4
59911.28,21.00,7.52,o,3
59913.43,14.67,7.92,o,3
59914.49,21.75,6.01,o,4
59919.18,40.75,18.96,o,4
59926.48,44.50,8.66,o,4
59940.90,81.00,5.78,o,4
59957.42,128.00,10.61,o,2
59958.39,104.67,7.73,o,3
59960.39,107.25,7.14,o,4
59966.35,138.67,7.90,o,3
59969.36,138.75,7.16,o,4
59983.18,139.33,21.74,o,3
59985.10,133.50,9.66,o,4
59987.07,106.33,6.18,o,9
59989.09,69.75,6.77,c,4
59990.08,77.50,6.53,c,4
59993.13,70.00,7.40,c,4
59997.10,80.50,7.40,c,4
60001.09,118.50,9.78,o,4
60009.17,97.50,9.88,o,8
60011.80,77.25,12.58,o,4
60012.94,103.50,8.93,o,8
60014.30,126.00,46.72,o,4
60015.80,67.25,6.65,c,4
60016.78,54.50,5.38,c,4
60017.03,95.00,10.86,o,6
60018.28,100.75,16.33,o,4
60020.75,33.25,9.10,c,4
60021.11,86.88,9.78,o,8
60023.77,74.00,66.48,c,4
60025.06,94.75,10.38,o,4
60026.34,91.75,9.62,o,4
60029.14,82.29,9.75,o,7
60033.04,118.20,16.47,o,10
60034.66,103.00,15.54,o,5
60037.99,86.20,65.17,o,5
60038.84,59.67,413.58,o,3
60040.76,274.00,89.53,o,2
60043.69,72.80,18.95,o,5
60044.00,80.00,21.00,o,1
60045.26,20.00,30.73,c,4
60049.49,49.50,7.88,c,6
60050.83,52.17,10.75,c,6
60055.24,38.50,13.77,c,4
60171.62,27.25,15.48,c,4
60175.62,20.00,12.44,c,4
60177.61,28.00,9.07,c,3
60185.63,53.00,13.65,o,4
60186.99,68.50,13.22,o,8
60191.61,63.75,9.79,o,4
60195.63,55.50,13.60,o,4
60197.62,63.00,8.85,o,4
60199.62,8.50,10.94,c,4
60200.34,71.75,9.88,o,4
60201.61,23.00,6.02,c,4
60203.62,35.00,7.35,c,3
60205.60,29.00,5.53,c,4
60207.57,21.50,6.51,c,4
60212.98,46.75,5.86,o,8
60215.59,51.00,11.33,o,4
60216.91,25.75,15.00,o,8
60218.45,27.14,78.60,o,7
60223.60,37.90,5.65,o,10
60224.94,27.25,6.54,o,8
60227.53,23.00,9.65,c,4
60229.55,35.75,11.32,c,4
60230.30,48.25,7.16,o,4
60231.52,28.75,6.00,c,4
60233.53,10.75,6.14,c,4
60235.52,13.75,5.91,c,4
60240.33,35.00,7.89,o,4
60242.30,55.25,10.67,o,4
60245.49,53.75,22.97,o,4
60251.59,58.25,9.27,o,4
60253.52,49.00,6.88,o,4
60254.28,40.25,7.65,o,4
60257.50,20.50,6.15,c,4
60259.54,34.00,11.00,c,1
60260.72,33.62,6.19,o,8
60263.56,27.00,7.93,c,4
60265.49,23.25,6.42,c,4
60266.23,48.00,10.00,o,2
60267.45,17.33,9.07,c,3
60269.54,27.43,5.32,c,7
60273.46,34.50,18.20,o,4
60274.42,23.50,32.19,o,2
60281.49,39.75,7.39,o,4
60283.43,28.25,5.89,c,4
60284.32,18.33,16.14,o,6
60285.49,21.88,4.21,c,8
60287.06,41.25,16.47,o,4
60288.48,30.75,6.75,o,4
60289.48,18.50,6.56,c,4
60290.48,15.00,6.40,c,4
60291.04,45.09,3.31,o,11
60292.38,49.00,6.19,o,4
60293.47,24.25,6.00,c,4
60294.45,32.33,6.37,c,3
60295.52,55.25,6.40,o,4
60308.46,50.00,9.01,o,4
60310.82,49.38,5.89,o,8
60312.92,31.50,5.73,o,8
60314.92,37.88,5.21,o,8
60316.85,48.86,4.30,o,7
60319.42,48.00,7.77,o,4
60320.42,25.50,7.80,o,4
60323.41,54.38,3.92,o,8
60324.89,51.00,3.90,o,8
60327.13,36.00,10.27,o,4
60328.80,49.14,6.06,o,7
60334.41,26.00,21.45,o,4
60336.51,20.20,84.30,o,5
60338.87,53.25,5.52,o,8
60340.36,31.00,13.00,c,1
60343.36,69.00,6.63,o,4
60344.36,42.00,6.03,o,4
60345.33,33.50,6.00,c,4
60346.33,29.00,6.40,c,4
60349.32,22.75,5.51,c,4
60350.35,20.50,6.64,c,4
60353.31,18.25,5.53,c,4
60354.30,42.50,6.17,o,4
60361.37,25.50,15.27,o,4
60362.36,51.00,12.07,o,4
60364.86,25.75,54.89,o,4
60366.33,23.50,9.27,o,4
60370.89,26.86,9.79,o,7
60375.28,45.50,6.13,o,4
60384.24,31.75,10.12,o,4
60387.02,41.50,26.40,o,2
60388.60,55.67,15.12,o,6
60390.67,29.17,14.81,o,6
60392.77,39.38,9.64,o,8
60394.32,23.50,24.41,o,2
60397.25,42.25,9.03,o,4
60398.79,37.12,5.92,o,8
60400.30,31.67,9.81,o,3
60401.26,28.50,7.64,c,4
60403.26,38.00,5.01,o,3
60417.24,67.50,14.86,o,4
60418.28,56.00,17.36,o,2
60421.24,53.00,18.20,o,4
60422.24,26.29,17.25,o,7
