# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
58177.58,-56.50,41.74,o,2
58179.50,-24.33,20.32,o,3
58180.83,-17.75,43.77,o,4
58183.40,-32.25,25.04,o,4
58185.14,-9.00,49.93,o,4
58194.65,-97.67,18.50,c,3
58196.64,-19.33,41.83,o,3
58205.58,-14.50,10.52,o,4
58207.03,9.00,6.33,o,8
58213.59,7.00,10.80,o,3
58221.09,-19.00,4.51,o,8
58221.40,-127.33,3.86,c,3
58227.23,-148.67,40.70,c,6
58231.11,-2.00,6.28,o,7
58234.52,11.00,37.17,o,2
58247.02,0.50,4.46,o,8
58248.97,-18.44,9.72,o,9
58253.01,-25.00,6.33,o,8
58254.51,-92.50,3.90,c,4
58257.15,38.67,60.87,o,6
58259.48,5.75,3.65,c,4
58260.98,147.62,5.70,o,8
58263.07,237.20,83.48,o,5
58265.47,321.75,58.92,o,4
58269.45,493.50,16.01,o,4
58271.48,476.50,517.60,o,2
58273.04,619.57,8.22,o,7
58274.97,675.50,5.54,o,8
58277.13,706.83,24.51,o,6
58279.46,696.00,6.75,c,4
58280.85,781.00,8.85,o,7
58284.94,820.50,6.03,o,8
58286.94,740.00,4.30,c,8
58288.92,850.12,5.99,o,8
58290.92,865.00,6.96,o,8
58292.90,865.00,16.27,o,4
58294.61,859.20,12.13,o,5
58297.19,820.40,28.56,o,5
58298.83,826.00,6.78,o,8
58300.45,800.75,12.03,o,4
58303.40,809.25,8.81,o,4
58307.41,518.00,6.01,c,4
58310.90,474.62,4.07,c,8
58312.88,719.25,5.71,o,8
58315.39,429.75,5.64,c,4
58316.86,668.50,5.86,o,8
58318.77,691.43,14.47,o,7
58321.02,693.67,310.31,o,6
58322.85,650.25,25.90,o,8
58324.92,631.29,23.09,o,7
58326.97,620.82,8.67,o,11
58328.78,597.75,12.12,o,8
58331.38,374.67,46.97,c,3
58332.80,577.38,9.63,o,8
58335.35,297.67,6.37,c,3
58336.94,553.67,11.37,o,6
58338.67,284.17,90.60,c,6
58341.25,509.00,11.44,o,4
58342.33,267.25,5.27,c,4
58344.26,508.75,8.14,o,4
58346.90,489.00,38.98,o,6
58348.26,500.00,10.23,o,4
58351.24,491.33,15.79,o,3
58361.04,463.60,7.38,o,5
58362.59,451.50,6.14,o,6
58364.27,432.67,12.24,o,3
58366.92,458.67,5.65,o,6
58370.77,450.88,4.92,o,8
58372.84,441.43,8.35,o,7
58376.78,442.00,13.43,o,8
58378.85,426.43,7.49,o,7
58380.27,405.00,89.50,o,2
58382.77,420.00,14.53,o,4
58384.26,509.00,362.00,o,1
58398.22,207.00,12.04,c,2
58489.66,376.00,18.00,o,1
58494.68,225.50,41.23,c,2
58501.61,383.67,15.71,o,3
58503.66,378.33,11.79,o,3
58518.67,135.00,13.00,c,1
58522.66,135.50,4.97,c,4
58528.64,280.75,6.25,o,4
58532.66,273.50,19.14,o,2
58536.58,279.00,17.69,o,2
58541.63,275.00,8.67,o,3
58544.61,275.50,6.64,o,4
58556.59,253.67,7.51,o,3
58561.01,230.86,7.94,o,7
58563.50,242.50,15.44,o,4
58566.56,204.67,16.75,o,3
58568.57,203.50,9.76,o,4
58570.58,230.25,5.76,o,4
58572.56,207.75,6.01,o,4
58577.54,212.75,7.01,o,4
58578.56,48.75,4.38,c,4
58580.54,198.00,6.88,o,4
58582.55,47.50,4.26,c,4
58584.54,201.00,7.16,o,4
58589.48,183.75,10.51,o,4
58591.09,180.86,12.75,o,7
58596.52,193.00,10.25,o,4
58605.49,174.75,6.91,o,4
58606.48,18.00,10.00,c,1
58610.91,23.00,2.88,c,7
58613.21,160.06,3.20,o,16
58614.94,156.88,3.94,o,8
58617.42,131.25,10.78,o,4
58618.40,155.25,7.82,o,4
58623.45,175.00,65.00,o,1
58624.48,122.50,11.18,o,4
58626.50,129.00,9.49,o,5
58628.91,137.50,4.52,o,8
58630.40,144.75,5.51,o,4
58632.43,125.50,6.15,o,4
58634.41,10.71,4.29,c,7
58636.41,118.25,7.00,o,4
58641.36,123.14,4.56,o,7
58642.40,-9.50,3.88,c,4
58645.10,124.25,4.86,o,12
58646.27,132.75,20.15,o,4
58650.44,118.00,14.23,o,4
58652.57,110.20,11.37,o,5
58654.63,111.45,7.20,o,11
58656.39,109.80,7.26,o,5
58658.43,115.50,8.02,o,4
58660.35,85.00,6.64,o,4
58663.32,-15.50,3.65,c,4
58664.43,85.00,6.39,o,4
58666.36,-16.75,4.15,c,4
58668.34,95.25,5.88,o,4
58670.34,90.50,6.13,o,4
58673.43,82.50,10.54,o,4
58678.37,91.75,11.98,o,4
58680.41,109.75,17.36,o,4
58682.35,84.25,7.64,o,4
58684.33,82.67,8.52,o,3
58686.33,90.75,7.47,o,4
58689.43,94.00,30.20,o,4
58690.26,75.50,13.39,o,4
58693.33,76.50,5.63,o,4
58694.33,-56.00,3.88,c,4
58699.37,-55.50,8.14,c,2
58702.96,-60.50,11.79,c,6
58704.84,77.50,24.19,o,2
58706.31,-128.00,198.00,c,1
58708.49,78.60,24.36,o,5
58712.34,134.00,127.00,o,1
58726.24,-58.00,12.17,c,3
58738.26,42.33,224.29,o,3
58744.68,37.00,4.80,o,7
58746.24,1.50,55.80,o,2
