# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
58319.51,1.00,23.71,o,2
58323.48,32.75,68.62,o,4
58325.43,8.00,26.50,o,2
58330.57,-30.00,61.00,o,1
58333.57,6.25,8.77,c,4
58336.55,0.00,7.51,o,4
58337.47,10.75,4.26,c,4
58338.56,11.00,4.00,c,4
58340.54,8.75,9.34,o,4
58345.46,2.33,26.35,c,3
58351.48,9.50,15.56,o,6
58360.96,-2.38,7.35,o,8
58362.49,-2.33,9.05,o,3
58370.48,0.00,16.00,o,1
58372.47,2.33,9.67,o,3
58377.43,1.50,5.27,o,4
58379.42,-24.25,12.73,o,4
58380.92,13.25,10.57,o,8
58387.45,36.75,18.44,o,4
58389.35,-21.50,19.53,o,2
58390.90,9.00,6.53,o,8
58392.42,7.50,18.12,o,2
58394.40,5.67,7.35,o,3
58401.34,1.75,5.13,c,4
58402.40,-6.00,14.00,c,1
58403.38,-7.50,9.15,o,4
58405.37,-6.00,4.63,c,4
58406.36,-3.50,10.26,o,2
58409.34,322.75,126.73,o,4
58413.36,351.83,21.36,o,6
58416.86,516.25,12.64,o,8
58424.33,740.00,11.14,o,4
58425.33,794.33,8.47,c,3
58427.32,768.00,9.01,o,4
58428.33,813.25,10.63,o,4
58429.33,838.25,7.01,c,4
58430.34,861.25,7.25,c,4
58431.31,835.75,10.28,o,4
58432.31,837.00,21.00,o,1
58433.32,921.00,133.00,c,1
58434.33,877.00,7.88,c,4
58435.28,869.50,10.01,o,4
58436.29,862.86,13.59,o,7
58441.28,829.50,492.45,o,2
58442.96,875.50,8.50,o,12
58444.32,707.75,138.04,o,4
58447.27,873.60,12.45,o,5
58448.78,807.12,8.65,o,8
58450.85,788.00,6.77,o,7
58452.48,752.40,8.53,o,5
58455.24,698.88,6.37,o,8
58459.23,664.00,8.63,o,4
58461.24,529.50,7.89,c,4
58463.21,573.71,19.72,o,7
58467.21,478.25,10.76,o,4
58469.22,482.14,8.67,o,7
58473.21,434.00,14.89,o,4
58474.27,382.00,44.00,o,1
58479.21,346.17,12.17,o,6
58485.21,222.00,10.19,c,8
58487.21,302.00,102.32,o,4
58609.63,-35.00,44.00,c,1
58619.05,24.22,5.14,o,9
58621.58,28.50,13.42,o,4
58623.54,66.67,37.46,o,3
58625.00,0.29,9.61,o,7
58647.60,3.67,7.13,o,3
58649.48,33.50,11.55,o,4
58651.08,15.29,15.95,o,7
58652.46,44.75,27.67,o,4
58659.60,13.75,9.61,o,4
58660.43,-19.00,177.75,o,2
58663.59,-5.67,17.90,o,3
58665.42,0.00,5.21,c,4
58667.59,1.25,5.13,o,4
58671.08,3.25,3.11,c,8
58674.57,3.50,4.76,o,4
58678.99,0.29,13.12,o,7
58686.59,14.00,15.00,o,1
58688.51,10.75,7.64,o,4
58691.51,12.75,6.15,o,4
58692.46,8.00,6.54,o,4
58693.39,5.25,4.00,c,4
58695.50,8.50,7.27,o,4
58696.50,-0.25,11.30,o,4
58699.56,7.50,6.41,o,4
58700.48,4.75,6.76,o,4
58702.43,7.88,3.64,c,8
58703.53,14.50,5.39,o,4
58705.41,17.73,17.40,c,11
58707.38,14.50,14.64,o,4
58715.48,9.25,11.97,o,4
58717.44,11.50,5.18,o,6
58718.84,8.88,3.77,o,8
58721.43,1.00,3.44,c,7
58723.45,0.00,4.27,o,4
58729.41,-9.75,5.01,c,4
58730.39,-0.75,4.77,c,4
58741.43,46.00,50.06,o,2
58745.41,1.50,19.85,o,2
58751.39,0.29,3.79,o,7
58753.41,3.25,4.39,c,4
58755.41,8.00,4.78,o,4
58757.42,19.00,22.00,c,1
58759.39,8.25,6.13,o,4
58761.24,-2.33,8.49,o,3
58762.44,-6.67,6.18,c,3
58763.30,14.50,9.04,o,4
58768.95,-17.11,20.41,o,9
58770.85,13.57,10.85,o,7
58772.74,1.00,9.06,o,7
58775.31,0.00,10.54,o,4
58777.28,0.50,4.91,c,4
58779.32,5.75,5.56,o,4
58780.30,5.00,5.01,o,4
58781.32,-0.75,6.01,c,4
58783.37,-2.00,6.53,o,4
58785.31,-10.75,5.63,c,4
58787.27,5.25,4.42,o,4
58791.29,21.00,12.68,o,4
58795.33,-8.17,8.77,o,12
58796.53,18.27,6.33,o,15
58799.28,-0.60,7.08,o,10
58800.81,13.25,7.14,o,8
58802.30,-4.50,8.94,o,4
58811.29,-5.33,5.27,o,6
58815.24,1.75,9.92,o,8
58817.23,-1.75,6.53,c,4
58821.25,10.50,12.69,o,4
58825.22,23.50,8.76,o,4
58827.24,-4.50,9.13,o,4
58829.24,-44.50,34.35,o,4
58833.22,-12.50,13.52,o,6
58837.21,5.50,6.95,o,4
58839.19,37.67,55.99,o,3
58845.23,0.25,6.51,c,4
58850.20,34.50,53.85,o,2
