# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
57797.63,-200.57,16.13,o,7
57801.62,-174.40,9.21,o,10
57808.66,-7.00,30.00,c,1
57816.61,-37.60,5.81,c,5
57817.65,-119.00,37.16,o,2
57819.64,-245.20,17.78,o,5
57820.66,-160.00,30.00,o,1
57828.64,-239.00,41.49,o,2
57832.65,-132.00,47.19,o,2
57837.64,-177.33,35.36,o,3
57839.62,-221.50,15.34,o,4
57841.55,4.40,8.17,c,5
57842.62,-139.00,13.52,o,3
57844.57,104.00,9.50,c,5
57845.11,-60.75,11.32,o,8
57847.17,-20.57,10.31,o,7
57849.00,-120.86,10.97,o,7
57852.47,35.00,19.53,o,5
57855.54,27.00,95.00,o,1
57856.59,-34.00,815.00,o,1
57858.57,89.75,22.63,o,4
57860.90,-68.33,18.78,o,6
57865.60,81.25,21.49,o,4
57867.62,66.00,80.96,o,2
57869.03,264.43,10.96,c,7
57869.20,70.60,17.47,o,5
57878.93,154.29,7.47,o,7
57881.40,135.67,18.09,o,3
57884.44,136.00,312.77,o,6
57887.45,148.25,10.52,o,4
57889.13,167.00,16.59,o,6
57892.47,154.00,4.67,o,9
57893.45,206.80,5.37,c,5
57895.45,154.00,10.61,o,2
57899.10,167.00,4.56,o,12
57900.92,169.25,5.96,o,8
57900.95,215.12,3.99,c,8
57902.92,172.00,6.18,o,8
57904.41,211.67,6.18,c,3
57905.45,182.00,13.00,o,1
57906.91,135.88,9.36,o,8
57908.40,241.75,56.17,o,4
57911.37,62.00,34.00,o,2
57913.11,145.62,24.33,o,13
57915.02,157.60,10.18,o,5
57916.76,149.50,5.20,o,10
57920.38,132.75,5.88,o,4
57924.38,135.50,5.51,o,4
57926.37,125.50,5.13,o,4
57928.37,126.25,6.14,o,4
57932.36,110.25,4.25,o,8
57936.36,103.75,9.26,o,4
57940.35,80.25,10.28,o,4
57942.34,116.00,16.23,o,4
57944.33,95.25,31.25,o,4
57946.34,43.40,9.62,o,5
57948.31,47.00,29.01,o,4
57950.30,58.57,4.66,o,7
57952.28,72.75,6.00,o,4
57956.27,74.75,8.17,o,4
57960.26,68.00,76.99,o,4
57964.25,62.33,11.40,o,3
57966.26,37.50,8.88,o,4
57971.25,31.67,8.67,o,6
57973.24,138.00,240.00,o,1
57975.25,16.50,7.47,o,4
57977.27,28.17,6.22,o,6
57979.26,12.62,4.04,o,8
57981.26,9.00,4.47,o,9
57983.25,119.50,6.25,c,4
57985.28,15.00,8.49,o,2
57987.25,51.33,33.48,c,6
57989.28,6.00,8.16,o,4
58093.64,94.00,878.00,o,1
58097.66,-38.00,31.00,o,1
58099.64,-85.00,35.00,o,1
58101.65,-71.67,10.71,o,3
58105.65,-87.00,14.21,o,2
58117.66,-86.00,16.00,o,1
58121.58,-70.75,17.64,o,4
58149.53,-97.75,6.27,o,4
58163.67,-38.00,57.00,c,1
58167.67,-82.00,212.00,c,1
58177.56,-100.25,50.14,o,4
58179.47,-77.00,22.61,o,4
58181.63,-181.00,34.73,o,2
58183.62,-111.33,10.21,o,3
58185.62,-126.25,19.25,o,4
58205.56,-124.50,11.91,o,4
58207.49,-123.50,10.45,o,4
58213.56,-122.50,8.52,o,4
58221.56,-108.25,5.51,o,4
58227.54,-25.00,114.58,c,3
58231.50,-124.00,6.16,o,3
58243.50,-123.00,13.00,o,1
58247.50,-124.00,5.30,o,4
58249.50,-120.00,8.47,o,3
58251.60,13.00,10.00,c,1
58253.10,-9.17,4.03,c,6
58253.47,-143.75,8.14,o,4
58257.45,-130.00,7.51,o,3
58259.45,0.00,3.65,c,4
58261.44,-127.00,11.31,o,2
58263.45,-163.00,28.88,o,3
58265.45,-96.50,58.16,o,4
58269.42,-127.00,13.58,o,4
58271.44,-152.75,7.06,o,4
58273.43,-125.00,9.09,o,4
58274.94,-131.88,3.61,o,8
58277.43,-129.67,8.91,o,3
58279.43,-3.75,5.14,c,4
58281.41,-135.25,6.38,o,4
58285.40,-140.25,6.26,o,4
58287.40,-7.75,4.26,c,4
58289.39,-135.25,7.26,o,4
58291.40,-145.00,9.15,o,4
58293.39,-126.75,17.62,o,4
58295.38,-131.00,14.25,o,3
58297.06,-99.33,195.87,o,6
58299.30,-137.00,6.53,o,4
58303.36,-132.00,5.70,o,2
58307.38,2.33,5.03,c,3
58311.38,-12.50,5.00,c,4
58313.32,-129.25,5.80,o,4
58315.35,-1.00,4.39,c,4
58317.29,-156.75,9.63,o,4
58321.27,-137.50,8.27,o,4
58323.27,-140.00,9.35,o,3
58325.28,-133.00,36.00,o,1
58326.89,-148.80,6.39,o,10
58329.25,-123.25,30.30,o,4
58331.34,39.50,42.20,c,2
58333.25,-155.75,31.89,o,4
58335.31,-13.75,4.54,c,4
58337.25,-153.00,8.16,o,4
58339.30,-59.75,59.49,c,4
58341.25,-166.67,9.35,o,3
