# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
59630.87,0.38,7.23,o,8
59632.49,14.00,6.64,o,4
59634.82,5.50,4.69,o,8
59636.51,8.75,5.01,c,4
59638.38,-9.00,6.13,o,4
59640.39,0.75,4.91,c,4
59642.44,2.75,6.41,o,4
59643.20,9.25,9.63,c,4
59644.41,-7.25,7.65,c,4
59646.37,-4.00,112.39,o,2
59648.58,-2.57,16.49,o,7
59650.73,14.00,7.39,o,8
59658.82,7.75,8.15,o,8
59660.41,16.67,6.74,o,3
59663.14,13.67,6.58,o,3
59664.32,2.50,5.64,c,4
59666.63,5.17,5.20,o,6
59668.30,-5.50,22.26,c,4
59670.28,1.00,5.88,o,4
59672.78,-1.00,4.72,c,4
59675.04,1.50,6.80,o,4
59676.52,4.86,5.33,c,7
59679.07,12.50,11.06,o,4
59684.36,15.25,17.73,o,8
59687.13,2.00,10.76,o,4
59688.32,6.25,10.36,o,4
59690.72,1.25,5.15,o,8
59692.32,-3.50,6.16,c,4
59694.74,-3.29,4.94,o,7
59696.31,5.25,6.29,c,4
59698.70,3.00,7.89,o,8
59700.29,-2.50,21.10,c,2
59700.78,2.75,5.65,o,4
59704.28,-2.67,25.19,c,3
59707.02,-32.00,49.00,o,1
59710.74,-14.86,25.51,o,7
59713.07,16.50,15.40,o,4
59714.66,-13.67,13.98,o,6
59716.32,15.50,11.48,o,4
59719.06,47.75,9.90,o,4
59720.30,26.33,6.94,c,3
59722.25,57.00,9.01,o,4
59724.74,83.25,6.88,o,4
59726.97,92.00,7.15,o,4
59728.73,101.33,9.67,o,3
59736.73,72.00,13.27,o,4
59740.31,90.75,14.52,o,4
59743.01,111.50,19.10,o,2
59750.99,79.75,71.22,o,4
59766.97,2.00,52.37,o,3
59862.62,14.80,27.98,o,5
59894.59,-2.00,9.63,o,4
59897.57,-11.50,16.32,o,2
59898.64,20.00,10.86,o,4
59906.59,4.00,5.01,c,4
59908.61,-2.00,5.27,o,4
59910.59,-2.00,14.87,c,2
59915.28,-5.25,6.64,o,4
59917.08,15.00,30.40,o,2
59919.31,-5.00,9.78,o,4
59920.95,-8.40,15.15,o,5
59923.31,5.20,11.64,o,5
59928.48,4.00,10.29,o,4
59931.33,0.75,6.42,o,4
59935.31,-2.25,4.26,c,4
59939.30,0.25,4.02,c,4
59941.06,2.33,5.59,o,3
59943.32,-9.25,4.13,c,4
59944.96,7.67,9.87,o,3
59947.24,3.25,9.42,o,4
59957.06,11.30,6.60,o,10
59959.31,3.75,7.97,o,4
59963.22,-6.25,6.40,o,4
59964.55,1.00,7.90,o,3
59964.92,-1.67,5.85,c,3
59968.44,-2.00,6.93,o,3
59969.01,1.50,4.13,c,4
59971.22,-2.00,5.63,o,3
59975.28,-4.75,5.63,o,4
59976.96,-2.00,11.38,o,3
59985.13,-3.12,8.74,o,8
59987.10,6.12,7.71,o,8
59989.09,-2.75,4.35,o,8
59990.23,-4.50,6.39,o,4
59993.17,11.25,6.40,c,4
59994.15,10.00,5.76,c,4
59996.96,9.75,5.51,o,4
59998.16,11.00,5.39,c,4
60000.82,-0.62,3.77,c,8
60002.20,2.25,4.64,c,4
60003.98,9.33,7.19,o,3
60004.89,0.00,9.67,o,7
60006.14,3.25,13.93,o,4
60012.80,16.00,10.21,o,11
60014.85,2.33,13.32,o,12
60017.05,5.86,4.87,o,7
60018.14,6.67,6.94,o,3
60019.90,-3.75,5.06,c,4
60020.85,5.00,7.78,o,7
60020.88,-4.00,4.29,c,4
60022.29,5.43,4.28,o,7
60024.89,-2.50,4.26,c,4
60024.92,1.83,4.84,o,6
60026.14,-3.75,6.66,o,4
60028.74,4.38,4.61,o,8
60030.13,8.75,6.90,o,4
60033.02,13.57,7.95,o,7
60034.24,-10.86,11.76,o,7
60039.14,13.25,21.73,o,4
60040.92,-0.25,22.13,o,4
60043.00,6.67,9.31,o,6
60045.11,7.50,7.25,o,4
60048.09,12.00,6.00,c,4
60049.85,8.25,4.63,o,4
60051.09,8.25,6.40,c,4
60052.82,18.50,114.61,o,2
60054.08,-8.00,6.76,c,4
60057.08,-10.75,5.51,c,4
60066.85,31.00,11.83,o,7
60069.07,-11.50,16.40,o,4
60070.82,-8.25,11.66,o,4
60072.93,-8.38,7.55,o,8
60082.72,10.50,8.49,c,2
60088.75,9.75,8.60,o,4
60091.72,-23.00,13.25,o,4
60096.87,5.00,16.43,o,6
60099.01,-14.75,53.64,o,4
60101.44,5.71,34.97,o,7
60106.73,-1.00,21.00,o,1
60107.96,18.33,14.61,c,3
60109.98,-3.00,135.00,c,1
60110.72,-3.50,11.22,c,4
60122.96,-21.00,25.46,o,2
