# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
60333.10,7.00,14.72,o,8
60336.24,-8.67,16.55,o,3
60340.23,30.00,13.06,o,4
60342.05,-5.40,8.32,o,5
60345.24,-11.29,25.11,o,7
60348.86,-3.00,10.60,o,3
60350.02,16.00,15.93,o,3
60352.81,-7.00,6.67,o,6
60354.02,-16.00,10.26,o,2
60356.27,0.75,12.36,o,4
60358.03,1.75,6.79,o,4
60360.72,-6.27,6.65,o,11
60365.09,-22.00,10.13,o,8
60369.09,11.50,8.38,o,8
60370.15,-1.00,123.00,o,1
60377.93,4.75,5.65,c,4
60380.20,-5.00,8.65,o,4
60381.92,-7.33,46.23,c,3
60384.17,-0.50,11.38,o,4
60385.93,23.50,6.88,c,4
60388.88,-17.50,7.50,o,10
60393.03,18.25,18.39,o,8
60397.08,2.00,9.01,o,12
60400.16,-7.25,11.79,o,4
60403.14,-4.67,7.55,o,3
60406.13,-5.00,9.30,o,2
60410.11,-3.00,11.40,o,2
60412.84,0.00,4.62,o,3
60416.81,-3.20,6.29,o,10
60420.11,20.50,12.39,o,4
60424.64,14.38,11.07,o,8
60429.00,65.12,9.71,o,8
60432.09,107.25,10.63,o,4
60433.82,110.00,7.75,c,4
60436.08,127.33,10.01,o,3
60440.07,139.25,9.27,o,4
60441.81,166.25,7.04,c,4
60444.93,171.12,8.73,o,8
60448.81,165.86,11.12,o,7
60453.80,211.00,18.16,o,4
60456.94,197.00,8.10,o,11
60460.03,209.12,5.61,c,8
60461.86,180.00,9.27,o,4
60464.04,177.00,66.00,c,1
60468.01,209.50,8.29,c,4
60477.73,172.50,13.50,o,4
60481.76,185.25,61.46,o,4
60485.72,161.25,9.18,o,4
60491.98,166.00,10.62,o,4
60493.81,140.25,8.27,c,4
60495.98,63.00,74.00,o,1
60497.74,134.50,18.86,c,4
60499.97,137.50,10.16,o,4
60503.97,126.33,13.44,o,3
60507.97,119.00,12.41,o,4
60512.02,110.67,34.80,o,3
60515.99,107.25,11.73,o,4
60516.01,104.50,11.85,o,4
60519.99,118.33,35.07,c,3
