# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
59041.57,-5.75,5.89,o,4
59043.57,-13.25,5.14,o,4
59047.53,-3.25,4.51,c,4
59051.50,-0.50,3.88,c,4
59053.52,-5.50,4.02,o,4
59059.58,-3.50,3.52,c,4
59061.48,-0.75,5.13,o,4
59063.47,-33.00,277.00,o,1
59065.52,-2.88,6.45,o,8
59069.50,9.00,6.44,o,7
59071.47,2.38,4.07,o,8
59073.52,-3.50,4.89,o,4
59075.54,-7.25,4.38,o,4
59077.58,0.00,4.13,o,4
59079.47,-3.25,4.53,c,4
59083.43,-3.25,3.88,c,4
59085.43,-10.50,5.18,o,4
59087.52,-5.75,4.63,c,4
59089.48,-0.75,4.41,o,4
59093.44,10.75,9.59,o,4
59097.51,-16.50,24.05,o,4
59101.42,-1.75,4.54,o,4
59103.47,-15.25,4.51,o,4
59105.46,1.00,6.68,o,4
59107.46,3.00,3.88,c,4
59109.36,-7.00,5.22,o,3
59111.51,-1.50,11.01,c,2
59113.44,1.50,7.54,o,4
59115.49,3.00,5.79,c,3
59117.37,3.00,5.43,o,4
59119.43,-12.25,8.52,o,4
59121.41,-1.00,8.91,o,3
59125.42,6.25,9.43,o,4
59127.42,-18.33,29.19,o,3
59129.43,3.50,4.39,o,4
59131.44,-5.50,9.55,o,2
59133.40,-2.25,4.64,o,4
59135.46,-3.75,10.57,c,4
59137.38,-1.50,7.31,o,4
59139.38,38.25,4.26,c,4
59141.36,119.25,4.26,o,4
59143.34,189.75,5.28,c,4
59145.38,203.25,4.51,o,4
59147.37,215.25,5.90,o,4
59153.36,198.75,10.67,o,4
59155.41,215.00,112.00,o,1
59157.34,203.00,15.66,o,4
59159.33,215.50,23.71,o,2
59160.36,162.00,30.00,c,1
59161.36,209.62,4.00,o,8
59163.37,145.00,4.76,c,4
59165.32,200.00,6.68,o,6
59169.31,203.75,6.39,o,4
59179.31,208.00,20.00,o,1
59183.31,204.00,15.78,o,3
59185.32,170.75,7.82,o,4
59187.33,171.00,8.29,o,3
59189.24,164.00,4.26,o,4
59191.24,116.00,4.13,c,4
59193.29,166.50,5.39,o,4
59195.29,100.00,5.39,c,4
59197.27,104.00,4.00,c,4
59199.23,105.25,7.26,c,4
59205.22,161.75,6.25,o,4
59207.22,167.67,10.87,o,3
59209.27,169.50,8.66,o,4
59211.28,183.50,12.58,o,4
59217.26,189.67,6.57,o,3
59219.27,116.75,5.04,c,4
59221.23,119.50,4.39,c,4
59223.21,115.00,51.00,c,4
59227.25,133.00,5.01,c,4
59235.24,98.00,91.58,o,2
59243.23,222.00,15.52,o,4
59343.61,172.50,166.40,c,4
59349.61,295.50,8.51,o,4
59351.59,168.25,7.75,c,4
59353.61,287.25,6.77,o,4
59367.59,302.25,7.39,o,4
59377.57,181.25,4.15,c,4
59381.56,173.67,4.82,c,3
59383.55,307.25,5.88,o,4
59387.59,307.75,5.92,o,4
59389.56,299.33,10.61,o,3
59391.55,315.50,10.04,o,4
59393.57,312.25,7.43,o,4
59397.56,311.25,7.88,o,4
59401.56,300.75,5.13,o,4
59403.57,167.00,5.01,c,3
59405.52,290.75,5.01,o,4
59407.54,148.00,7.63,c,3
59409.41,291.00,6.34,o,4
59413.52,295.50,5.53,o,4
59415.53,147.67,5.01,c,3
59417.52,282.00,16.67,o,3
59425.57,283.50,6.55,o,4
59429.56,285.75,5.13,o,4
59431.52,282.50,6.03,o,4
59433.51,143.25,3.77,c,4
59435.50,274.00,6.02,o,4
59437.56,147.20,5.27,c,5
59441.46,139.25,4.00,c,4
59443.54,263.00,5.13,o,4
59445.55,269.50,5.51,o,4
59447.45,254.00,9.27,o,4
59449.50,264.25,10.08,o,4
59451.57,283.50,12.06,o,4
59453.45,262.75,5.52,o,4
59455.41,264.33,6.37,o,3
59457.42,249.00,5.63,o,3
59461.43,246.00,4.63,o,4
59465.50,237.62,3.55,o,8
59467.38,119.12,3.02,c,8
59469.45,248.00,5.02,o,8
59475.43,239.75,19.59,o,4
59481.48,218.75,10.28,o,4
59485.40,219.50,6.88,o,4
59487.42,219.50,5.89,o,4
59489.54,206.50,17.74,o,4
59491.40,217.75,5.64,o,4
59493.41,207.50,10.89,o,4
59497.46,200.00,8.14,o,4
59501.38,182.00,7.79,o,4
59507.43,180.50,23.44,o,2
59509.38,198.75,13.45,o,4
59511.36,193.00,8.15,o,4
59513.37,175.75,7.79,o,4
59515.36,75.50,4.88,c,4
59517.35,170.50,9.19,o,2
59519.36,73.50,5.39,c,4
59521.36,168.33,7.14,o,3
59523.34,89.50,6.03,c,4
59525.30,157.75,6.64,o,4
59527.30,159.00,5.89,o,5
59529.33,160.00,7.40,o,4
59531.34,132.67,80.58,o,3
59535.32,103.50,220.77,o,4
59539.38,158.25,15.40,o,4
59541.30,138.00,19.09,o,3
59543.27,143.50,4.78,o,4
59545.32,152.00,6.89,o,4
59551.25,135.25,4.76,o,4
59557.22,119.00,8.27,o,4
59561.26,121.38,8.55,o,8
59565.22,116.33,12.31,o,6
59569.36,93.00,22.89,o,3
59573.22,108.75,6.64,o,4
59587.25,101.25,7.13,o,4
59593.25,94.25,12.90,o,4
59601.22,122.25,11.93,o,4
59610.72,106.88,10.69,o,8
59613.23,86.00,21.00,c,1
