# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
58692.61,5.00,6.76,o,4
58694.63,-2.25,10.57,c,4
58700.61,-5.25,7.45,o,4
58702.61,-0.25,4.26,c,4
58704.61,-11.67,10.03,o,3
58706.59,6.50,7.45,c,4
58712.61,48.00,127.91,o,2
58718.60,22.50,11.40,o,2
58730.61,-4.75,4.15,c,4
58736.57,12.00,5.13,o,4
58750.47,22.00,4.02,c,4
58752.55,26.00,3.90,o,4
58755.54,25.00,5.03,c,3
58756.91,36.62,3.82,o,8
58763.03,25.00,3.22,c,8
58764.47,32.00,6.65,o,3
58768.49,21.67,17.26,o,3
58774.96,56.43,9.95,o,7
58778.40,29.33,7.50,c,3
58780.49,43.25,5.92,o,4
58782.51,34.33,6.77,c,3
58784.47,47.25,4.63,o,4
58788.99,52.14,5.83,o,7
58790.39,35.00,6.02,c,2
58792.49,51.75,4.39,o,4
58794.49,50.50,9.18,o,4
58796.34,50.25,10.81,o,4
58802.50,65.00,22.24,o,4
58808.45,31.33,3.73,o,6
58812.63,31.88,4.51,o,8
58814.41,33.00,20.00,c,1
58816.42,42.00,5.76,o,4
58818.42,-4.67,54.24,c,3
58820.35,34.00,7.38,o,2
58822.29,41.50,11.04,o,4
58824.33,27.25,7.76,o,4
58829.20,126.00,166.00,o,1
58830.39,66.50,20.86,o,2
58832.98,30.30,4.12,o,10
58836.37,21.75,4.38,o,4
58841.36,37.00,4.26,o,4
58844.76,27.43,3.53,o,7
58846.34,8.00,4.15,c,4
58850.35,39.00,12.00,o,1
58852.33,29.75,6.79,o,4
58866.87,12.00,3.28,c,8
58868.29,16.75,5.41,o,4
58870.28,7.25,4.42,c,4
58872.33,16.25,5.67,o,4
58874.82,8.88,2.88,c,8
58876.27,22.00,4.39,o,4
58878.25,20.00,5.51,o,4
58880.29,33.50,24.38,o,2
58883.34,27.75,16.98,o,4
58884.27,31.00,8.20,o,4
58888.72,19.71,8.70,o,7
58900.23,14.67,5.63,o,3
58902.23,-6.00,8.12,c,3
58904.28,12.75,6.40,o,4
58906.29,4.00,26.00,o,1
58914.26,-9.00,15.42,o,5
58920.25,20.00,6.79,o,4
58930.23,5.50,16.40,c,2
59053.61,-4.50,6.35,o,4
59058.60,2.00,6.05,c,4
59060.57,4.50,4.38,o,4
59063.02,-12.29,24.82,o,7
59069.09,-21.50,5.83,o,8
59070.52,-1.25,11.05,o,4
59076.59,-0.75,4.89,o,4
59078.51,9.67,6.18,c,3
59080.55,-0.75,4.51,o,4
59082.56,-7.25,4.76,c,4
59084.54,4.75,3.79,o,4
59086.58,6.75,8.45,c,4
59088.57,-4.50,4.26,o,4
59090.56,-4.75,5.04,o,4
59092.58,-7.75,6.01,o,4
59094.49,-10.75,80.42,o,4
59096.55,-7.75,8.55,o,4
59102.53,0.00,6.40,o,3
59104.54,0.50,5.01,o,4
59106.53,-10.50,4.41,c,4
59108.52,-5.00,4.38,o,4
59110.50,-8.75,4.39,c,4
59113.06,-0.12,7.43,o,8
59114.86,-6.00,22.90,c,6
59117.51,-7.00,5.26,o,4
59119.49,-2.00,44.00,o,1
59121.06,1.50,3.96,o,8
59123.52,-1.00,11.14,o,4
59129.61,-9.25,8.95,o,4
59130.58,-7.50,7.09,o,4
59132.48,7.75,5.27,o,4
59134.59,22.67,28.87,o,3
59136.48,4.25,5.52,o,4
59138.47,-3.33,9.07,c,3
59140.39,-9.75,5.27,o,4
59142.36,-15.25,4.76,c,4
59144.38,0.50,7.22,o,4
59147.02,-4.75,2.94,c,8
59148.41,5.33,5.99,o,3
59157.50,12.75,11.24,o,4
59158.36,1.00,8.39,o,4
59160.46,-15.75,17.30,o,4
59163.48,-11.00,4.91,c,4
59164.57,-16.50,6.75,o,4
59169.42,-34.00,72.00,o,1
59170.37,-7.50,4.63,c,4
59178.52,-6.67,9.92,o,3
59178.54,-9.00,12.00,c,1
59185.13,-4.50,8.32,o,6
59186.95,-14.50,5.43,o,8
59189.36,-16.75,4.76,o,4
59190.93,-4.86,3.40,c,7
59192.40,0.00,4.54,o,4
59194.39,-19.25,5.41,c,4
59196.42,11.00,6.45,c,4
59198.39,12.67,13.59,c,3
59200.36,-8.00,7.60,c,4
59204.82,-4.75,3.07,o,8
59206.26,-4.00,6.91,o,4
59212.34,-26.67,9.23,o,6
59216.90,-5.25,5.78,o,8
59218.41,5.75,7.65,o,4
59220.80,-6.38,2.70,c,8
59222.35,-7.25,4.26,c,4
59224.34,-2.25,4.66,c,4
59226.34,3.50,4.67,c,4
59228.34,-10.25,4.51,c,4
59230.29,-6.25,4.15,c,4
59242.34,15.67,16.41,o,3
59244.78,-5.25,4.48,o,8
59246.28,-9.00,5.01,o,4
59248.28,-6.00,4.27,c,4
59252.31,-11.00,4.02,c,4
59256.29,-6.75,4.39,c,4
59258.24,-6.00,4.56,c,4
59260.25,2.75,4.02,c,4
59262.23,-0.50,9.03,o,4
59268.23,1.50,6.77,o,4
59280.26,-12.00,9.20,o,3
