# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
59800.62,4.58,15.07,o,12
59802.35,-107.00,50.03,o,4
59805.35,-8.25,9.98,o,4
59807.16,2.33,9.06,o,3
59808.86,-3.86,5.53,o,7
59812.13,-6.67,6.37,o,3
59813.30,1.00,5.44,c,3
59814.38,2.25,2.91,c,8
59815.12,-1.00,5.51,o,4
59819.06,4.00,4.64,o,4
59824.07,7.33,6.37,o,3
59828.09,4.33,5.85,o,3
59831.04,9.75,9.98,o,4
59832.01,8.00,13.38,o,4
59834.63,-12.25,8.98,o,8
59836.08,-1.50,10.20,o,4
59842.98,2.83,4.12,o,6
59844.07,3.83,5.93,c,6
59845.27,-1.00,5.97,o,3
59846.36,-12.40,7.27,o,5
59849.29,-2.00,7.50,o,2
59850.54,-4.11,9.99,o,9
59851.01,3.50,5.70,c,2
59853.27,-10.50,4.41,o,4
59855.10,11.00,4.21,c,4
59855.11,-1.38,5.54,o,8
59858.92,-3.30,22.33,o,10
59860.00,4.00,21.00,o,1
59862.30,-32.33,16.02,o,3
59865.25,8.75,7.51,o,4
59866.23,-2.50,6.53,o,4
59869.36,-8.40,7.04,o,5
59871.97,-3.33,5.83,o,3
59873.34,8.20,3.97,c,5
59874.21,3.50,3.76,c,4
59874.96,-9.67,10.33,o,3
59876.05,-8.00,5.52,o,4
59877.20,8.75,3.88,c,4
59878.31,11.00,5.22,c,3
59879.51,-8.12,3.73,o,8
59881.28,6.25,3.77,c,4
59882.19,3.00,3.88,c,4
59883.49,-6.88,5.16,o,8
59885.19,-3.75,6.41,o,4
59886.19,-7.75,6.27,o,4
59889.19,1.25,11.36,o,4
59890.69,0.11,11.20,o,9
59892.30,-56.50,68.25,o,4
59895.12,129.62,77.71,o,8
59897.24,68.00,5.88,o,4
59898.15,69.25,6.14,o,4
59899.46,86.12,3.14,c,8
59901.15,79.75,6.03,o,4
59902.25,93.50,5.15,o,4
59903.42,99.88,3.09,c,8
59905.23,104.50,7.11,o,2
59906.13,101.50,5.88,o,4
59907.42,118.00,3.01,c,8
59909.21,120.50,6.68,o,4
59910.54,108.60,6.31,o,5
59910.94,122.00,4.89,c,4
59913.19,118.40,6.55,o,5
59914.90,121.92,12.56,o,13
59917.22,135.00,7.57,o,7
59918.78,127.58,7.71,o,12
59921.19,139.00,13.62,o,6
59922.46,136.30,8.11,o,10
59924.74,132.70,7.92,o,10
59927.12,139.78,4.89,o,9
59929.17,119.75,4.50,c,4
59930.15,120.50,5.02,c,4
59931.93,124.25,5.01,o,4
59933.15,100.00,7.64,c,4
59934.15,115.50,4.63,c,4
59935.23,138.67,33.91,o,6
59938.14,110.00,4.38,c,4
59939.38,123.50,3.80,o,8
59941.12,120.75,5.39,o,4
59942.97,123.83,3.90,o,12
59945.13,103.25,9.92,o,4
59946.96,108.92,5.97,o,12
59950.95,124.50,6.28,o,12
59953.11,118.67,8.88,o,3
59954.93,111.70,3.75,o,10
59957.10,109.00,17.00,o,1
59958.12,110.25,5.27,o,4
59959.34,91.25,3.32,c,8
59961.11,115.50,5.90,o,4
59962.09,103.50,5.44,o,4
59963.85,84.75,4.53,c,4
59965.08,108.00,6.34,o,4
59967.82,76.00,4.38,c,4
59969.09,113.75,6.26,o,4
59970.90,88.58,3.50,o,12
59973.05,83.25,9.74,o,4
59974.91,106.33,5.11,o,12
59977.07,100.00,10.76,o,4
59978.81,75.43,9.78,o,7
59981.09,81.33,16.28,o,3
59982.90,87.67,5.54,o,12
59985.78,63.50,9.77,o,4
59987.04,41.67,7.13,c,3
59989.80,75.33,6.18,o,3
59991.06,48.25,5.39,c,4
59993.78,81.50,8.44,o,4
59995.03,52.00,6.47,c,4
59997.81,68.00,5.26,o,4
60003.02,68.00,16.41,o,4
60005.78,58.75,8.02,o,4
60007.04,62.50,9.44,o,4
60011.01,43.00,19.98,o,4
60013.76,59.50,8.27,o,4
60015.02,58.33,8.76,o,6
60021.76,34.75,19.04,c,4
60023.01,0.25,12.58,o,4
60029.75,27.25,9.05,o,4
60031.04,43.00,10.01,o,4
60035.74,50.75,16.93,o,4
60039.15,44.50,21.38,o,6
60040.00,63.00,44.00,o,1
60042.99,-16.62,18.67,o,8
60044.73,14.50,11.68,o,4
60045.98,20.25,12.55,c,4
60047.75,32.25,9.84,o,4
60048.98,24.00,13.17,c,4
60051.98,18.00,13.31,c,4
60057.98,29.33,17.55,c,3
60059.72,14.25,19.12,o,4
60065.73,18.75,14.90,o,4
60066.97,-53.67,72.76,o,3
60071.72,44.00,24.76,o,2
60112.42,6.50,5.88,c,4
60126.71,22.00,8.11,o,7
60130.41,31.75,13.97,o,4
60132.79,7.50,9.75,o,8
60136.42,-0.25,11.87,o,4
60138.70,2.44,5.02,o,9
60141.15,12.50,7.78,c,2
60145.43,39.00,12.00,o,1
60147.18,41.50,38.55,c,2
60148.41,20.00,7.39,o,4
60150.17,0.25,5.53,c,4
60151.42,14.75,7.27,o,4
60154.33,0.67,11.16,o,3
60157.32,1.00,14.44,o,3
60159.14,25.25,11.88,o,4
60162.15,15.00,8.68,o,5
60168.15,5.33,7.90,o,3
60170.38,4.75,4.94,c,4
60180.11,14.60,5.78,o,5
60183.08,17.67,7.35,o,3
60184.33,-5.50,8.91,o,4
60187.26,-0.75,14.01,o,4
60189.07,2.00,74.19,o,4
60201.01,13.00,5.64,c,4
60208.29,7.25,5.38,o,4
60210.04,15.25,4.15,c,4
60211.29,7.75,6.03,o,4
60214.56,11.40,13.68,o,5
60216.68,20.07,9.25,o,15
60219.02,0.75,8.66,o,4
60222.02,8.50,11.16,o,4
60226.99,7.14,4.01,o,7
60228.96,3.60,5.38,o,5
60232.98,-0.86,4.64,o,7
60234.00,2.00,12.00,o,1
60236.95,0.25,5.53,o,4
60240.65,-13.50,32.53,o,8
60242.92,6.38,7.91,o,8
60247.19,25.33,15.99,o,3
60248.95,6.50,8.81,o,4
60252.09,3.00,13.04,o,2
60256.25,5.25,6.03,o,4
60257.99,4.00,4.82,c,3
60258.03,-8.00,8.00,c,1
60259.27,9.00,6.26,o,4
60260.94,5.25,3.76,c,4
60262.24,5.50,5.30,o,4
60265.25,-2.00,5.38,o,4
60269.22,9.00,5.90,o,7
60272.96,-13.00,10.72,o,4
60275.93,8.00,11.89,o,4
60277.17,20.00,22.00,o,1
60278.94,13.67,7.32,o,3
60280.81,-0.40,4.31,o,5
60283.11,-1.67,3.28,o,3
60284.92,-0.67,5.97,o,3
60286.10,-5.33,3.67,o,3
60289.19,3.67,3.28,o,3
60291.25,0.07,2.61,o,14
60293.17,3.25,4.87,o,8
60294.80,3.33,3.78,o,12
60297.13,-9.00,7.52,o,4
60298.99,0.00,4.00,o,12
60301.14,7.75,11.42,o,4
60302.90,1.82,8.76,o,11
60305.15,18.00,14.30,o,4
60306.92,-19.00,57.85,o,2
60309.13,-23.25,8.16,o,4
60310.13,-7.75,6.30,o,4
60311.91,-1.25,6.13,c,4
60313.16,11.33,5.42,o,3
60314.14,-1.75,6.42,o,4
60314.91,-1.50,3.88,c,4
60316.59,2.10,5.92,o,10
60318.26,-15.00,8.28,o,4
60321.10,5.25,6.13,o,4
60322.10,0.50,4.77,o,4
60323.27,-4.29,2.94,c,7
60325.09,1.00,5.51,o,4
60326.94,0.42,3.61,o,12
60329.17,15.25,8.65,o,4
60330.99,2.33,8.41,o,6
60333.11,3.67,10.82,o,3
