# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
59148.63,-210.00,186.95,o,3
59158.64,-1.75,18.93,o,4
59170.64,33.00,6.77,c,3
59184.91,207.36,6.11,o,11
59186.64,149.00,42.75,o,4
59190.59,146.00,9.15,o,4
59192.63,126.25,6.27,o,4
59194.64,85.75,5.79,c,4
59198.59,65.50,10.74,c,4
59204.61,54.25,4.16,c,4
59206.57,49.25,4.51,c,4
59208.59,55.50,4.26,c,4
59216.55,43.00,13.55,o,4
59220.57,52.00,5.77,o,4
59222.60,39.75,5.89,o,4
59224.58,24.25,3.88,c,4
59226.57,27.75,3.90,c,4
59228.52,23.00,4.51,c,4
59230.52,22.75,4.13,c,4
59232.54,22.25,4.38,c,4
59248.58,35.50,6.25,o,4
59252.54,9.50,3.90,c,4
59256.49,20.75,4.64,c,4
59258.48,21.00,4.64,c,4
59260.49,16.50,4.13,c,4
59262.48,14.75,4.00,c,4
59264.50,-14.00,33.26,c,2
59268.46,23.50,6.51,o,4
59276.49,31.00,6.50,o,4
59280.48,25.00,4.38,o,4
59288.41,25.25,3.94,o,4
59292.39,27.00,4.29,o,4
59294.39,17.33,8.33,o,3
59296.58,21.00,6.38,o,4
59304.53,14.50,20.16,o,4
59306.47,14.25,6.93,o,4
59308.43,7.25,3.54,c,4
59312.42,9.00,4.26,c,4
59320.37,-90.50,34.34,c,2
59322.36,27.00,5.92,o,4
59324.36,17.00,5.52,o,4
59326.37,1.00,13.67,o,3
59331.47,14.50,20.12,o,4
59332.40,1.75,9.44,o,4
59334.36,-2.25,5.41,o,4
59336.36,6.25,6.04,o,4
59338.41,47.25,25.36,c,4
59342.35,5.60,4.46,c,5
59344.35,7.25,4.02,o,4
59346.34,13.50,4.63,c,4
59348.32,6.25,4.63,o,4
59350.32,-0.33,6.81,c,3
59352.33,18.25,4.78,o,4
59354.33,17.50,12.40,o,4
59358.30,11.00,12.93,o,4
59360.36,38.50,17.79,o,4
59362.34,23.50,9.18,o,4
59364.29,12.25,4.64,o,4
59366.34,21.25,5.63,o,4
59368.32,-5.25,3.76,c,4
59370.28,8.00,5.51,o,4
59372.28,17.75,3.90,c,4
59374.27,9.50,5.78,o,4
59376.31,2.75,4.26,c,4
59380.26,24.00,4.93,c,4
59384.31,25.67,21.06,o,6
59386.29,86.00,439.00,o,1
59388.26,36.88,9.04,o,8
59390.26,35.67,63.17,o,3
59392.29,27.75,5.39,o,4
59394.27,23.50,7.81,c,2
59396.29,33.25,5.20,o,4
59402.27,24.67,9.55,c,3
59524.63,16.25,16.54,o,4
59526.64,2.75,11.21,c,4
59534.62,3.75,6.88,o,4
59540.61,20.00,19.91,o,2
59542.62,15.50,10.50,o,4
59544.62,13.67,14.70,o,3
59560.61,-1.75,7.89,o,4
59580.54,1.50,6.39,o,4
59582.09,0.25,9.48,o,4
59584.53,-7.71,4.70,o,7
59586.53,-1.50,4.26,c,4
59588.54,0.50,4.23,o,8
59590.60,-8.60,7.00,c,5
59592.57,-5.25,7.16,o,4
59596.50,-1.00,13.26,o,4
59598.42,3.60,11.27,o,10
59605.07,-1.82,6.87,o,11
59607.03,5.12,3.88,o,8
59608.58,-14.00,7.15,o,4
59609.04,6.50,4.50,c,4
59610.52,-11.50,5.39,o,4
59612.55,-1.00,4.42,c,4
59614.50,7.00,6.94,o,3
59616.77,-3.12,3.29,c,8
59618.49,9.75,5.64,o,4
59620.50,1.75,5.32,o,4
59622.48,-2.75,8.27,o,4
59624.54,-3.50,8.85,o,4
59631.30,4.25,10.67,o,4
59632.56,-4.50,7.27,o,4
59634.94,-6.57,4.71,o,7
59636.51,-5.33,6.16,c,3
59638.45,0.75,6.89,o,4
59640.52,-6.00,5.38,c,4
59642.48,-2.50,6.75,o,4
59643.20,-5.33,6.97,c,3
59644.48,1.50,12.73,c,2
59646.56,23.33,13.07,o,3
59648.42,1.50,6.01,o,4
59650.83,-1.38,5.57,o,8
59658.89,-25.50,14.50,o,8
59660.47,12.25,8.28,o,4
59662.76,2.88,5.24,o,8
59664.56,-12.25,8.67,o,4
59666.80,-1.75,4.26,o,8
59668.37,-0.67,7.81,c,3
59670.35,-4.50,5.76,o,4
59672.85,-5.00,4.62,c,3
59675.10,-21.00,7.14,o,3
59676.57,-4.20,4.93,c,5
59679.13,-10.00,8.39,o,4
59680.41,-1.00,17.37,c,3
