# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
59659.10,-5.33,8.69,o,6
59660.70,-1.00,8.11,o,5
59662.88,-2.43,5.71,o,7
59664.55,11.25,6.39,o,4
59665.52,-4.75,4.51,c,4
59666.53,0.67,5.22,c,3
59667.53,-4.00,23.51,o,2
59669.52,7.33,4.82,c,3
59670.60,3.50,4.89,c,4
59671.52,0.00,5.51,o,4
59672.53,-4.00,6.63,o,4
59673.50,5.00,55.95,c,2
59677.48,2.50,4.88,c,4
59678.44,-4.00,7.15,c,4
59679.59,2.00,10.87,o,4
59681.46,9.00,13.89,c,4
59681.62,-8.75,11.90,o,4
59682.99,3.62,7.08,o,8
59684.46,35.25,13.03,o,4
59689.45,-2.25,9.65,o,4
59690.51,-5.50,12.68,o,4
59692.72,15.50,8.05,o,4
59694.46,-3.50,5.02,c,4
59695.47,15.25,7.27,o,4
59696.54,5.00,7.15,o,4
59697.37,2.00,8.60,c,2
59698.71,1.40,6.66,c,5
59699.51,13.33,55.68,o,3
59705.37,2.67,6.27,o,3
59708.41,6.00,10.26,o,2
59710.90,-3.88,6.57,o,8
59712.83,17.50,13.68,o,8
59714.76,2.20,11.95,o,10
59717.12,-7.89,12.99,o,9
59719.47,12.50,9.01,o,4
59721.03,3.75,6.04,o,8
59721.37,19.67,6.60,c,6
59722.45,-0.50,4.63,c,4
59723.44,-2.25,6.26,o,4
59724.45,11.25,5.78,o,4
59725.45,-4.25,4.88,c,4
59726.44,9.50,4.64,c,4
59727.40,16.33,18.09,o,3
59728.43,28.00,27.00,o,1
59729.42,-5.00,5.31,c,4
59730.43,1.67,5.02,c,6
59731.43,6.33,6.74,o,3
59732.47,0.67,7.52,o,3
59733.41,-1.67,4.45,c,6
59734.41,8.17,6.57,c,6
59735.35,10.00,7.31,o,4
59737.02,2.91,3.49,o,11
59739.40,5.33,8.86,o,3
59740.84,6.14,7.12,o,7
59743.37,2.25,14.39,o,4
59744.40,14.50,14.42,o,4
59746.90,-3.62,7.20,o,8
59748.35,1.00,5.89,o,4
