# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
59890.91,-4.60,59.14,o,5
59893.09,1.25,19.92,o,4
59894.58,-1.50,8.76,o,4
59898.60,0.25,9.02,o,4
59906.59,40.75,5.39,c,4
59908.60,73.25,6.00,o,4
59915.28,72.00,8.14,o,3
59919.31,96.40,10.99,o,5
59921.02,56.75,17.00,o,4
59923.30,81.33,16.01,o,3
59928.51,58.20,11.38,o,5
59931.31,70.75,6.38,o,4
59935.26,48.33,5.77,c,3
59939.16,33.25,6.34,c,4
59941.04,49.00,4.89,o,4
59943.28,35.50,4.44,c,4
59944.94,46.67,10.40,o,3
59947.22,51.00,9.63,o,4
59956.92,48.00,11.86,o,3
59959.31,45.25,6.47,o,4
59963.30,40.75,6.63,o,4
59964.53,24.25,6.85,o,4
59965.06,11.25,4.13,c,4
59968.46,27.00,5.64,o,4
59968.97,-6.50,4.15,c,4
59971.23,32.33,6.20,o,3
59975.23,18.25,6.23,o,4
59976.97,10.00,11.36,o,3
59985.13,0.62,8.74,o,8
59987.10,22.50,15.69,o,2
59988.62,27.50,5.13,o,8
59990.23,36.25,7.01,o,4
59994.24,16.00,5.28,c,4
59996.93,21.50,5.89,o,4
59998.15,13.25,5.41,c,4
60000.85,2.62,3.61,c,8
60002.19,0.67,5.01,c,3
60003.94,39.00,9.55,o,2
60005.05,7.40,12.40,o,5
60006.17,27.50,13.01,o,4
60011.99,-13.75,17.93,o,4
60012.97,29.00,11.16,o,4
60014.22,45.00,16.21,o,3
60017.06,19.62,4.88,o,8
60018.13,14.50,5.41,o,4
60020.37,14.25,9.28,o,4
60020.87,10.00,4.13,c,4
60022.08,13.75,5.63,o,4
60024.79,38.83,5.74,o,6
60024.87,12.00,4.27,c,4
60026.13,21.50,7.63,o,4
60028.73,23.25,4.90,o,8
60030.11,12.50,7.25,o,4
60032.96,21.25,7.64,o,8
60034.10,18.50,15.29,o,4
60039.13,50.00,24.47,o,3
60040.92,44.50,23.11,o,4
60042.87,22.14,9.16,o,7
60045.11,10.50,8.53,o,4
60048.09,16.75,6.79,c,4
60049.84,13.50,5.64,o,4
60051.09,9.33,7.33,c,3
60052.81,0.00,8.90,o,2
60054.08,13.00,6.26,c,4
60057.06,0.50,6.39,c,4
60063.05,15.00,24.76,o,2
60066.96,14.12,10.55,o,8
60069.06,10.33,16.94,o,3
60070.82,0.75,12.56,o,4
60073.21,31.83,7.31,o,6
60075.05,-26.00,435.00,o,1
60082.71,19.33,7.33,c,3
60088.74,8.50,8.88,o,4
60091.72,10.67,13.51,o,3
60095.99,35.00,23.69,o,2
60096.88,21.00,17.94,o,4
60101.48,39.40,19.76,o,5
60106.73,-18.00,24.00,o,1
60107.96,10.50,10.01,c,4
60122.96,-84.50,95.77,o,4
60248.32,-17.00,286.00,o,1
60287.60,-4.67,7.32,o,3
60288.64,5.00,5.77,c,4
60292.58,3.25,5.28,c,4
60294.92,11.38,4.43,o,8
60296.49,37.33,47.54,c,3
60296.99,3.25,7.76,o,4
60299.25,12.50,6.27,o,4
60301.01,13.00,7.03,o,4
60303.26,-13.25,31.14,o,4
60304.48,36.75,12.13,o,4
60306.47,29.00,13.02,o,4
60310.94,23.00,8.15,o,8
60312.58,0.33,7.70,o,3
60314.96,18.75,4.42,o,8
60316.51,10.75,5.02,o,4
60319.25,16.25,6.14,o,4
60322.73,12.17,5.07,o,6
60324.50,23.00,5.65,o,4
60325.11,19.50,8.08,c,4
60327.31,25.25,5.26,o,4
60328.53,12.75,5.63,o,4
60329.06,7.75,4.13,c,4
60330.82,16.00,6.56,o,8
60332.68,16.71,8.51,o,7
60339.27,5.50,12.27,o,4
60340.76,1.50,6.27,o,8
60342.85,-6.57,10.20,o,7
60344.49,0.25,5.15,c,4
60346.88,0.25,6.47,o,8
60348.49,-6.50,6.77,c,4
60348.98,9.33,6.55,o,3
60350.85,11.38,4.31,o,8
60352.50,4.50,5.77,c,4
60352.93,13.75,5.51,o,4
60355.23,9.33,9.81,o,3
60357.06,11.38,4.19,o,13
60357.53,8.40,5.65,c,5
60359.24,5.00,8.51,o,2
60360.74,7.83,8.86,o,6
60367.24,7.50,14.82,o,4
60368.73,19.38,10.50,o,8
60372.74,25.50,16.70,o,10
60379.16,13.00,5.78,o,4
60380.88,-3.25,4.00,c,4
60383.15,36.67,14.30,o,3
60384.88,9.25,4.13,c,4
60386.76,16.38,5.42,o,8
60388.59,10.43,23.35,o,7
60395.15,6.75,18.21,o,4
60396.42,25.67,14.84,o,3
60398.73,3.50,6.10,o,8
60400.35,3.00,4.89,c,4
60400.76,9.00,9.90,o,2
60402.43,5.00,4.43,o,3
60405.37,2.00,5.32,o,2
60408.34,0.67,6.08,o,3
