# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
58728.59,-6.00,4.88,c,4
58734.63,11.50,6.77,o,4
58744.60,7.75,8.17,o,4
58752.62,3.67,6.16,o,3
58754.59,4.25,4.51,o,4
58758.60,7.50,4.39,o,4
58762.60,0.00,5.90,o,5
58764.57,-1.50,4.76,c,4
58768.60,20.00,33.96,o,2
58770.54,16.25,9.65,o,4
58772.58,2.50,8.82,o,4
58774.58,4.20,9.56,o,5
58778.60,19.00,5.39,o,4
58780.56,8.25,6.29,o,4
58782.58,8.00,57.00,o,1
58788.59,6.25,5.63,c,4
58790.51,5.50,5.46,o,4
58792.58,-0.25,4.51,c,4
58794.59,14.00,4.54,o,4
58796.54,14.67,9.63,o,3
58798.53,5.00,8.39,o,4
58800.50,18.25,21.52,o,4
58804.58,1.50,8.88,o,4
58814.49,31.50,13.07,o,4
58816.46,80.50,7.07,c,2
58818.53,135.00,19.00,o,3
58820.54,175.75,4.81,o,4
58822.50,183.00,5.26,o,4
58824.52,192.25,5.78,o,4
58826.49,209.25,9.06,o,4
58828.49,180.38,10.33,o,8
58832.50,155.33,44.81,o,3
58836.49,156.25,5.47,o,4
58838.44,140.75,9.59,o,4
58844.63,80.50,4.77,c,4
58846.44,103.75,5.00,o,4
58850.43,90.75,5.52,o,4
58866.46,44.75,5.51,o,4
58868.45,25.50,4.77,c,4
58870.39,49.75,5.38,o,4
58872.40,12.75,4.53,c,4
58874.42,48.00,5.59,o,3
58876.42,13.00,5.82,c,4
58878.37,47.50,5.92,o,4
58882.41,27.00,7.65,o,4
58884.41,30.25,9.42,o,4
58894.36,-0.75,5.52,o,4
58900.49,-1.00,13.00,c,1
58902.34,-2.50,7.43,o,2
58906.44,-4.50,6.44,o,4
58910.28,-8.50,5.39,o,4
58914.44,-12.00,19.47,o,2
58920.32,-7.50,6.91,o,4
58922.42,17.50,61.50,o,2
58932.30,0.25,4.16,c,4
58934.28,0.00,13.45,o,2
58936.28,-5.00,6.94,o,3
58946.30,-12.00,14.35,o,3
58948.27,-18.00,457.00,o,1
58950.24,-1.25,6.52,o,4
58962.27,-4.50,6.13,o,4
58972.25,-9.50,11.70,o,4
59070.61,-17.67,14.64,o,3
59086.61,-23.50,8.74,o,4
59096.62,-24.25,9.19,o,4
59104.63,-2.50,11.16,o,4
59110.61,-4.75,14.30,o,4
59114.62,-4.25,5.28,o,4
59122.61,-11.50,6.09,o,8
59126.55,-11.12,5.96,o,8
59128.61,2.00,8.51,o,4
59130.57,-7.50,6.27,o,4
59132.61,-8.00,9.43,o,3
59134.62,-4.00,8.85,o,2
59136.60,-14.00,5.63,c,4
59138.59,-6.67,5.47,o,3
59140.60,-5.75,6.03,c,4
59142.52,-8.00,6.02,o,2
59144.53,-12.25,4.02,c,4
59146.58,-12.00,3.90,o,4
59148.59,-4.50,8.93,c,4
59150.57,-8.25,5.02,o,4
59154.54,5.33,11.38,o,3
59156.51,-11.67,13.92,o,3
59162.53,-4.00,5.39,o,4
59168.64,2.75,5.27,c,4
59170.55,3.00,61.14,o,2
59176.60,11.75,10.16,c,4
59178.55,-8.75,4.18,o,4
59180.48,-28.33,10.12,o,3
59182.41,-0.67,12.71,o,3
59190.45,-9.25,5.27,o,4
59192.45,-3.00,4.51,c,4
59194.51,-7.25,4.51,c,4
59200.44,-10.75,5.51,c,4
59204.65,1.00,6.68,c,4
59206.42,-17.00,5.92,o,4
59208.43,-20.75,8.91,o,4
59216.41,-9.50,9.79,o,4
59218.46,-2.33,8.70,o,3
59220.47,-2.50,5.74,o,4
59222.37,-3.25,3.88,c,4
59226.42,-1.00,4.51,c,4
59228.47,-4.00,3.66,c,8
59230.35,-2.75,4.39,c,4
59238.35,-1.50,8.26,o,4
59242.45,-16.50,13.65,o,4
59244.43,11.25,11.02,o,4
59246.37,-19.00,5.27,o,4
59250.36,-12.00,4.51,c,4
59252.40,-4.75,5.13,c,4
59254.34,-4.60,5.67,c,5
59256.36,-7.67,5.79,c,3
59258.38,-4.50,4.41,c,4
59262.35,-6.00,4.77,o,4
59266.50,-8.50,12.75,o,2
59266.51,2.00,13.00,c,1
59270.33,-12.25,9.55,o,4
59278.30,-16.75,11.64,c,4
59284.32,-6.25,4.77,c,4
59288.29,-3.50,4.76,c,4
59292.28,-14.50,5.90,o,4
59298.32,-7.50,25.54,o,2
59300.32,-0.25,14.06,o,4
59304.26,-7.25,6.64,o,4
59310.26,-6.75,4.15,c,4
59314.24,10.00,5.60,c,3
