# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
59636.64,-2.50,8.72,o,4
59638.50,-12.25,6.40,o,4
59640.52,4.00,5.04,c,4
59642.51,-9.67,7.14,o,3
59643.30,3.50,4.07,c,8
59644.57,7.25,17.45,c,4
59646.58,-2.75,54.78,o,4
59648.54,9.00,6.26,c,4
59650.55,5.75,6.29,o,4
59651.29,-6.50,4.53,c,4
59654.62,5.75,52.22,o,4
59660.56,-12.00,15.65,o,4
59662.90,-2.88,5.28,o,8
59664.60,8.33,9.63,o,3
59666.87,-3.38,4.97,o,8
59668.47,12.00,11.00,c,1
59670.42,-9.75,7.25,o,4
59672.92,-7.00,3.14,c,8
59675.18,7.75,7.01,o,4
59676.46,-6.75,5.28,c,4
59679.55,-4.88,5.92,o,8
59680.40,-9.00,10.97,c,4
59682.78,-0.50,9.88,o,10
59687.96,-5.67,12.51,o,3
59688.80,-18.50,10.33,o,8
59690.62,0.50,4.23,o,12
59692.42,-13.00,7.26,c,3
59694.59,0.50,3.64,o,12
59696.41,-4.00,5.78,c,4
59698.83,-1.86,7.77,o,7
59700.37,3.00,8.20,c,2
59700.90,-6.00,4.76,o,4
59703.18,9.67,8.52,o,3
59704.38,3.50,21.95,c,2
59705.18,-4.25,6.47,o,4
59706.14,1.50,6.03,o,4
59709.14,16.50,14.87,o,4
59710.29,28.10,18.84,o,10
59716.41,-21.75,14.31,o,4
59719.17,-2.25,7.04,o,4
59720.39,-1.25,5.26,c,4
59722.34,-1.50,7.13,o,4
59724.33,0.38,4.26,c,8
59724.87,6.25,4.64,o,4
59726.64,2.40,7.42,o,5
59728.88,-0.25,5.51,o,4
59730.32,-0.25,9.69,o,4
59732.33,-5.12,3.64,c,8
59735.06,2.67,5.19,o,6
59736.48,-1.25,4.08,o,12
59738.28,-18.50,11.90,o,4
59742.65,-5.25,12.35,o,8
59744.73,-19.62,22.84,o,8
59746.31,7.12,8.46,o,8
59749.04,-3.00,6.16,o,3
59750.44,11.12,12.48,o,8
59754.42,-1.40,12.31,o,5
59756.27,-2.67,7.95,c,3
59758.29,5.00,13.00,o,1
59760.27,-16.33,7.90,c,3
59764.75,4.75,6.52,o,4
59769.05,18.25,16.79,o,4
59770.26,11.25,13.33,o,4
59772.71,-3.33,7.81,o,12
59775.00,1.62,8.06,o,8
59776.50,-0.12,4.98,o,8
59778.30,0.33,10.03,o,3
59783.00,8.75,7.40,o,4
59786.97,0.33,18.69,o,3
59788.72,-8.86,4.06,c,7
59792.71,-4.00,6.14,c,7
59796.76,9.75,9.56,o,8
59799.00,0.00,17.55,o,3
59802.25,-3.25,41.10,o,4
59804.42,-1.33,16.32,o,6
59807.00,-7.75,11.19,o,4
