# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
58571.53,1.50,5.13,o,4
58573.52,10.25,12.84,o,4
58575.53,15.00,4.76,c,4
58578.57,-8.00,5.13,o,4
58579.53,-3.50,4.39,c,4
58581.51,0.75,5.88,o,4
58583.50,3.50,7.50,c,2
58585.34,-3.60,8.77,o,5
58587.48,-12.00,6.91,o,4
58591.01,-5.50,11.67,o,8
58593.54,9.25,25.06,o,4
58595.49,3.00,9.31,o,4
58597.48,-3.75,6.41,o,4
58598.65,-6.89,3.35,o,19
58603.49,-3.38,3.37,c,8
58606.53,-17.00,7.82,o,4
58607.49,3.25,6.35,c,4
58609.46,-11.75,5.14,o,8
58611.56,-2.25,4.88,c,4
58613.37,7.33,8.28,o,3
58614.99,-4.71,4.45,o,7
58617.47,14.25,9.76,o,4
58619.36,-25.50,20.55,o,2
58620.42,12.00,18.00,o,1
58623.38,-12.50,99.45,o,2
58627.56,-24.50,11.01,o,2
58629.39,-5.75,6.66,o,4
58631.35,-5.00,5.20,o,3
58633.39,-12.00,5.66,o,4
58635.38,-3.75,4.26,c,4
58639.34,2.00,5.24,c,4
58641.38,4.50,5.51,o,4
58642.85,-13.88,3.60,o,8
58645.30,-7.50,7.45,o,4
58646.92,2.43,6.28,o,7
58650.38,-6.00,16.96,o,3
58654.87,-17.25,89.91,o,8
58660.32,-22.50,33.90,o,4
58664.33,-2.25,3.76,c,4
58665.38,-1.75,5.78,o,4
58671.37,94.00,6.13,o,4
58677.18,491.00,8.98,o,6
58680.86,682.62,14.13,o,8
58685.30,761.25,7.38,o,4
58689.41,846.00,9.77,o,4
58690.30,864.00,15.00,o,1
58691.39,789.25,6.76,c,4
58693.26,889.00,8.63,o,4
58694.30,879.00,16.00,o,1
58699.37,791.00,8.28,c,3
58703.28,791.25,8.13,c,4
58705.34,903.75,14.31,o,4
58707.37,785.25,19.10,c,4
58709.25,916.75,51.13,o,4
58711.24,876.00,156.00,o,1
58714.28,879.50,8.00,o,4
58716.27,885.75,7.77,o,4
58721.30,870.33,9.29,o,3
58748.23,795.00,13.93,o,4
58829.64,404.25,14.04,o,4
58846.57,337.75,6.39,o,4
58864.57,298.00,29.00,o,1
58869.66,287.25,5.89,o,4
58871.65,183.83,7.71,c,6
58873.64,287.57,4.60,o,7
58876.63,173.00,7.10,c,5
58877.66,287.44,5.16,o,9
58879.59,169.00,49.00,c,1
58881.58,279.75,6.01,o,4
58883.61,170.00,4.13,c,4
58885.60,290.75,22.11,o,4
58901.56,259.00,5.41,o,6
58903.41,144.50,5.91,c,4
58905.63,254.50,5.26,o,4
58906.55,253.00,10.00,o,1
58911.57,136.50,4.51,c,4
58913.59,240.50,4.51,o,4
58914.56,229.60,5.84,o,5
58917.54,242.50,10.81,o,4
58918.58,228.40,9.33,o,5
58925.62,236.75,10.17,o,4
58931.58,124.25,4.39,c,4
58933.53,214.75,5.77,o,4
58937.57,208.50,5.26,o,4
58941.48,171.00,28.00,o,1
58943.52,208.75,14.48,o,4
58945.51,199.50,15.51,o,4
58948.46,177.75,11.45,o,4
58954.50,172.20,27.57,o,5
58956.48,100.25,4.39,c,4
58960.51,99.50,4.26,c,4
58961.49,179.17,5.07,o,6
58965.41,173.83,5.26,o,6
58967.48,82.25,4.63,c,4
58969.54,169.25,5.53,o,4
58970.93,162.67,5.13,o,6
58973.37,151.75,7.17,o,4
58974.90,179.25,8.01,o,8
58977.52,149.33,13.14,o,3
58979.48,158.50,7.25,o,8
58981.42,154.25,6.81,o,4
58983.49,149.29,5.25,o,7
58984.41,64.75,3.22,c,8
58985.42,140.25,4.76,o,4
58987.44,70.00,4.26,c,4
58989.43,140.50,4.51,o,4
58993.46,130.25,11.62,o,4
58995.44,65.50,5.15,c,4
58997.38,125.50,34.66,o,2
58999.36,118.50,5.76,o,4
59001.22,124.40,6.55,o,5
59003.40,111.50,9.72,o,6
59005.36,133.25,9.31,o,4
59007.35,113.83,9.13,o,6
59009.39,116.33,13.52,o,3
59010.36,112.00,6.37,o,4
59011.38,56.75,4.51,c,4
59013.41,89.00,4.76,o,4
59014.36,96.00,6.44,o,4
59017.38,105.25,4.93,o,4
59020.35,64.00,7.50,c,3
59021.33,95.00,4.51,o,4
59025.30,97.33,6.16,o,3
59027.33,88.67,7.14,o,3
59029.34,68.75,6.67,o,4
59031.32,88.50,8.52,o,4
59033.38,64.50,7.52,o,4
59035.39,91.25,10.65,o,4
59037.32,77.75,6.03,o,4
59039.32,80.50,4.83,o,4
59042.87,76.12,4.99,o,8
59046.29,47.00,42.00,o,1
59047.34,15.50,6.35,c,4
59050.29,67.50,4.13,o,4
59051.34,27.25,4.50,c,4
59054.79,67.88,3.49,o,8
59060.71,54.29,5.20,o,7
59064.87,58.86,7.53,o,7
59069.26,49.75,4.54,o,4
59071.27,11.75,3.85,c,8
59073.31,48.67,4.93,o,6
59076.26,23.00,5.85,c,3
59077.29,47.33,3.97,o,6
59089.27,35.50,7.39,o,4
59097.26,40.60,6.65,o,5
59103.25,17.75,5.90,c,4
59105.24,87.00,63.72,o,2
59107.25,6.25,6.29,c,4
59115.23,22.25,9.54,o,4
59121.22,14.00,13.61,o,4
59123.22,-49.67,32.73,o,3
