# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
58037.36,5.00,14.66,o,4
58044.60,1.25,10.31,o,4
58048.60,-17.67,9.89,o,3
58054.60,1.25,6.13,o,4
58056.57,-17.25,8.40,o,4
58058.55,-13.00,14.85,o,4
58064.59,-26.50,23.93,o,4
58066.59,-2.00,9.65,o,4
58070.58,-9.75,4.51,o,4
58072.57,160.75,7.64,o,4
58074.59,-266.50,5.32,c,2
58076.58,437.00,35.69,o,3
58080.56,447.00,7.55,o,4
58082.56,-265.00,4.00,c,1
58092.55,588.00,13.79,o,4
58096.54,655.25,11.01,o,4
58098.54,734.25,11.50,o,4
58100.54,759.50,7.52,o,4
58104.53,813.00,8.50,o,4
58112.49,974.75,8.00,o,4
58116.49,1035.25,10.63,o,4
58118.50,1078.25,26.52,o,4
58120.47,1118.00,20.13,o,4
58122.51,1227.00,164.00,o,1
58124.51,1143.00,13.76,o,4
58128.50,1211.50,8.88,o,4
58130.49,1336.50,14.71,o,2
58132.57,1282.75,8.00,o,4
58134.59,435.50,5.00,c,4
58136.56,1331.25,8.51,o,4
58148.48,1357.00,28.30,o,4
58152.54,1278.50,18.02,o,4
58156.52,1250.75,42.85,o,4
58160.51,1248.25,8.13,o,4
58164.51,1199.50,10.41,o,4
58180.45,972.00,377.00,o,1
58184.46,1057.25,10.76,o,4
58186.45,889.00,352.00,o,1
58188.44,1012.00,93.00,o,1
58196.44,974.25,9.01,o,4
58204.41,957.00,41.77,o,2
58206.91,942.62,16.61,o,8
58209.42,955.50,15.13,o,4
58220.39,908.25,9.52,o,4
58221.33,-32.00,4.62,c,3
58226.39,-69.00,109.42,c,2
58234.37,907.00,35.00,o,1
58248.34,887.50,14.50,o,2
58252.33,833.00,14.01,o,4
58260.31,847.00,20.67,o,4
58262.32,875.75,17.20,o,4
58264.96,843.00,39.65,o,3
58271.27,838.75,9.01,o,4
58272.26,823.33,11.95,o,3
58274.26,827.50,9.56,o,4
58276.25,898.00,80.00,o,1
58278.26,-85.00,17.70,c,4
58280.25,796.00,54.41,o,2
58282.26,806.50,15.70,o,2
58286.26,-79.75,19.36,c,4
58438.66,343.00,146.00,o,1
58444.66,401.00,156.00,o,1
58450.66,356.00,31.00,o,1
58452.66,300.00,41.48,o,2
58454.66,-546.67,39.85,c,3
58456.60,327.38,6.11,o,8
58458.62,-507.75,1.00,c,4
58460.58,331.00,6.50,o,4
58462.61,-494.25,2.08,c,4
58464.57,315.00,8.71,o,4
58468.55,298.75,10.27,o,4
58470.55,326.75,5.63,o,4
58472.53,277.50,12.15,o,4
58475.00,302.43,12.12,o,7
58476.54,276.00,18.31,o,4
58478.55,309.88,7.89,o,8
58480.55,291.00,8.40,o,4
58486.56,-518.50,1.00,c,4
58488.54,238.33,8.88,o,3
58490.53,-527.50,1.41,c,2
58492.53,248.67,8.31,o,3
58494.52,-506.25,1.15,c,4
58496.51,241.50,6.53,o,4
58498.51,258.00,5.26,o,4
58500.50,216.75,9.77,o,4
58503.49,228.00,22.50,o,3
58506.50,218.00,13.08,o,4
58508.50,212.75,9.25,o,4
58510.47,199.00,16.00,o,1
58512.48,205.50,7.51,o,4
58516.49,176.50,8.63,o,4
58518.50,-562.00,1.00,c,4
58520.49,173.25,7.39,o,4
58528.47,178.12,7.73,o,8
58536.46,154.25,14.19,o,4
58540.44,155.00,6.63,o,4
58544.44,152.33,7.90,o,3
58548.43,182.33,30.63,o,3
58552.44,107.00,50.00,o,1
58556.42,123.00,6.77,o,4
58560.40,117.75,25.28,o,4
58565.43,113.25,10.38,o,4
58568.40,121.75,6.38,o,4
58570.39,130.00,6.55,o,3
58572.38,114.33,7.52,o,3
