# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
60184.39,-9.50,9.11,o,4
60187.30,-2.50,21.93,o,4
60189.13,2.00,26.77,o,2
60208.35,-0.25,5.89,o,4
60210.11,-3.00,5.41,c,4
60211.36,6.00,5.52,o,4
60214.32,0.00,11.06,o,4
60217.09,-14.00,12.95,o,5
60219.11,-4.40,9.69,o,5
60222.09,6.75,11.30,o,4
60226.32,5.00,5.51,o,4
60228.69,1.62,3.72,o,8
60232.31,-0.75,6.01,o,4
60234.06,3.75,5.73,o,4
60237.06,8.25,5.51,o,4
60241.30,11.00,17.34,o,3
60243.03,-1.00,12.13,o,4
60244.28,-62.00,590.19,o,2
60247.28,24.00,108.01,o,2
60249.04,-5.57,9.41,o,7
60253.28,17.50,8.85,o,2
60256.26,-2.25,5.01,o,4
60257.95,-4.00,4.39,c,4
60258.11,3.00,16.00,c,1
60259.23,13.75,6.51,o,4
60261.01,-4.75,3.63,c,4
60262.26,0.00,5.79,o,3
60265.24,-12.25,6.17,o,4
60269.01,-2.78,5.71,o,9
60270.10,-11.00,13.00,c,1
60272.98,16.50,10.41,o,4
60275.96,-30.50,12.07,o,4
60278.97,30.00,8.35,o,3
60281.22,33.71,4.26,o,7
60283.23,48.33,3.86,o,3
60284.96,48.25,5.15,o,4
60286.19,50.33,4.24,o,3
60289.26,56.33,3.67,o,3
60291.05,65.10,2.74,o,10
60292.97,59.00,5.90,o,4
60295.07,69.82,3.67,o,11
60297.17,76.25,6.64,o,4
60298.63,73.62,3.34,o,16
60300.63,79.83,5.94,o,6
60302.38,89.00,9.17,o,5
60305.22,71.17,14.82,o,6
60306.97,85.50,26.26,o,4
60309.21,82.50,9.02,o,4
60310.80,76.00,6.63,o,6
60313.21,74.50,5.78,o,4
60314.90,51.00,3.50,c,5
60315.01,75.11,4.70,o,9
60317.20,69.25,5.28,o,4
60318.22,78.00,6.39,o,4
60321.19,70.75,5.27,o,4
60322.21,72.50,5.39,o,4
60323.45,53.88,4.86,c,8
60325.17,75.25,5.27,o,4
60326.18,76.33,6.18,o,3
60327.44,42.88,2.97,c,8
60329.22,62.25,6.77,o,4
60330.16,65.00,12.91,o,4
60333.16,83.00,11.42,o,4
60334.94,59.12,23.13,o,8
60336.93,49.00,11.49,o,5
60338.16,73.00,10.67,o,4
60340.59,59.00,5.33,o,8
60342.14,58.75,6.26,o,4
60345.16,66.00,15.64,o,4
60347.30,52.58,5.29,o,12
60349.14,59.88,6.65,o,8
60350.96,52.50,3.00,o,12
60353.10,59.00,6.16,o,4
60354.13,55.38,4.38,o,8
60357.16,53.00,10.00,o,2
60359.03,49.90,5.14,o,10
60361.11,40.00,17.23,o,4
60362.93,41.00,6.19,o,12
60365.10,47.25,13.05,o,4
60366.94,44.58,5.29,o,12
60369.12,46.25,8.14,o,4
60370.86,51.25,5.89,o,4
60371.85,28.67,4.82,c,3
60375.43,20.86,3.09,c,7
60378.08,34.50,6.91,o,4
60379.31,16.00,2.88,c,8
60381.07,33.50,9.01,o,4
60382.07,37.50,6.85,o,4
60383.32,26.62,3.59,c,8
60385.08,36.75,7.19,o,4
60386.89,33.75,6.89,o,12
60389.07,35.25,10.79,o,4
60390.77,17.60,6.90,o,10
60393.07,48.00,11.91,o,4
60394.92,39.12,8.34,o,8
60397.04,25.25,11.27,o,4
60398.69,22.70,3.90,o,20
60401.79,25.00,4.62,o,3
60404.74,27.00,4.46,o,3
60411.03,33.33,5.01,o,3
60414.02,18.50,8.14,o,2
60418.00,26.00,20.00,o,1
60419.00,19.10,5.14,o,10
60423.24,32.88,16.14,o,8
60425.50,31.75,14.16,o,8
60427.79,18.00,11.91,o,4
60433.48,23.12,6.21,o,8
60435.73,19.75,5.00,c,4
60436.98,23.75,6.89,o,4
60439.22,4.75,4.27,c,8
60441.17,33.40,21.13,o,5
60443.22,38.17,6.61,o,6
60447.72,19.50,11.70,o,4
60449.30,30.58,7.25,o,12
60451.21,-18.25,10.33,o,8
60454.96,20.75,14.41,o,8
60457.29,13.83,12.97,o,6
60459.38,12.67,12.70,o,6
60461.96,-4.75,8.58,c,4
60463.20,42.50,28.43,o,2
60468.96,-7.00,49.00,c,1
60474.71,9.67,17.95,o,3
60508.93,-5.62,9.37,o,8
60510.42,5.75,16.74,o,4
60513.42,11.75,19.83,o,4
60518.41,-10.00,18.03,o,2
60524.17,2.50,8.03,o,4
60528.16,1.67,9.86,o,3
60533.40,-2.75,5.01,c,4
60535.15,15.40,9.64,o,5
60537.40,-33.00,51.00,c,1
60539.16,23.75,9.42,o,4
60540.15,12.50,14.29,o,4
60544.33,38.00,17.07,o,4
60553.36,19.75,6.66,o,4
60554.41,13.50,10.82,o,2
60555.14,3.12,3.87,c,8
60557.39,20.75,6.17,o,4
60558.40,43.00,8.62,o,3
60559.12,-3.50,5.64,c,4
60561.39,17.50,41.51,o,4
60562.38,14.20,8.94,o,5
60565.36,87.00,45.49,o,4
60567.13,-3.80,6.51,c,5
60569.36,19.80,13.35,o,5
60570.72,7.25,9.62,o,8
60573.37,21.80,17.51,o,5
60574.35,25.00,60.60,o,2
