# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
58634.60,1.25,10.60,o,4
58636.60,-9.67,6.98,c,3
58638.56,-4.75,22.45,o,4
58644.59,-1.67,7.70,o,3
58656.42,-2.50,9.18,o,4
58668.60,2.75,5.04,c,4
58682.50,-0.50,24.21,o,2
58684.63,8.00,163.00,o,1
58688.61,11.50,7.57,o,4
58690.58,30.50,7.53,o,4
58700.60,23.00,4.51,c,4
58708.62,27.50,4.77,c,4
58710.60,46.75,29.33,o,4
58714.54,72.50,9.17,o,8
58716.55,56.00,7.65,o,8
58720.45,33.00,5.04,c,4
58724.51,25.25,4.38,c,4
58726.49,48.75,6.47,o,4
58728.45,39.25,5.01,c,4
58730.49,58.75,7.14,o,4
58732.54,57.00,6.01,o,4
58734.47,52.00,7.65,o,4
58736.49,69.75,26.37,o,4
58740.63,59.88,12.06,o,8
58744.44,58.00,46.92,o,8
58746.44,45.14,36.90,o,7
58748.45,39.00,17.67,o,3
58750.48,47.14,4.37,o,7
58752.43,32.83,4.85,c,6
58754.40,60.38,4.25,o,8
58756.64,26.67,19.06,c,3
58758.41,50.33,4.80,o,6
58762.41,45.00,6.15,o,4
58764.43,45.75,6.51,o,4
58768.37,42.67,37.95,o,3
58770.38,54.71,9.57,o,7
58772.53,35.00,27.00,o,1
58774.37,45.86,6.41,o,7
58778.39,56.50,6.39,o,4
58780.45,31.00,5.59,c,3
58782.40,46.25,17.56,o,4
58784.37,14.25,5.13,c,4
58786.48,41.00,12.00,o,1
58788.37,13.50,4.98,c,6
58790.33,37.75,7.14,o,4
58792.32,37.20,7.58,o,5
58794.30,30.00,6.92,o,4
58796.33,28.00,14.84,o,6
58798.35,48.75,10.67,o,4
58800.28,33.14,18.23,o,7
58802.37,46.00,14.16,o,2
58804.26,16.00,8.20,c,2
58808.30,12.00,5.18,c,4
58810.34,38.75,16.93,o,4
58814.29,35.17,5.12,o,6
58816.28,7.67,5.59,c,3
58818.37,25.00,205.00,o,1
58820.36,32.62,4.79,o,8
58822.26,15.33,20.31,o,3
58824.30,7.12,6.94,o,8
58826.31,9.00,9.38,o,4
58828.32,2.00,20.02,o,3
58830.27,21.00,10.38,o,4
58834.34,14.43,5.86,o,7
58836.31,23.75,5.52,o,4
58838.24,14.50,9.00,o,8
58846.22,23.40,5.63,o,5
58850.25,20.50,10.97,o,2
58854.24,14.25,9.79,o,4
58866.30,23.50,6.93,o,4
58868.29,-0.33,5.97,c,3
58874.28,24.50,6.41,o,4
58882.24,5.50,11.72,o,8
58884.25,34.50,11.66,o,4
59000.60,-33.00,7.91,c,4
59015.57,-27.50,6.38,o,4
59026.59,-37.25,7.64,o,4
59030.59,-35.25,4.93,o,4
59032.55,-31.75,9.28,o,4
59034.56,-9.00,14.14,o,2
59036.56,-32.25,13.54,o,4
59038.56,-16.25,6.55,o,8
59042.56,-29.67,26.08,o,6
59048.55,-23.25,5.13,c,4
59050.57,-25.75,4.66,o,4
59052.56,-24.00,5.79,c,3
59054.56,-37.75,5.53,o,4
59058.52,-26.00,4.51,o,4
59060.58,-17.83,4.37,c,6
59062.58,-24.50,9.01,o,2
59064.52,-3.00,17.69,o,5
59068.52,-50.00,7.77,o,4
59070.49,-38.00,8.12,o,3
59072.49,-28.00,7.44,o,4
59074.59,-24.50,4.82,o,4
59078.48,-32.75,5.51,o,4
59080.48,-20.62,3.33,c,8
59082.55,-25.62,4.97,o,8
59084.55,-27.25,4.76,c,4
59086.44,-26.50,4.14,o,8
59088.47,-24.75,4.39,c,4
59090.45,-25.38,5.05,o,8
59092.47,-30.00,11.17,o,4
59094.44,-20.00,9.53,o,8
59096.44,-19.50,9.78,o,4
59098.49,-42.25,8.39,o,4
59100.53,-40.00,8.68,o,4
59102.49,-24.75,5.80,o,4
59104.48,-26.25,5.64,o,4
59106.44,-25.75,4.39,o,4
59108.49,-23.00,5.09,c,4
59114.45,-29.29,4.47,o,7
59118.45,-47.50,4.79,o,8
59120.45,-22.75,8.10,o,8
59122.45,-27.75,8.91,o,4
59126.34,-12.00,9.01,o,4
59130.43,-38.25,6.27,o,4
59132.43,-28.50,5.77,o,4
59134.44,-33.00,9.60,o,2
59136.39,-21.00,4.81,c,4
59140.40,-17.14,5.14,c,7
59142.37,-21.50,5.50,o,4
59144.38,-20.50,3.48,c,8
59146.40,-21.12,5.50,o,8
59148.44,-35.14,12.38,o,7
59154.40,-43.38,8.88,o,8
59156.42,-45.00,10.53,o,4
59162.38,-27.00,5.51,o,4
59170.35,-31.80,6.82,o,5
59178.33,-39.67,17.45,o,3
59180.34,-43.25,9.39,o,4
59182.28,-38.00,9.94,o,4
59184.28,-25.50,15.57,o,2
59186.36,-49.33,12.03,o,3
59190.27,-44.50,6.73,o,2
59192.25,-23.83,3.67,c,6
59194.32,-21.50,4.26,c,4
59200.26,-24.71,4.62,c,7
59206.25,-47.75,7.25,o,4
59208.24,-34.75,9.15,o,4
59210.34,-35.00,20.60,o,3
59212.31,-13.00,14.61,o,4
59214.22,-32.75,7.21,o,8
59216.22,-18.00,6.02,o,4
59218.33,-15.00,5.14,c,4
59220.25,-25.00,4.29,c,7
59222.22,-23.00,5.10,c,3
59226.25,-31.67,4.24,c,3
