# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
58244.53,26.50,16.41,o,4
58248.98,-4.00,5.67,o,7
58250.51,-3.00,19.75,o,3
58254.60,-6.33,10.51,o,3
58256.51,-1.75,3.63,c,4
58258.59,3.50,8.81,o,4
58260.60,7.75,8.18,o,4
58262.71,1.00,9.96,o,5
58264.50,26.00,19.00,o,1
58266.47,-22.25,16.03,o,4
58270.48,24.75,12.51,o,4
58272.47,-8.00,6.98,o,3
58275.00,3.25,4.92,o,8
58278.47,9.00,6.80,o,4
58282.48,3.25,6.75,o,4
58284.47,-6.25,4.02,c,4
58286.46,-3.33,7.03,o,6
58289.48,-0.33,6.93,o,6
58290.45,-6.50,9.38,o,4
58293.13,9.33,5.37,o,12
58294.44,13.25,12.75,o,4
58297.22,-1.19,9.69,o,16
58298.39,50.00,25.61,o,2
58300.45,138.00,83.00,o,1
58302.43,-6.25,10.28,o,4
58304.43,-8.33,13.12,o,3
58308.44,-4.00,4.15,c,4
58310.42,-6.50,7.68,o,4
58312.43,-5.25,3.77,c,4
58315.45,-8.14,3.87,c,7
58318.40,-16.25,7.76,o,4
58320.40,-14.75,7.71,o,4
58322.40,-3.50,11.39,o,4
58324.40,-16.00,9.96,o,3
58328.96,-9.14,8.99,o,7
58330.38,-0.75,8.98,o,8
58331.46,-45.00,58.47,c,3
58334.39,8.40,53.11,o,5
58338.36,23.50,6.80,o,4
58342.35,46.25,6.89,o,4
58344.36,56.50,4.27,c,4
58348.33,95.25,5.51,o,4
58352.31,68.00,42.62,o,3
58360.28,161.75,5.05,o,4
58362.28,172.25,8.39,o,4
58364.28,161.00,9.00,o,1
58366.27,142.25,6.88,o,4
58368.26,146.75,5.27,o,4
58372.25,153.50,5.05,o,4
58374.24,122.75,9.85,o,4
58376.28,131.50,11.24,c,2
58378.24,120.25,11.64,o,4
58380.25,125.33,8.70,o,3
58382.23,128.00,11.13,o,4
58384.50,118.50,14.81,o,4
58387.11,100.80,13.57,o,5
58390.93,107.00,5.80,o,12
58392.22,103.43,23.29,o,7
58394.22,90.62,5.87,o,8
58396.25,80.75,5.38,c,4
58397.29,86.00,20.00,o,1
58400.24,68.25,4.78,c,4
58402.21,75.25,7.21,o,8
58403.27,54.83,7.26,c,6
58408.22,61.38,6.18,o,8
58412.21,65.00,11.27,o,4
58414.20,66.50,74.04,o,2
58416.20,54.00,13.41,o,4
58424.22,34.00,8.05,c,4
58432.20,13.00,8.88,c,3
58434.20,52.00,96.92,o,3
58503.67,29.00,43.00,o,1
58568.64,7.33,7.51,o,3
58570.64,-10.00,15.00,o,1
58572.61,1.50,4.42,o,6
58576.64,16.00,14.00,c,1
58578.64,-25.00,17.00,o,1
58580.63,-1.25,19.20,c,4
58582.61,-0.33,6.93,o,3
58588.61,-5.75,5.57,o,4
58590.62,1.83,9.97,o,6
58593.62,-19.00,17.28,o,4
58594.57,-14.00,15.19,o,4
58596.59,0.25,9.02,o,4
58600.60,-1.50,10.39,o,4
58602.62,-6.67,14.64,o,3
58604.58,-6.25,4.39,c,4
58606.60,-9.29,6.88,o,7
58610.56,0.75,7.13,o,4
58612.46,-9.75,3.76,c,4
58614.41,5.00,15.00,o,1
58616.46,8.50,7.81,o,2
58618.70,16.80,8.13,o,5
58622.47,24.67,16.02,o,3
58626.44,9.50,7.88,o,4
58630.46,-6.00,6.26,o,4
58634.44,6.75,6.15,o,4
58636.42,-1.25,4.39,c,4
58638.43,6.00,11.33,o,3
58642.38,24.00,6.88,o,4
58644.42,0.00,5.39,o,4
58646.44,-1.00,8.66,o,4
58648.43,-2.25,7.67,o,4
58650.45,8.00,12.39,o,4
58654.40,11.00,8.52,o,4
58656.42,-0.25,5.77,o,4
58658.40,-3.33,12.49,o,6
58660.45,4.33,10.43,o,3
58662.44,5.33,6.59,o,6
58664.37,-11.00,4.13,c,4
58666.41,1.00,6.76,o,3
58668.25,-11.50,36.94,c,4
58672.25,6.50,79.42,o,4
58675.40,-3.50,7.90,o,4
58676.52,-2.50,6.89,o,6
58678.90,-10.33,10.13,o,9
58680.32,-15.38,10.98,o,8
58682.25,11.33,15.59,o,3
58684.37,1.75,7.03,o,4
58688.26,-4.50,4.87,o,4
58690.25,-3.50,10.40,o,2
58692.25,-9.00,10.66,c,3
58694.36,-4.50,6.01,o,4
58696.29,-7.50,3.50,c,4
58700.41,-4.25,4.38,c,4
58704.33,5.33,7.70,c,3
58708.27,-20.50,17.90,c,2
58710.30,14.75,11.40,o,4
58713.32,-7.50,13.45,o,2
58714.24,-4.00,8.27,o,6
58720.30,-10.75,4.02,c,4
58724.32,-5.50,4.15,c,4
58726.28,3.00,4.63,o,4
58728.28,-14.75,4.38,c,4
58730.35,1.75,6.78,o,4
58732.30,-5.00,8.63,o,3
58734.26,-7.67,6.37,o,3
58740.33,-26.25,10.89,o,4
58744.25,-4.25,6.03,o,4
58746.29,2.50,8.56,o,4
58748.31,-30.00,25.58,o,4
58752.24,-11.50,26.68,c,2
58754.28,-13.33,6.58,o,3
58756.27,-3.00,6.05,c,4
58758.22,-5.00,7.33,o,4
58762.26,-4.50,6.75,o,4
58764.24,3.67,9.80,o,6
58768.20,0.00,66.00,o,1
58770.25,4.88,11.12,o,8
58772.26,4.75,10.38,o,4
58780.23,-4.00,5.14,c,4
58788.20,-7.67,16.91,o,3
