# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
59219.55,3.25,7.64,o,4
59221.66,8.75,14.53,o,4
59223.55,16.50,83.19,c,4
59227.52,-10.25,4.02,c,4
59229.53,3.00,4.38,c,4
59231.51,-7.00,4.24,c,3
59235.63,-1.50,4.57,c,4
59243.59,-9.67,17.73,o,3
59245.59,29.75,23.26,o,4
59247.54,10.75,6.52,o,4
59251.61,2.50,7.04,o,4
59253.54,9.50,4.64,c,4
59255.47,1.33,5.59,c,3
59257.44,-0.25,4.38,c,4
59259.52,-13.00,4.00,c,4
59261.50,2.75,4.51,c,4
59265.53,-8.50,12.54,c,2
59267.46,3.25,6.14,o,4
59271.49,-8.33,17.65,o,3
59277.55,13.75,10.80,o,4
59287.35,8.25,5.01,o,4
59291.49,7.25,4.88,o,4
59295.43,8.75,6.77,o,4
59299.45,-4.00,15.44,o,4
59305.36,10.50,6.76,o,4
59307.37,1.25,4.26,c,4
59311.35,12.50,5.27,c,4
59315.37,46.25,3.52,c,4
59319.35,72.00,3.40,c,4
59321.34,76.00,6.27,o,4
59323.34,76.00,6.73,o,2
59327.33,75.75,8.66,o,4
59331.39,65.00,17.03,o,4
59333.38,105.00,12.39,o,4
59335.33,89.50,5.67,o,4
59337.33,78.00,11.18,c,2
59343.31,77.50,5.40,o,4
59349.30,64.50,6.01,c,4
59351.29,64.50,5.89,o,4
59353.28,52.67,9.63,o,3
59355.28,65.25,8.89,o,4
59357.30,110.50,25.70,o,4
59359.29,70.00,15.07,o,4
59361.31,48.50,29.00,o,2
59365.32,51.75,6.88,o,4
59367.28,36.00,4.64,c,4
59371.26,38.50,5.04,c,4
59373.26,44.50,12.69,o,4
59519.62,-23.25,11.31,o,4
59525.62,-3.75,7.56,c,4
59527.63,-0.67,11.83,o,3
59529.64,-10.25,8.48,c,4
59531.64,34.67,108.67,o,3
59535.62,23.33,68.68,o,3
59539.63,-4.00,18.67,o,3
59541.63,-3.50,10.29,o,4
59543.59,-12.50,12.45,o,4
59545.61,9.50,9.40,o,4
59547.62,0.00,12.01,o,4
59551.61,6.25,8.74,o,4
59563.57,1.33,12.81,o,3
59569.61,-18.50,105.50,o,2
59585.64,2.00,4.64,c,4
59589.59,4.25,6.14,c,4
59591.53,-13.33,10.01,o,3
59592.04,-14.67,6.58,o,3
59595.53,-4.75,11.77,o,4
59599.51,14.25,13.79,o,4
59601.51,1.25,11.14,o,4
59603.52,1.75,9.25,o,4
59604.09,-5.00,7.89,o,4
59607.06,10.67,7.55,o,3
59615.95,2.50,5.51,c,4
59618.91,0.75,6.01,o,4
59620.03,8.00,4.50,c,4
59623.96,28.50,11.89,o,4
59626.90,19.00,10.40,o,10
59628.86,39.00,11.96,o,6
59630.26,1.25,10.41,o,4
59633.26,2.50,8.51,o,2
59637.26,-5.00,5.22,o,3
59643.72,11.75,25.40,o,4
59645.15,-1.75,4.02,c,4
59647.50,5.43,3.90,o,7
59653.17,-5.75,10.89,o,4
59655.04,3.50,7.08,o,12
59657.23,3.33,23.90,o,3
59658.21,-7.75,14.65,o,4
59661.17,-2.75,8.55,o,4
59662.19,1.50,6.68,o,4
59666.18,-0.75,4.54,o,4
59669.18,8.25,5.01,o,4
59670.15,0.75,5.14,o,4
59673.14,0.50,5.53,o,4
59674.12,13.33,6.16,o,3
59677.12,-5.25,6.27,o,4
59679.00,-0.75,4.32,o,8
59681.15,-4.33,11.40,o,3
59682.48,-9.62,10.75,o,8
59685.11,9.50,15.14,o,4
59687.00,-20.42,8.26,o,12
59689.21,-3.25,10.37,o,4
59690.45,2.71,6.15,o,7
59693.11,7.25,6.97,o,4
59694.13,-1.50,6.27,o,4
59697.13,-4.75,6.38,o,4
59699.52,9.67,4.10,o,6
59701.08,0.00,12.68,o,4
59702.94,-6.27,3.35,o,11
59705.11,-2.50,6.99,o,4
59706.06,-0.75,5.64,o,4
59709.06,-4.50,29.59,o,4
59710.10,16.75,15.61,o,4
59714.06,25.75,11.42,o,4
59717.09,1.25,9.18,o,4
59723.90,10.00,7.81,o,2
59725.02,0.50,7.76,o,4
59726.06,1.50,7.15,o,4
59731.31,-3.00,3.20,o,15
59735.22,1.44,26.58,o,9
59737.44,2.43,6.71,o,7
59738.01,10.00,20.00,o,1
59740.99,-1.25,10.15,o,4
59742.05,4.00,11.64,o,4
59745.47,-8.00,13.49,o,7
59746.01,-12.00,20.00,o,1
59748.98,5.00,12.00,o,1
59750.04,-18.50,25.31,o,4
59767.23,-5.62,11.33,o,8
59768.99,-8.25,12.26,o,4
59781.98,14.25,9.81,o,4
59784.98,-14.25,11.17,o,4
59789.98,-11.00,8.51,c,4
59790.72,-6.25,7.24,c,4
59792.97,9.00,24.84,c,4
59795.73,-32.00,36.94,o,2
59800.97,0.00,400.00,o,1
