# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
60183.62,6.67,8.54,c,3
60185.49,11.75,9.13,o,4
60187.45,8.25,20.94,o,4
60191.53,1.25,9.92,o,4
60193.56,68.00,159.00,o,1
60194.85,2.86,6.80,o,7
60197.45,-4.50,5.14,c,4
60199.50,-3.75,6.45,c,4
60200.22,-0.50,7.88,o,4
60201.43,8.25,5.78,c,4
60203.52,5.00,11.00,c,1
60205.44,-4.50,5.66,c,4
60207.43,-1.25,4.88,c,4
60209.47,-11.25,6.14,c,4
60211.41,-8.67,8.67,o,3
60213.06,-4.83,8.42,o,6
60219.49,0.00,0.00,o,1
60221.46,0.00,14.00,o,1
60223.43,0.00,7.32,o,3
60224.21,9.00,8.88,o,3
60225.42,1.50,5.51,c,4
60227.41,-6.00,7.43,c,2
60229.41,-11.00,5.28,c,4
60230.16,-5.75,7.23,o,4
60231.41,-2.50,4.51,c,4
60233.40,1.25,4.51,c,4
60235.41,-0.75,5.14,c,4
60237.40,11.25,5.53,c,4
60239.40,9.40,5.28,o,5
60241.39,0.50,7.89,o,4
60242.17,-25.67,21.46,o,3
60247.42,1.75,15.58,o,4
60249.03,8.50,11.70,o,6
60251.39,-9.00,8.10,o,3
60253.36,-2.00,5.76,c,4
60254.12,-5.50,10.97,o,2
60255.47,-10.50,10.23,c,4
60257.35,8.00,5.20,c,3
60259.35,-3.00,12.00,c,1
60260.11,0.75,7.56,o,4
60261.26,-4.43,5.00,c,7
60263.34,14.25,6.03,c,4
60265.33,9.25,4.51,c,4
60266.72,15.38,5.30,o,8
60269.48,29.50,8.89,c,4
60274.34,66.00,13.04,o,4
60278.12,74.75,14.61,o,4
60281.34,114.50,5.27,c,4
60283.30,118.50,4.89,c,4
60284.29,120.00,5.70,o,4
60285.31,136.50,6.01,c,4
60287.43,131.00,8.13,c,4
60288.29,133.25,5.51,o,4
60289.41,147.00,7.92,c,3
60290.28,158.00,5.77,c,4
60292.27,137.75,6.25,o,4
60293.28,150.50,6.14,c,4
60294.34,150.25,5.64,c,4
60295.32,141.00,6.00,o,4
60297.03,106.25,79.67,o,4
60298.29,87.00,84.00,o,1
60302.30,154.50,11.52,o,4
60305.27,131.00,12.91,o,4
60306.30,133.00,11.97,o,3
60308.34,137.50,15.31,o,2
60310.81,138.38,4.88,o,8
60312.70,141.14,6.35,o,7
60314.88,136.29,5.67,o,7
60316.46,139.00,5.50,o,5
60319.33,135.25,9.55,o,4
60320.27,138.50,6.66,o,4
60323.23,109.25,6.18,o,4
60324.68,123.43,4.67,o,7
60327.25,124.75,9.76,o,4
60328.68,122.00,6.82,o,7
60330.75,129.88,7.05,o,8
60332.77,113.38,8.37,o,8
60334.24,131.00,23.01,o,2
60337.25,103.50,17.36,o,2
60338.76,112.00,6.57,o,8
60340.26,121.75,8.02,o,4
60341.23,69.00,8.29,c,4
60343.23,91.75,10.46,o,4
60344.23,99.25,8.05,o,4
60345.23,61.25,9.02,c,4
60346.23,67.50,9.78,c,4
60347.23,83.50,12.47,o,4
60349.23,68.50,8.54,c,4
60350.22,101.00,18.36,c,2
60351.22,70.00,22.17,o,4
60453.60,31.33,17.40,o,3
60457.60,31.67,12.57,o,3
60461.03,10.57,18.77,o,7
60463.10,-0.12,6.72,o,8
60464.60,13.00,6.76,o,4
60467.59,14.67,7.35,o,3
60469.59,11.00,6.51,o,4
60471.17,-3.00,7.16,o,7
60473.60,21.67,10.14,o,3
60475.09,7.25,8.24,o,8
60476.59,11.00,5.64,o,4
60481.09,-1.33,13.89,o,6
60482.79,2.60,12.51,o,5
60485.25,12.00,8.48,o,6
60487.09,20.75,6.73,o,8
60489.08,9.38,5.64,o,8
60493.04,5.25,3.97,o,8
60495.15,10.14,4.34,o,7
60497.07,12.33,4.32,o,6
60499.07,12.38,3.92,o,8
60500.56,0.50,5.38,o,4
60503.56,11.75,6.00,o,4
60505.07,17.00,3.59,o,8
60507.13,16.00,3.92,o,7
60509.05,11.12,4.07,o,8
60510.55,15.25,8.00,o,4
60513.03,-4.50,7.21,o,8
60515.45,6.00,10.11,o,8
60518.98,9.00,5.29,o,7
60521.04,12.12,4.81,o,8
60523.09,5.71,4.44,o,7
60525.10,4.29,3.63,o,7
60527.00,8.12,4.68,o,8
60528.94,-3.22,4.14,o,9
60530.51,7.00,5.53,c,4
60531.51,18.50,4.89,o,4
60532.50,12.00,4.88,o,4
60533.56,4.60,6.30,c,5
60534.45,5.25,6.18,c,4
60535.48,0.25,5.15,o,4
60536.84,-5.83,4.88,o,6
60538.50,-4.25,6.69,o,4
60541.00,-4.00,13.00,o,8
60542.48,9.75,39.83,o,4
60546.39,8.83,12.87,o,6
60548.86,8.12,5.37,o,8
60550.94,1.50,4.26,o,8
60553.53,10.33,6.76,o,3
60554.97,-3.88,3.85,o,8
60556.96,8.88,4.09,o,8
60558.54,3.75,5.13,o,4
60560.93,8.50,3.79,o,8
60562.97,7.25,4.03,o,8
60564.98,3.38,3.60,o,8
60566.83,2.67,4.87,o,6
