# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
59214.65,8.75,7.89,o,4
59217.15,-11.75,6.10,o,8
59221.65,0.00,6.19,o,4
59226.65,10.00,5.06,c,4
59229.65,4.25,3.13,c,4
59231.59,6.00,4.26,c,4
59242.92,-5.29,8.78,o,7
59245.10,0.50,6.91,o,8
59251.64,1.25,4.76,o,4
59253.56,1.00,3.79,c,4
59255.56,5.50,4.00,c,4
59257.62,5.00,3.40,c,4
59258.64,10.25,3.90,c,4
59261.53,16.50,4.03,c,4
59267.60,5.20,4.09,c,5
59269.48,-17.00,13.79,o,2
59277.63,1.25,6.42,o,4
59291.53,3.50,4.13,c,4
59293.51,-3.50,2.90,o,8
59297.49,-1.50,6.27,o,4
59299.45,46.67,22.36,o,3
59300.63,-5.50,42.38,o,2
59303.46,-9.75,10.61,o,4
59305.46,6.75,6.76,o,4
59309.48,23.50,3.38,c,4
59310.53,25.00,3.63,c,4
59313.50,39.50,3.38,c,4
59317.46,58.00,2.72,c,9
59319.45,59.75,5.01,o,4
59321.43,61.50,3.88,c,4
59323.42,56.75,6.01,o,4
59327.38,69.00,8.91,o,4
59329.46,92.50,11.26,o,4
59331.45,51.00,18.36,o,3
59333.52,75.00,9.60,o,2
59335.41,81.00,5.73,o,4
59337.53,90.25,5.64,o,4
59339.50,85.00,14.58,c,2
59339.53,71.00,12.00,o,1
59341.54,96.25,5.41,o,4
59343.42,80.75,4.39,c,4
59345.46,92.00,5.79,o,3
59347.44,93.75,4.89,c,4
59349.43,103.25,4.26,o,4
59353.37,106.75,4.51,o,4
59355.54,74.00,7.81,c,2
59357.45,99.25,9.02,o,4
59359.37,103.50,15.53,o,4
59361.44,83.25,10.40,o,4
59363.48,93.00,16.00,o,1
59367.36,96.00,4.88,o,4
59369.38,87.00,3.76,c,4
59371.48,94.67,6.94,o,3
59373.37,78.00,3.88,c,4
59377.34,82.00,3.50,c,4
59381.33,87.75,6.56,o,4
59383.31,88.75,6.51,o,4
59387.37,85.67,16.42,o,3
59389.31,77.67,9.68,o,3
59391.33,77.00,9.46,o,3
59393.34,78.67,5.22,o,3
59397.36,82.75,3.88,o,4
59401.35,90.25,5.30,o,4
