# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
59578.00,-2853.00,1.80,o,2
59579.14,-2972.55,0.81,o,11
59585.92,-2329.86,0.94,c,7
59592.89,-2989.00,2.50,o,2
59596.90,-2513.00,15.20,o,4
59600.90,-1492.20,11.64,o,5
59604.92,-531.50,2.76,c,4
59607.91,-170.25,4.29,c,4
59617.85,-321.86,4.94,o,7
59621.90,-51.38,6.23,o,8
59628.08,94.50,9.73,o,8
59632.14,272.75,7.08,o,8
59636.12,323.25,7.25,o,4
59638.11,377.25,6.75,o,8
59639.10,911.00,7.63,c,4
59640.10,926.14,7.12,c,7
59641.09,449.75,7.82,o,4
59642.10,415.00,7.80,o,7
59644.06,866.00,18.00,c,1
59645.86,476.50,7.76,o,4
59652.04,357.00,11.04,o,4
59656.10,317.00,14.60,o,4
59660.03,114.50,5.96,o,8
59664.09,42.00,15.00,o,1
59668.00,-218.50,8.49,o,2
59668.01,-271.00,8.85,o,2
59669.82,-254.75,4.11,c,4
59672.06,-467.50,5.15,o,4
59675.99,-608.50,12.81,o,2
59677.21,-631.33,6.08,o,6
59680.02,-751.00,7.71,o,4
59683.98,-899.25,16.92,o,4
59685.77,-1077.00,15.78,o,4
59688.04,-1095.00,9.42,o,4
59701.76,-1438.00,1.73,o,3
59711.98,-2294.75,469.71,o,4
59733.70,-2274.50,22.67,o,4
59778.17,-2725.50,14.51,o,4
59786.17,-2019.86,2.28,c,7
59804.36,-2733.50,12.56,o,4
59814.16,-2885.50,1.15,o,4
59826.06,-2955.00,1.15,o,3
59830.13,-2747.25,5.38,o,4
59834.14,-2741.60,5.13,o,5
59838.12,-2570.50,1.54,o,4
59846.11,-1976.00,2.24,c,2
59848.39,-2803.00,4.00,o,1
59852.29,-3023.00,1.00,o,1
59854.09,-2094.00,1.12,c,2
59857.04,-2859.57,3.96,o,7
59858.03,-2800.80,10.98,o,5
59865.96,-2795.50,4.44,o,4
59868.68,-3160.25,1.15,o,4
59872.34,-2776.75,0.90,o,4
59874.03,-2754.50,2.12,o,2
59877.98,-2836.67,2.13,o,3
59878.02,-2634.00,3.00,o,1
59880.23,-2254.50,1.00,c,4
59882.10,-2656.50,6.71,o,2
59888.26,-2573.00,4.00,o,1
59892.25,-3241.00,201.34,o,3
59894.03,-2919.50,1.29,o,8
59897.11,-2698.50,2.12,o,2
59898.00,-2885.00,2.00,o,1
59900.31,-2929.00,2.00,o,1
59902.10,-3060.00,10.77,o,3
59904.25,-2987.50,1.12,o,2
59905.99,-2060.00,1.00,c,1
59908.27,-3020.00,19.00,o,1
59912.29,-2944.00,0.71,o,2
59914.05,-2231.50,0.71,c,2
59921.40,-2900.67,23.04,o,3
59924.26,-3019.50,1.77,o,4
59933.98,-2817.00,1.12,o,2
59934.02,-3446.00,81.00,o,1
59937.95,-3274.83,2.11,o,6
59940.27,-2291.00,2.00,c,1
59941.96,-2904.50,0.90,o,6
59945.24,-2722.80,1.10,o,5
59953.45,-2927.73,3.88,o,11
59957.04,-3219.50,14.09,o,16
59960.17,-3168.80,1.36,o,5
59964.17,-3230.50,1.12,o,2
59965.92,-2340.67,0.82,c,3
59969.87,-2318.00,1.00,c,1
59973.88,-2799.75,1.15,o,4
59977.01,-3090.00,1.48,o,6
59980.88,-3191.29,7.38,o,7
59984.11,-2880.00,4.00,o,1
59986.85,-2967.33,1.00,o,3
59988.09,-2528.00,2.00,c,1
59992.11,-2305.00,0.82,c,6
59996.10,-2183.75,1.15,c,4
60000.12,-2253.33,1.15,c,3
60002.81,-2713.33,1.15,o,3
60004.06,-2692.00,3.00,o,1
60006.91,-2919.50,2.83,o,2
60008.10,-2722.00,1.89,o,4
60012.05,-3472.00,4.36,o,4
60014.82,-2661.00,1.80,o,2
60016.09,-3321.67,1.80,o,3
60020.06,-3160.25,1.27,o,4
60022.86,-2240.83,0.76,c,6
60024.06,-2772.50,2.24,o,2
60028.06,-2964.50,2.12,o,2
60030.75,-2989.00,1.54,o,4
60032.11,-3034.40,2.12,o,5
60035.00,-3172.67,2.36,o,3
60036.79,-2973.50,12.79,o,4
60039.75,-2911.00,16.00,o,1
60041.01,-2948.50,5.07,o,4
60042.77,-3006.25,1.89,o,4
60045.78,-2960.50,1.00,o,4
60047.11,-2205.50,1.41,c,2
60048.73,-3049.00,1.63,o,3
60051.73,-2941.00,3.54,o,6
60052.98,-2435.50,2.23,c,6
60060.77,-3061.00,7.95,o,7
60063.75,-2889.00,1.44,o,4
60066.76,-2927.00,2.46,o,4
60069.73,-3134.80,10.11,o,5
60071.04,-3096.60,15.30,o,5
60072.77,-2970.67,3.93,o,3
60075.74,-2310.67,3.16,c,3
60082.97,-3059.00,7.43,o,2
60084.71,-2355.00,1.15,c,4
60087.71,-2194.50,1.80,c,2
60090.72,-2895.00,12.00,o,1
