# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
60061.10,-2.33,20.40,o,3
60064.08,-1.38,7.36,o,8
60067.09,1.50,9.01,o,8
60070.80,-24.14,14.09,o,7
60077.38,-41.67,22.66,o,3
60083.32,13.67,16.73,o,3
60088.09,7.67,11.60,c,3
60091.10,8.75,3.81,c,8
60106.35,20.00,7.37,o,5
60118.03,21.50,6.90,o,4
60125.30,-0.83,13.39,o,6
60127.03,110.00,10.79,o,4
60129.98,140.33,33.01,o,3
60131.23,203.75,69.64,o,4
60136.14,348.25,7.39,o,4
60138.96,447.25,6.38,c,4
60142.12,457.00,8.21,c,4
60147.94,454.50,8.85,c,2
60155.28,390.25,11.93,o,4
60157.14,267.00,15.64,o,4
60161.02,266.40,24.28,o,5
60163.11,214.50,9.13,o,4
60166.11,175.57,6.48,o,7
60167.32,135.43,5.27,c,7
60172.06,92.00,10.00,o,4
60175.15,78.40,7.83,o,5
60179.26,48.00,5.51,c,4
60180.98,60.25,7.56,o,4
60183.90,48.25,10.46,o,4
60187.01,83.00,103.00,o,1
60191.25,54.33,8.12,o,6
60201.97,29.50,20.30,c,2
60202.00,8.00,20.00,c,1
60203.32,31.50,6.25,o,4
60205.06,9.25,5.26,c,4
60207.93,9.50,4.78,c,4
60209.18,29.00,85.00,o,1
60215.17,10.17,13.43,o,6
60219.92,11.50,7.52,o,4
60221.17,7.00,7.21,o,4
60227.15,-6.75,6.89,o,4
60234.87,3.25,6.26,o,4
60237.91,-9.00,32.00,o,1
60239.30,-4.00,8.20,o,4
60240.88,11.88,7.90,o,8
60243.85,25.00,12.39,o,4
60245.11,-14.50,15.05,o,4
60246.86,25.50,16.71,o,4
60249.86,0.25,10.52,o,4
60251.10,44.00,12.12,c,3
60255.84,11.00,12.00,c,1
60257.10,22.33,7.73,o,3
60258.84,-1.25,5.04,c,4
60261.82,2.25,5.77,c,4
60263.07,5.25,8.63,o,4
60264.82,6.00,5.74,c,8
60267.83,-1.00,27.55,o,3
60269.07,3.25,9.77,o,4
60273.81,-2.83,10.09,o,6
60275.07,-7.86,13.69,o,7
60276.82,12.00,22.60,o,3
60279.90,44.00,206.00,o,1
60281.05,6.75,6.90,o,4
60282.81,-10.67,9.85,o,3
60285.87,12.75,7.53,o,4
60288.06,11.75,6.76,o,4
60296.05,16.50,11.57,o,4
60304.09,14.25,15.40,o,4
60319.82,15.00,32.00,c,1
60397.40,-13.50,17.03,o,4
60424.48,9.00,35.89,o,8
60428.40,-16.00,12.02,o,4
60432.37,7.33,13.55,o,3
60434.10,3.00,16.62,o,2
60436.33,7.67,12.52,o,3
60442.13,5.00,7.10,c,4
60446.13,-2.25,5.90,c,4
60448.34,4.50,8.42,o,4
60450.12,1.00,20.00,o,1
60456.35,14.00,14.45,o,4
60458.15,-4.75,11.52,o,4
60462.14,-1.33,12.41,o,3
60468.35,6.00,5.92,c,4
60478.09,-2.33,8.10,o,3
60482.06,-4.67,16.97,o,3
60484.35,85.50,75.86,o,2
60486.02,19.25,15.35,o,4
60490.11,6.75,39.75,o,4
60492.22,-10.25,6.57,o,4
60496.22,7.00,9.89,o,4
60498.05,1.00,6.25,c,4
60500.29,-9.75,5.39,o,4
60504.20,-1.25,6.39,o,4
60508.24,13.00,8.75,o,4
60512.97,4.90,19.87,o,10
60514.10,-89.00,94.95,o,2
60516.25,4.29,10.30,o,7
60520.22,-3.75,4.78,c,4
60521.94,7.00,5.64,o,4
60525.95,-6.50,7.79,o,4
60528.26,2.25,5.51,c,4
60529.94,5.25,6.27,o,4
60532.31,-0.50,4.88,c,4
60537.07,-6.25,12.01,o,4
60542.18,29.00,124.00,o,1
60545.95,8.75,19.46,o,4
60547.32,-11.50,7.79,o,6
60548.01,5.33,10.42,o,3
60551.13,-10.44,8.77,o,9
60552.75,-4.80,5.52,o,5
60553.84,1.00,7.11,c,2
60556.24,-0.50,7.39,o,4
60560.21,-2.00,7.01,o,4
60565.21,4.50,6.74,o,14
60568.78,-12.00,24.52,o,6
