Nested Sampling Global Log-Evidence           :   -0.135177228891324205E+03  +/-    0.747664184123666531E+00
Nested Importance Sampling Global Log-Evidence:   -0.140007498273128988E+03  +/-    0.251656215479655540E-01

Dim No.       Mean        Sigma
   1    0.476259620877007850E-01    0.208459691711910811E-01
   2   -0.189454389200954481E+02    0.104289721576753136E+01
   3    0.542182832167611095E+00    0.821549170448399868E-01
   4    0.154790914658425627E+01    0.298616304167811028E-01
   5    0.168527321715814943E-01    0.146963210891186695E-02
   6    0.224766869376784717E+01    0.861667099454035135E-01
   7   -0.167566847732610769E+01    0.428549783988480315E+00
   8   -0.295371155922299726E-01    0.352067948176130949E-01
   9   -0.482022627997193176E+01    0.130936425182436067E+01
  10    0.223258833274513069E-02    0.939631336777213555E-01
  11   -0.118342233661397053E+00    0.381047617866568378E-01
  12   -0.349643626161118382E+00    0.177095990202126630E+00
  13   -0.137813138798754298E+01    0.875493693836845721E-01
  14   -0.106530431719272034E+01    0.546120543010175652E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.326577397279574355E-01
   2   -0.197600294831838070E+02
   3    0.387713016087824935E+00
   4    0.158432034110383269E+01
   5    0.154925377973029153E-01
   6    0.232961953818665934E+01
   7   -0.142452844525412292E+01
   8    0.182398333113785449E-02
   9   -0.437672109465337833E+01
  10    0.158826696419626684E+00
  11   -0.152847848691822580E+00
  12   -0.293769960968394861E+00
  13   -0.149292460878630728E+01
  14   -0.106427836040835500E+01

MAP Parameters
Dim No.        Parameter
   1    0.326577397279574355E-01
   2   -0.197600294831838070E+02
   3    0.387713016087824935E+00
   4    0.158432034110383269E+01
   5    0.154925377973029153E-01
   6    0.232961953818665934E+01
   7   -0.142452844525412292E+01
   8    0.182398333113785449E-02
   9   -0.437672109465337833E+01
  10    0.158826696419626684E+00
  11   -0.152847848691822580E+00
  12   -0.293769960968394861E+00
  13   -0.149292460878630728E+01
  14   -0.106427836040835500E+01
