Nested Sampling Global Log-Evidence           :   -0.246136662649857136E+02  +/-    0.396254923271621096E+00
Nested Importance Sampling Global Log-Evidence:   -0.298267197338586776E+02  +/-    0.470943830410072983E-01

Dim No.       Mean        Sigma
   1    0.912781680787421723E-01    0.329211141019126810E-01
   2   -0.179863682932127489E+02    0.423204635475447510E+01
   3    0.557443378579396742E+00    0.282910479499926648E+00
   4    0.223691224344341189E+01    0.225112563914305369E+00
   5    0.184757839176352724E-01    0.146014165357883133E-02
   6    0.154428483437501218E+01    0.431612237541845356E+00
   7   -0.179791588068214492E+01    0.400144238088948057E+00
   8   -0.176194163463913783E+00    0.683816994883190143E-01
   9   -0.462788665125394783E+01    0.429145161622228688E+01
  10   -0.115794648283031903E+00    0.178180175059308832E+00
  11   -0.468087818104798228E-01    0.147572422896267708E+00
  12   -0.480953150078080455E-01    0.459455884467389608E-01
  13   -0.163704779563091096E+00    0.247066719772043752E+00
  14   -0.106044824432069729E+01    0.468796509654071242E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.774292659042365439E-01
   2   -0.154293250061216582E+02
   3    0.667579077335136883E+00
   4    0.205019045297057989E+01
   5    0.194061226125395100E-01
   6    0.225186172210884372E+01
   7   -0.161647391350013203E+01
   8   -0.230888529099661538E+00
   9    0.183699068563791679E+01
  10    0.121438044994852640E+00
  11   -0.124506312285246917E+00
  12    0.471925630772301874E-02
  13    0.270675623036170321E+00
  14   -0.109249285848808353E+01

MAP Parameters
Dim No.        Parameter
   1    0.774292659042365439E-01
   2   -0.154293250061216582E+02
   3    0.667579077335136883E+00
   4    0.205019045297057989E+01
   5    0.194061226125395100E-01
   6    0.225186172210884372E+01
   7   -0.161647391350013203E+01
   8   -0.230888529099661538E+00
   9    0.183699068563791679E+01
  10    0.121438044994852640E+00
  11   -0.124506312285246917E+00
  12    0.471925630772301874E-02
  13    0.270675623036170321E+00
  14   -0.109249285848808353E+01
