,MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
0,57771.650544,20.276,1.514,28,43,o,0,1.45,197.88779,-19.15632,501.35,9857.57,3.87,3.53,41.3,-0.468,18.49,19.45,02a57771o0875o
1,57771.662411,19.537,0.813,56,45,o,0,1.2,197.88779,-19.15632,10481.74,9877.31,3.73,3.26,-83.3,-0.481,18.54,19.41,02a57771o0898o
2,57771.666154,21.402,4.806,10,48,o,0,0.92,197.88779,-19.15632,483.85,9820.33,3.51,3.12,20.1,-0.491,18.48,19.29,02a57771o0905o
3,57779.622322,22.481,3.8,4,14,c,0,1.36,197.88779,-19.15632,1106.78,3322.22,4.11,3.81,67.8,-0.386,19.7,21.68,02a57779o0786c
4,57779.638131,-21.036,1.075,-14,15,c,0,1.08,197.88779,-19.15632,1088.74,3285.58,4.06,3.75,66.4,-0.387,19.72,21.67,02a57779o0817c
5,57779.653982,-25.029,42.0,0,15,c,0,1.22,197.88779,-19.15632,1146.75,3365.77,4.06,3.78,62.0,-0.391,19.7,21.66,02a57779o0848c
6,57779.669828,21.214,2.0,12,24,c,0,0.95,197.88779,-19.15632,1166.23,3250.8,4.21,4.02,38.7,-0.376,19.1,20.58,02a57779o0879c
7,57783.619716,20.363,0.582,26,15,c,0,0.95,197.88779,-19.15632,150.6,1468.28,4.14,3.94,-34.4,-0.395,19.73,21.78,02a57783o0772c
8,57783.634178,19.548,0.281,55,16,c,0,1.01,197.88779,-19.15632,9702.13,1499.48,4.06,3.72,61.0,-0.453,19.7,21.74,02a57783o0800c
9,57783.635725,-20.589,0.706,-21,15,c,0,1.18,197.88779,-19.15632,131.66,1430.0,4.29,4.09,-32.9,-0.38,19.7,21.8,02a57783o0803c
10,57783.650242,-21.603,1.9,-8,16,c,0,1.15,197.88779,-19.15632,9683.9,1462.58,4.24,3.98,58.0,-0.434,19.63,21.72,02a57783o0831c
11,57783.651773,20.207,0.528,30,16,c,0,1.01,197.88779,-19.15632,190.69,1511.45,4.3,4.11,-32.2,-0.381,19.67,21.79,02a57783o0834c
12,57783.666246,22.168,4.167,5,20,c,0,1.04,197.88779,-19.15632,9759.57,1543.8,4.2,3.96,63.4,-0.436,19.35,21.12,02a57783o0862c
13,57783.667804,-22.071,3.692,-5,20,c,0,1.18,197.88779,-19.15632,210.76,1394.06,4.3,4.09,-33.2,-0.379,19.23,20.87,02a57783o0865c
14,57783.67602,-18.261,0.446,-180,80,c,0,0.95,197.88779,-19.15632,175.61,1449.56,4.3,4.12,-41.7,-0.394,18.12,18.82,02a57783o0881c
15,57783.676509,21.436,9.333,10,90,c,0,1.23,197.88779,-19.15632,9780.75,1423.88,4.12,3.88,66.7,-0.457,18.06,18.71,02a57783o0882c
16,57787.594775,23.063,7.333,2,16,c,0,1.03,197.88779,-19.15632,552.14,10130.87,3.96,3.5,22.5,-0.46,19.75,21.82,02a57787o0738c
17,57787.608086,-23.785,20.0,-1,22,c,0,1.26,197.88779,-19.15632,8902.33,296.01,3.9,3.75,74.2,-0.429,19.71,21.75,02a57787o0763c
18,57787.610166,-19.907,4.333,-40,172,c,0,1.04,197.88779,-19.15632,535.09,10094.35,4.06,3.63,26.2,-0.439,18.48,20.49,02a57787o0767c
19,57787.615206,0.0,20.83,0,17,c,0,1.13,197.88779,-19.15632,1597.08,10192.66,3.91,3.72,20.5,-0.412,19.62,21.67,02a57787o0777c
20,57787.629301,20.663,0.821,20,16,c,0,1.07,197.88779,-19.15632,589.02,10174.5,3.86,3.37,18.9,-0.471,19.76,21.8,02a57787o0805c
21,57787.631206,19.569,3.186,54,172,c,0,0.06,197.88779,-19.15632,10522.12,10111.17,3.84,3.35,-82.3,-0.446,19.74,21.76,02a57787o0809c
22,57787.638708,21.655,1.913,8,15,c,0,1.19,197.88779,-19.15632,628.28,10058.28,3.85,3.42,20.1,-0.455,19.75,21.78,02a57787o0823c
23,57787.651089,-19.866,0.468,-41,19,c,0,1.12,197.88779,-19.15632,8960.78,224.59,3.82,3.75,59.4,-0.44,19.71,21.71,02a57787o0848c
24,57787.653083,-20.308,0.632,-27,17,c,0,1.01,197.88779,-19.15632,573.56,10120.0,3.92,3.46,22.5,-0.453,19.72,21.73,02a57787o0852c
25,57787.665667,-21.741,3.45,-7,25,c,0,1.08,197.88779,-19.15632,8923.84,284.57,3.79,3.71,65.9,-0.445,19.46,21.2,02a57787o0877c
26,57799.577137,-19.245,0.893,-73,65,o,0,1.01,197.88779,-19.15632,945.63,980.99,4.12,3.91,79.4,-0.42,18.03,18.62,02a57799o0692o
27,57799.588979,14.99,1.304,3664,4777,o,0,0.04,197.88779,-19.15632,10506.86,981.33,3.73,3.11,85.0,-0.466,18.02,18.41,02a57799o0715o
28,57799.59269,-18.74,0.575,-116,67,o,0,1.07,197.88779,-19.15632,927.03,944.12,4.11,3.94,84.3,-0.415,18.02,18.61,02a57799o0722o
29,57799.604551,-17.593,2.334,-333,778,o,0,0.16,197.88779,-19.15632,10489.09,945.46,3.92,3.73,63.3,-0.511,17.92,18.41,02a57799o0745o
30,57799.608295,-19.544,1.127,-55,62,o,0,1.09,197.88779,-19.15632,984.91,1023.59,3.88,3.67,-88.8,-0.444,18.1,18.6,02a57799o0752o
31,57799.623956,-19.361,0.96,-65,63,o,0,1.27,197.88779,-19.15632,1006.16,907.13,4.25,3.84,1.0,-0.415,18.0,18.58,02a57799o0782o
32,57799.639631,19.495,1.192,58,69,o,0,0.95,197.88779,-19.15632,970.83,967.27,4.11,4.02,-7.3,-0.431,17.99,18.57,02a57799o0812o
33,57803.600193,19.759,0.524,45,24,c,0,0.9,197.88779,-19.15632,2161.68,1731.45,3.9,3.83,87.9,-0.393,19.22,20.73,02a57803o0743c
34,57803.612284,-19.951,0.594,-38,23,c,0,0.82,197.88779,-19.15632,2145.36,1692.81,3.9,3.79,89.0,-0.397,19.26,20.77,02a57803o0767c
35,57803.624047,-21.071,1.8,-14,24,c,0,0.89,197.88779,-19.15632,2204.22,1770.59,4.1,3.95,0.7,-0.374,19.19,20.76,02a57803o0790c
36,57803.636243,-20.54,1.0,-22,22,c,0,1.24,197.88779,-19.15632,2224.55,1652.38,4.1,3.93,-2.1,-0.377,19.18,20.73,02a57803o0814c
37,57803.647436,22.137,6.2,5,31,c,0,1.3,197.88779,-19.15632,2190.39,1709.36,4.0,3.9,-10.8,-0.386,18.58,20.08,02a57803o0834c
38,57804.665669,-12.69,1.824,-30492,55628,o,0,0.92,197.88779,-19.15632,1306.12,6916.79,4.49,4.12,-79.8,-0.656,14.73,16.01,01a57804o0758o
39,57806.640654,-18.521,0.286,-142,40,o,0,1.05,197.88779,-19.15632,9615.1,8394.47,3.86,3.31,-81.8,-0.589,18.71,20.46,01a57806o0830o
40,57806.654508,-18.453,0.311,-151,47,o,0,0.9,197.88779,-19.15632,9633.21,8434.77,3.99,3.42,-81.5,-0.579,18.58,20.28,01a57806o0857o
41,57806.659236,17.128,0.113,511,58,o,0,21.31,197.88779,-19.15632,81.48,8551.45,4.98,4.6,76.0,-0.425,18.42,19.95,01a57806o0866o
42,57807.599451,-22.272,3.692,-4,16,c,0,1.1,197.88779,-19.15632,8977.08,3447.16,3.9,3.61,83.6,-0.411,19.65,21.65,02a57807o0717c
43,57807.615115,20.484,0.716,23,17,c,0,1.05,197.88779,-19.15632,8960.27,3406.68,3.92,3.6,82.6,-0.411,19.62,21.58,02a57807o0747c
44,57807.630278,20.218,0.571,30,17,c,0,0.98,197.88779,-19.15632,9017.54,3486.18,3.9,3.65,81.6,-0.414,19.58,21.52,02a57807o0776c
45,57807.645382,-21.06,1.237,-14,17,c,0,1.07,197.88779,-19.15632,9059.53,3368.4,3.87,3.68,79.5,-0.411,19.53,21.45,02a57807o0805c
46,57807.660407,-19.936,0.6,-38,23,c,0,1.01,197.88779,-19.15632,9005.41,3426.32,3.88,3.61,83.9,-0.417,19.13,20.64,02a57807o0834c
47,57808.638044,-18.875,0.355,-102,36,o,0,1.32,197.88779,-19.15632,8556.14,7827.46,4.24,3.73,-82.1,-0.593,18.72,20.65,01a57808o0726o
