,MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
0,57935.599912,-19.154,0.223,-79,18,o,0,1.03,0.96079,-11.47461,7279.81,5775.77,5.48,4.25,-1.5,-0.375,19.01,21.25,01a57935o0703o
1,57935.608567,-19.073,0.215,-85,18,o,0,1.49,0.96079,-11.47461,7257.96,5707.54,6.7,3.58,-1.9,-0.371,18.92,21.13,01a57935o0720o
2,57935.617146,-18.346,0.181,-166,30,o,0,1.47,0.96079,-11.47461,7311.62,5755.59,7.21,4.71,-0.6,-0.32,18.4,20.27,01a57935o0737o
3,57935.625835,-21.185,9.206,-12,112,o,0,1.44,0.96079,-11.47461,7327.46,5607.43,5.35,3.68,-0.5,-0.408,17.37,18.21,01a57935o0754o
4,57939.616367,-20.295,0.6,-28,17,o,0,1.0,0.96079,-11.47461,8573.88,6306.77,3.09,2.89,-60.0,-0.46,19.1,20.19,01a57939o0723o
5,57939.626347,19.081,1.288,85,109,o,0,1.39,0.96079,-11.47461,8552.06,6232.55,3.12,2.95,-68.8,-0.501,17.49,17.78,01a57939o0741o
6,57940.59548,21.613,1.088,8,9,o,0,1.26,0.96079,-11.47461,2904.29,4796.25,2.12,2.07,8.7,-0.458,19.76,20.99,02a57940o0654o
7,57940.604771,21.635,0.988,8,8,o,0,1.49,0.96079,-11.47461,2921.95,4835.69,2.22,2.07,17.5,-0.453,19.69,20.97,02a57940o0673o
8,57940.61409,21.847,1.275,7,8,o,0,2.07,0.96079,-11.47461,2862.49,4759.59,2.04,1.96,25.8,-0.47,19.57,20.52,02a57940o0692o
9,57940.623377,-21.07,2.427,-14,33,o,0,0.92,0.96079,-11.47461,2840.51,4878.35,2.07,1.98,29.8,-0.516,18.39,18.61,02a57940o0711o
10,57941.611155,21.213,1.18,12,14,o,0,1.12,0.96079,-11.47461,1080.78,3327.8,2.45,2.09,55.5,-0.477,19.3,20.14,02a57941o0182o
11,57941.620381,-20.388,0.837,-25,21,o,0,1.17,0.96079,-11.47461,1088.38,3370.68,2.47,2.19,57.2,-0.466,18.77,19.31,02a57941o0199o
12,57941.62926,-18.283,1.127,-176,199,o,0,0.91,0.96079,-11.47461,1039.38,3293.16,5.09,4.61,-2.5,-0.279,16.96,17.17,02a57941o0214o
13,57942.568267,-19.799,0.568,-44,25,o,0,1.49,0.96079,-11.47461,9332.05,5628.43,3.03,2.8,-57.3,-0.484,18.8,19.59,01a57942o0634o
14,57942.576671,-19.655,0.551,-50,28,o,0,0.96,0.96079,-11.47461,9307.78,5563.77,3.07,2.8,-63.3,-0.48,18.85,19.65,01a57942o0651o
15,57942.585069,21.361,2.638,10,27,o,0,1.27,0.96079,-11.47461,9363.4,5612.63,3.09,2.89,-61.3,-0.479,18.76,19.6,01a57942o0668o
16,57942.593434,-20.902,1.562,-16,25,o,0,1.0,0.96079,-11.47461,9377.48,5468.12,3.12,2.88,-63.3,-0.476,18.84,19.7,01a57942o0685o
17,57943.49711,-21.628,5.045,-8,41,o,0,0.72,0.96079,-11.47461,239.51,9375.58,3.31,2.75,-43.2,-0.477,18.37,18.91,01a57943o0501o
18,57943.504529,-21.255,2.906,-11,33,o,0,0.91,0.96079,-11.47461,195.2,9322.37,3.29,2.79,-44.4,-0.454,18.37,18.98,01a57943o0516o
19,57943.509004,21.686,4.231,8,32,o,0,0.9,0.96079,-11.47461,10061.55,9315.4,3.36,2.99,-57.0,-0.432,18.39,18.95,01a57943o0525o
20,57943.512014,-20.341,1.278,-26,34,o,0,1.06,0.96079,-11.47461,266.97,9384.69,3.45,3.0,-49.2,-0.466,18.39,19.03,01a57943o0531o
21,57943.516467,20.697,1.651,19,32,o,0,1.06,0.96079,-11.47461,10036.02,9260.28,3.62,3.39,-62.4,-0.398,18.24,19.01,01a57943o0540o
22,57943.519474,20.693,2.107,19,40,o,0,0.77,0.96079,-11.47461,283.79,9251.7,3.66,3.24,-51.4,-0.426,18.33,19.08,01a57943o0546o
23,57943.52395,-20.616,1.699,-21,35,o,0,0.9,0.96079,-11.47461,10089.91,9321.12,3.52,3.23,-53.9,-0.435,18.33,19.06,01a57943o0555o
24,57943.531431,19.562,1.46,54,79,o,0,1.14,0.96079,-11.47461,10102.61,9184.48,3.47,3.21,-67.8,-0.419,18.08,18.61,01a57943o0570o
25,57944.5352,21.179,2.143,12,26,o,0,0.82,0.96079,-11.47461,955.93,3902.93,2.06,1.89,50.1,-0.518,18.73,19.11,02a57944o0578o
26,57945.565273,-21.112,1.492,-13,20,o,0,1.15,0.96079,-11.47461,2170.97,1823.31,2.38,2.04,46.7,-0.494,18.75,19.24,02a57945o0622o
27,57945.573773,-20.649,1.046,-20,21,o,0,1.55,0.96079,-11.47461,2188.31,1863.92,2.48,2.16,39.5,-0.481,18.71,19.26,02a57945o0639o
28,57945.58225,-19.904,0.524,-40,21,o,0,1.27,0.96079,-11.47461,2128.95,1786.76,2.48,2.12,48.4,-0.486,18.75,19.3,02a57945o0656o
29,57945.590754,21.288,1.816,11,20,o,0,1.16,0.96079,-11.47461,2109.68,1904.7,2.5,2.13,47.4,-0.483,18.72,19.32,02a57945o0673o
30,57947.569067,-20.801,2.092,-17,36,o,0,0.94,0.96079,-11.47461,9092.64,7580.18,3.62,2.94,-89.0,-0.431,18.61,19.41,01a57947o0418o
31,57947.578465,-19.272,0.586,-71,42,o,0,0.96,0.96079,-11.47461,9062.8,7510.62,4.77,3.88,-0.0,-0.345,18.32,19.43,01a57947o0435o
32,57947.587123,-21.532,4.341,-9,38,o,0,0.84,0.96079,-11.47461,9117.64,7558.14,3.76,3.05,-86.4,-0.427,18.63,19.44,01a57947o0452o
33,57947.595616,-20.063,1.023,-34,35,o,0,0.91,0.96079,-11.47461,9132.9,7410.65,3.67,2.86,-86.1,-0.437,18.7,19.45,01a57947o0469o
34,57949.60411,-19.793,0.556,-44,24,o,0,1.06,0.96079,-11.47461,1340.95,3327.97,2.32,2.05,30.8,-0.495,18.8,19.38,02a57949o0721o
35,57949.614114,-21.513,3.059,-9,28,o,0,0.79,0.96079,-11.47461,1358.53,3370.49,2.17,1.9,54.0,-0.515,18.8,19.36,02a57949o0738o
36,57949.624035,-19.712,0.821,-47,39,o,0,0.9,0.96079,-11.47461,1299.18,3294.24,2.2,1.86,54.6,-0.522,18.43,18.64,02a57949o0755o
37,57951.599439,-21.546,2.071,-9,18,o,0,1.06,0.96079,-11.47461,6874.02,6128.99,3.09,2.69,-89.8,-0.446,18.96,20.28,01a57951o0704o
38,57951.609792,-20.855,0.713,-16,12,o,0,1.39,0.96079,-11.47461,3559.15,4256.45,2.76,2.65,87.1,-0.468,19.3,20.68,01a57951o0722o
39,57951.620085,-19.82,0.366,-43,16,o,0,1.41,0.96079,-11.47461,6910.99,6088.15,3.24,2.86,-88.1,-0.422,19.13,20.38,01a57951o0739o
40,57951.630604,-21.847,5.912,-7,39,o,0,0.97,0.96079,-11.47461,3499.55,4378.41,3.01,2.97,-4.4,-0.443,18.11,18.54,01a57951o0757o
41,57955.590909,-19.238,0.192,-73,14,o,0,1.0,0.96079,-11.47461,7406.88,7418.07,4.06,3.58,-86.5,-0.383,19.16,21.14,01a57955o0704o
42,57955.601086,-19.88,0.378,-41,15,o,0,1.0,0.96079,-11.47461,7374.65,7339.28,4.04,3.22,-86.6,-0.402,19.24,21.17,01a57955o0722o
43,57955.612328,-19.437,0.274,-61,17,o,0,0.97,0.96079,-11.47461,7433.86,7370.62,4.52,4.23,87.1,-0.364,18.98,21.12,01a57955o0741o
44,57955.622828,-18.6,0.273,-132,36,o,0,1.05,0.96079,-11.47461,2980.92,3096.68,7.78,5.35,1.6,-0.297,18.14,20.14,01a57955o0759o
45,57959.573202,-20.108,0.396,-33,13,o,0,1.2,0.96079,-11.47461,464.35,6079.99,4.33,3.41,89.6,-0.35,19.23,21.35,01a57959o0669o
