,MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
0,58035.612407,-13.166,0.638,-19663,12546,o,0,1.1,145.37883,-11.1995,5332.39,3563.81,19.01,15.37,7.1,-0.136,12.84,13.79,01a58035o0836o
1,58036.599338,19.893,0.931,40,37,o,0,0.84,145.37883,-11.1995,2645.23,3922.26,3.34,3.06,78.9,-0.431,18.43,19.3,01a58036o0843o
2,58036.609448,21.391,2.929,10,30,o,0,1.0,145.37883,-11.1995,2693.37,3990.23,3.28,3.03,75.1,-0.435,18.48,19.43,01a58036o0858o
3,58036.616632,-19.749,0.497,-46,23,o,0,1.45,145.37883,-11.1995,2703.56,3864.53,3.29,3.13,74.9,-0.434,18.53,19.52,01a58036o0873o
4,58037.597054,24.255,42.0,1,30,o,0,1.15,145.37883,-11.1995,2290.59,2715.2,3.33,2.93,80.4,-0.444,18.48,19.3,01a58037o0644o
5,58037.606244,22.658,8.214,3,26,o,0,1.33,145.37883,-11.1995,2340.01,2785.06,3.23,2.89,81.4,-0.438,18.56,19.41,01a58037o0658o
6,58037.613346,21.894,4.889,6,31,o,0,0.83,145.37883,-11.1995,2353.61,2661.99,3.35,2.98,79.3,-0.431,18.6,19.49,01a58037o0673o
7,58044.58532,21.921,3.591,6,22,o,0,0.95,145.37883,-11.1995,4181.09,5170.72,3.66,3.26,-89.0,-0.411,18.73,20.06,01a58044o0829o
8,58044.591384,21.376,2.237,10,23,o,0,0.99,145.37883,-11.1995,4155.95,5125.65,3.57,3.18,-88.8,-0.418,18.71,20.07,01a58044o0842o
9,58044.598949,21.584,2.382,8,20,o,0,0.95,145.37883,-11.1995,4206.18,5193.66,3.41,3.01,-87.9,-0.421,18.85,20.14,01a58044o0856o
10,58044.610638,-20.679,0.878,-19,17,o,0,0.92,145.37883,-11.1995,4219.66,5064.67,3.4,3.04,89.1,-0.423,18.97,20.37,01a58044o0870o
11,58048.584689,-19.526,0.286,-56,16,o,0,1.94,145.37883,-11.1995,2915.03,4986.32,3.54,3.03,89.0,-0.428,18.87,20.19,01a58048o0835o
12,58048.590715,-21.843,3.037,-7,20,o,0,0.87,145.37883,-11.1995,2888.85,4938.45,3.5,3.05,89.1,-0.427,18.93,20.31,01a58048o0848o
13,58048.598458,-21.176,1.34,-12,16,o,0,1.19,145.37883,-11.1995,2940.3,5004.43,3.47,3.06,84.1,-0.434,18.98,20.37,01a58048o0861o
