Nested Sampling Global Log-Evidence           :   -0.188449639789843708E+02  +/-    0.462515426061060719E+00
Nested Importance Sampling Global Log-Evidence:   -0.238540021958284747E+02  +/-    0.621724426219188928E-01

Dim No.       Mean        Sigma
   1    0.176043926302643317E+00    0.262035970029507008E-01
   2   -0.347804777659449016E+02    0.371291814911756424E+01
   3    0.126411735762376454E+01    0.778590017050061062E-01
   4    0.131349841740053086E+01    0.263384777546798676E+00
   5    0.884094077569345764E-02    0.311662099472390314E-02
   6    0.183418884621587774E+01    0.663710535769488769E-01
   7   -0.168462279333871123E+01    0.436298381805454993E+00
   8   -0.108832432948015992E+00    0.410805171118841100E-01
   9   -0.446232096362221675E+01    0.369193715115514864E+01
  10   -0.847151461142174184E-01    0.109383855592306942E+00
  11   -0.546142998197984633E-01    0.132736931896941690E+00
  12   -0.232307800950952631E+00    0.220835311081111041E+00
  13   -0.108020155413852029E+00    0.775041379471378689E-01
  14   -0.106775289214067826E+01    0.550460279153714774E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.158387554452269930E+00
   2   -0.373903283890049849E+02
   3    0.138011660132056901E+01
   4    0.141378077562079629E+01
   5    0.378971594364096564E-02
   6    0.181725466204521924E+01
   7   -0.209282626550100437E+01
   8   -0.101586451864233429E+00
   9   -0.451263937581043617E+01
  10   -0.207749035385611458E+00
  11   -0.198186886477766444E+00
  12   -0.375444793309231972E-02
  13   -0.222646358254313115E-01
  14   -0.104368228677891062E+01

MAP Parameters
Dim No.        Parameter
   1    0.158387554452269930E+00
   2   -0.373903283890049849E+02
   3    0.138011660132056901E+01
   4    0.141378077562079629E+01
   5    0.378971594364096564E-02
   6    0.181725466204521924E+01
   7   -0.209282626550100437E+01
   8   -0.101586451864233429E+00
   9   -0.451263937581043617E+01
  10   -0.207749035385611458E+00
  11   -0.198186886477766444E+00
  12   -0.375444793309231972E-02
  13   -0.222646358254313115E-01
  14   -0.104368228677891062E+01
