Nested Sampling Global Log-Evidence           :   -0.716243654244886119E+00  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.741172600626992195E+00  +/-    0.128173118294814727E-01

Dim No.       Mean        Sigma
   1    0.116173496031660467E+00    0.290969475422904987E-02
   2   -0.138367658324299985E+02    0.214876494729681539E+00
   3    0.101794483795110047E+01    0.192370550148783168E-01
   4    0.164831332506405603E+01    0.127889198451807701E-01
   5    0.674400981706402454E-02    0.264048978467444455E-03
   6    0.186520095719784118E+01    0.128119622624633268E-01
   7   -0.150742523107138648E+01    0.128895248634201959E+00
   8   -0.549990267212370487E-01    0.317074075316681019E-02
   9   -0.125034933517962821E+01    0.262702558807328568E+00
  10   -0.701498623455314441E-01    0.239973181001932982E-01
  11   -0.110510416860238690E-01    0.722340399005177991E-02
  12   -0.188989640192998132E+00    0.238437873207069349E-01
  13   -0.231170808112974718E+00    0.124432205944295330E-01
  14   -0.108304202497030744E+01    0.125173312925741190E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.119232519792564620E+00
   2   -0.137759722302862322E+02
   3    0.102451596630583741E+01
   4    0.166457117798760623E+01
   5    0.707547431396859071E-02
   6    0.185738232701995565E+01
   7   -0.141422237245055293E+01
   8   -0.559268648883654296E-01
   9   -0.127642574402601983E+01
  10   -0.829267862966439895E-01
  11   -0.974299619975713647E-02
  12   -0.191703061524084895E+00
  13   -0.239312243434455341E+00
  14   -0.105741415603000632E+01

MAP Parameters
Dim No.        Parameter
   1    0.113126475104327801E+00
   2   -0.139891351238966752E+02
   3    0.100609219250384063E+01
   4    0.165319936970242232E+01
   5    0.725752037707574991E-02
   6    0.183963733321035972E+01
   7   -0.173270179659264589E+01
   8   -0.545488556268445279E-01
   9   -0.105534168059747557E+01
  10   -0.333993386368108408E-01
  11   -0.234129109915930285E-01
  12   -0.184775805845579538E+00
  13   -0.222120110006935545E+00
  14   -0.108990882276119594E+01
