Nested Sampling Global Log-Evidence           :   -0.106218884896894622E+03  +/-    0.607893983706499164E+00
Nested Importance Sampling Global Log-Evidence:   -0.112777600537928819E+03  +/-    0.646516802234415877E-01

Dim No.       Mean        Sigma
   1    0.163876960681846512E+00    0.131684183506079761E-01
   2   -0.299008465167031936E+02    0.112477559198936561E+01
   3    0.110697971526441208E+01    0.373965036484319793E-01
   4    0.916247779083564695E+00    0.261824844771215981E+00
   5    0.107124920172430530E-01    0.361151198260684526E-02
   6    0.181027090600825291E+01    0.705837088928264276E-02
   7   -0.167685133068539893E+01    0.432203742430556259E+00
   8   -0.163139214549431422E+00    0.253781689830283770E-01
   9   -0.119742728397942466E+01    0.158908556707932047E+01
  10   -0.113038334336748508E+00    0.647330418339448488E-01
  11   -0.454161350059260199E-01    0.142914835206441715E+00
  12   -0.226570976351375547E+00    0.231076698702572497E+00
  13   -0.140761119924325329E+00    0.135278379871785481E-01
  14   -0.106346584279438283E+01    0.590037977094758984E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.154169655895812691E+00
   2   -0.305842032389475946E+02
   3    0.111489232278577943E+01
   4    0.120745498804181373E+01
   5    0.100224999096816692E-01
   6    0.180892755322471332E+01
   7   -0.219451137467444779E+01
   8   -0.199061252664972321E+00
   9   -0.267479908895848251E+01
  10   -0.174717915549223030E+00
  11    0.208151701246170912E+00
  12   -0.109421773156208324E-01
  13   -0.141807410179384391E+00
  14   -0.106785077594986855E+01

MAP Parameters
Dim No.        Parameter
   1    0.154169655895812691E+00
   2   -0.305842032389475946E+02
   3    0.111489232278577943E+01
   4    0.120745498804181373E+01
   5    0.100224999096816692E-01
   6    0.180892755322471332E+01
   7   -0.219451137467444779E+01
   8   -0.199061252664972321E+00
   9   -0.267479908895848251E+01
  10   -0.174717915549223030E+00
  11    0.208151701246170912E+00
  12   -0.109421773156208324E-01
  13   -0.141807410179384391E+00
  14   -0.106785077594986855E+01
