Nested Sampling Global Log-Evidence           :   -0.374300555678308967E+03  +/-    0.107233478256340153E+01
Nested Importance Sampling Global Log-Evidence:   -0.379228301774397323E+03  +/-    0.322464477597430368E-01

Dim No.       Mean        Sigma
   1   -0.145726735085473513E+00    0.227461052947445230E-01
   2   -0.222210622920712275E+02    0.272483624109381672E+01
   3    0.224666162627518373E+01    0.431433377636116222E-01
   4    0.573056598074044743E+00    0.183328590102350253E+00
   5    0.996976598331680754E-03    0.578272969421182986E-03
   6    0.337988318431773127E+00    0.123649996002759638E+00
   7   -0.169635895390678448E+01    0.411319287145527512E+00
   8   -0.757193205268453573E+00    0.330086548160880774E-01
   9   -0.301854621700992576E+01    0.346468545536211803E+01
  10    0.590742297772255676E-01    0.355258185127447432E-01
  11   -0.212644445520305370E+00    0.872369301493582799E-01
  12   -0.587943681744925617E+00    0.122591410861353459E+00
  13   -0.286748364896664720E+00    0.175920522956134362E+00
  14   -0.107244170302374031E+01    0.546701772242493972E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1   -0.172847020766901949E+00
   2   -0.223008090216472183E+02
   3    0.234702004334421765E+01
   4    0.559788804735874113E+00
   5    0.123286681490676446E-02
   6    0.498162351804334103E+00
   7   -0.185799385307011189E+01
   8   -0.829145648209303254E+00
   9   -0.426504767882192315E+01
  10    0.155392840343439309E-01
  11   -0.230552207162385808E+00
  12   -0.535060450868747428E+00
  13   -0.202529746518240295E+00
  14   -0.104349509437928578E+01

MAP Parameters
Dim No.        Parameter
   1   -0.172847020766901949E+00
   2   -0.223008090216472183E+02
   3    0.234702004334421765E+01
   4    0.559788804735874113E+00
   5    0.123286681490676446E-02
   6    0.498162351804334103E+00
   7   -0.185799385307011189E+01
   8   -0.829145648209303254E+00
   9   -0.426504767882192315E+01
  10    0.155392840343439309E-01
  11   -0.230552207162385808E+00
  12   -0.535060450868747428E+00
  13   -0.202529746518240295E+00
  14   -0.104349509437928578E+01
