Nested Sampling Global Log-Evidence           :   -0.497815754988230523E+02  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.501032190215606477E+02  +/-    0.371966086150128522E-01

Dim No.       Mean        Sigma
   1    0.579855651767395494E-01    0.906855194962982530E-03
   2   -0.242043035769726060E+02    0.101209786533249246E+00
   3    0.725554685086750806E+00    0.551448229543566835E-02
   4    0.148123420804262951E+01    0.500349182145800285E-02
   5    0.104472296323464015E-01    0.103389493061585629E-03
   6    0.162062473549098529E+01    0.292881749560331122E-02
   7   -0.182166368933554401E+01    0.792518037884032411E-01
   8   -0.991336868111533653E-01    0.113722837927491367E-02
   9   -0.165323827717975158E+01    0.184689128627123084E+00
  10   -0.131464176943262429E+00    0.125547491130311769E-01
  11    0.219901958150451778E-01    0.559886999242884768E-02
  12   -0.241193147700009047E+00    0.104281741806285730E-01
  13   -0.126996919957857751E+00    0.238095265188567867E-02
  14   -0.107300486217187441E+01    0.127908760262353139E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.579270932220241896E-01
   2   -0.243177839408399947E+02
   3    0.719360027156085491E+00
   4    0.148102782149081080E+01
   5    0.104396685703060169E-01
   6    0.161446497846666182E+01
   7   -0.181354890174561922E+01
   8   -0.984658109449274149E-01
   9   -0.178660401146159176E+01
  10   -0.137232842817843731E+00
  11    0.264950019802479252E-01
  12   -0.248557087971807256E+00
  13   -0.127781306739361306E+00
  14   -0.106535365481185940E+01

MAP Parameters
Dim No.        Parameter
   1    0.583014916002780811E-01
   2   -0.242414076180584566E+02
   3    0.733651855949433607E+00
   4    0.147798916282658910E+01
   5    0.105314914528030924E-01
   6    0.162196360541664353E+01
   7   -0.181753132690916885E+01
   8   -0.102377206756281897E+00
   9   -0.172400644823640303E+01
  10   -0.112402072534633996E+00
  11    0.179732980330891794E-01
  12   -0.223451823739997169E+00
  13   -0.128175405777626900E+00
  14   -0.108367427484342294E+01
