Nested Sampling Global Log-Evidence           :   -0.213246348944539051E+03  +/-    0.653070695232874421E+00
Nested Importance Sampling Global Log-Evidence:   -0.219106828233307112E+03  +/-    0.303999176814041573E-01

Dim No.       Mean        Sigma
   1    0.178414200676573598E+00    0.133152544732199028E-01
   2   -0.217940998805671171E+02    0.134281859038980467E+01
   3    0.117335173542041415E+01    0.328033444748381947E-01
   4    0.539450541988008236E+00    0.236704104103010876E+00
   5    0.614867466471060234E-02    0.362234343618822669E-02
   6    0.183243558565449294E+01    0.183340440097499828E-01
   7   -0.171193974351941325E+01    0.419476122984662192E+00
   8   -0.105802232678998159E+00    0.162887322858638293E-01
   9   -0.860413220463710360E+01    0.179397256690014539E+01
  10   -0.429051360724689718E-01    0.481995549812629792E-01
  11   -0.101627271890491977E+00    0.134723780438361279E+00
  12   -0.182477181820917239E+00    0.234945085847537344E+00
  13   -0.115974862066468842E+00    0.254963585543218595E-01
  14   -0.106522774143357490E+01    0.597584844975700621E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.203599740376965044E+00
   2   -0.196007081658536713E+02
   3    0.121038828142524046E+01
   4    0.227010454025755593E+00
   5    0.381778747724593592E-02
   6    0.180056629373235522E+01
   7   -0.128679535310048165E+01
   8   -0.134601850955338220E+00
   9   -0.115604709072472112E+02
  10   -0.958218701700562225E-01
  11   -0.498374478500051635E-01
  12   -0.689819749640650237E-01
  13   -0.692369587006535087E-01
  14   -0.107462904131640680E+01

MAP Parameters
Dim No.        Parameter
   1    0.203599740376965044E+00
   2   -0.196007081658536713E+02
   3    0.121038828142524046E+01
   4    0.227010454025755593E+00
   5    0.381778747724593592E-02
   6    0.180056629373235522E+01
   7   -0.128679535310048165E+01
   8   -0.134601850955338220E+00
   9   -0.115604709072472112E+02
  10   -0.958218701700562225E-01
  11   -0.498374478500051635E-01
  12   -0.689819749640650237E-01
  13   -0.692369587006535087E-01
  14   -0.107462904131640680E+01
