         MJD         m       dm    uJy  duJy F  err  chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask  uJy_offset
57396.613007 19.696897      NaN  -26.0    16 c    0   0.84 226.09433 51.08246  6681.82  8474.38 3.69 3.47  85.7 -0.423    19.53 21.44 02a57396o0648c 0xc00800        -2.0
57396.626489 19.609992      NaN    2.0    16 c    0   0.83 226.09433 51.08246  6357.03  7899.88 3.66 3.40  88.5 -0.425    19.55 21.47 02a57396o0670c 0xc00800        -2.0
57396.639359 19.766969      NaN  -12.0    15 c    0   1.02 226.09433 51.08246  7241.18  9059.80 3.70 3.53  84.0 -0.427    19.57 21.51 02a57396o0691c 0xc00800        -2.0
57396.651634 19.472870      NaN    9.0    16 c    0   0.87 226.09433 51.08246  7518.85  7305.56 3.66 3.33  86.3 -0.430    19.58 21.50 02a57396o0711c 0xc00800        -2.0
57448.562965 19.212347      NaN  -58.0    25 c    0   0.94 226.09433 51.08246  6815.83  8012.66 4.76 4.57  86.6 -0.392    18.91 20.72 02a57448o0531c 0xc00800        -2.0
57448.585357 19.472870      NaN    0.0    19 c    0   1.04 226.09433 51.08246  7116.09  8593.47 3.79 3.60  85.6 -0.425    19.20 20.79 02a57448o0571c 0xc00800        -2.0
57448.607951 19.102305      NaN   27.0    18 c    0   1.30 226.09433 51.08246  5920.04  9191.03 3.75 3.66  66.0 -0.421    19.22 20.79 02a57448o0613c 0xc00800        -2.0
57448.618376 19.569016      NaN  -32.0    18 c    0   1.18 226.09433 51.08246  6165.03  9097.18 3.73 3.61  74.9 -0.429    19.25 20.83 02a57448o0632c 0xc00800        -2.0
57449.555181 19.197966      NaN   29.0    15 c    0   1.04 226.09433 51.08246  7068.65  7967.02 3.68 3.35  86.1 -0.438    19.37 21.04 02a57449o0681c 0xc00800        -2.0
57449.578612 19.549093      NaN   -1.0    18 c    0   0.97 226.09433 51.08246  7376.47  8547.45 3.70 3.40  86.9 -0.443    19.38 21.04 02a57449o0723c 0xc00800        -2.0
57449.581514 19.696897      NaN  -29.0    16 c    0   1.19 226.09433 51.08246  6175.93  9145.62 3.68 3.55  84.7 -0.432    19.37 21.04 02a57449o0729c 0xc00800        -2.0
57449.608887 19.631075      NaN   -8.0    17 c    0   1.07 226.09433 51.08246  6165.66  9094.03 3.72 3.60  83.1 -0.429    19.37 21.04 02a57449o0780c 0xc00800        -2.0
57458.534132 19.922338      NaN  -28.0    13 c    0   1.16 226.09433 51.08246  7148.92  7806.58 3.84 3.52  83.9 -0.419    19.64 21.67 02a57458o0648c 0xc00800        -2.0
