Nested Sampling Global Log-Evidence           :   -0.459847902797899195E+02  +/-    0.576358155782626502E+00
Nested Importance Sampling Global Log-Evidence:   -0.531393190758218878E+02  +/-    0.383640976803396525E-01

Dim No.       Mean        Sigma
   1    0.208093193813226884E+00    0.217592483012586414E-01
   2   -0.335613926729666190E+02    0.212263916628913929E+01
   3    0.111869745148665345E+01    0.372361424580847783E-01
   4    0.962599816265696684E+00    0.328399051064831082E+00
   5    0.146065545370556889E-01    0.467175010200870239E-02
   6    0.186816516447757586E+01    0.265329173913984931E-01
   7   -0.168275617615303563E+01    0.443893123978982229E+00
   8   -0.890399939351146572E-02    0.289626120614905301E-01
   9   -0.729151519405678439E+01    0.266557568074136775E+01
  10    0.711289105576286551E-01    0.921511923551091711E-01
  11   -0.544691262279058536E-01    0.157968084177646767E+00
  12   -0.823211109169777883E-01    0.183761787776070162E+00
  13   -0.805526602527424501E-01    0.435553176161084521E-01
  14   -0.105841929284749159E+01    0.537464216736927985E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.150787854445764091E+00
   2   -0.380070952977701211E+02
   3    0.113609916745683837E+01
   4    0.178099036939477173E+01
   5    0.736046636003937459E-02
   6    0.184868030227077917E+01
   7   -0.171695058225174169E+01
   8   -0.387712258803296628E-03
   9   -0.797032149947263058E+01
  10   -0.264130695372225555E-01
  11   -0.545380207429728633E-01
  12    0.131274766192146480E+00
  13    0.133124709392111740E-01
  14   -0.111777186450210642E+01

MAP Parameters
Dim No.        Parameter
   1    0.150787854445764091E+00
   2   -0.380070952977701211E+02
   3    0.113609916745683837E+01
   4    0.178099036939477173E+01
   5    0.736046636003937459E-02
   6    0.184868030227077917E+01
   7   -0.171695058225174169E+01
   8   -0.387712258803296628E-03
   9   -0.797032149947263058E+01
  10   -0.264130695372225555E-01
  11   -0.545380207429728633E-01
  12    0.131274766192146480E+00
  13    0.133124709392111740E-01
  14   -0.111777186450210642E+01
