Nested Sampling Global Log-Evidence           :   -0.661911652064178302E+01  +/-    0.271741121675447894E+00
Nested Importance Sampling Global Log-Evidence:   -0.111182049880399987E+02  +/-    0.440205042491759527E-01

Dim No.       Mean        Sigma
   1    0.870041543023821889E-01    0.416930431153383768E-01
   2   -0.141856197332161145E+02    0.223504011400459701E+01
   3    0.723333749558662698E+00    0.146441010536382865E+00
   4    0.161171317998376384E+01    0.235080058903444578E+00
   5    0.895881970211614975E-02    0.344670425083905664E-02
   6    0.139399145459716478E+01    0.324119678798055921E+00
   7   -0.163363263976329431E+01    0.392576861715510428E+00
   8   -0.708328799273236914E-01    0.657588184659454039E-01
   9   -0.172437215518619236E+01    0.230340592381730369E+01
  10   -0.135662691441749861E+00    0.159743667351048807E+00
  11   -0.303849936255617993E-01    0.128149592483338820E+00
  12   -0.276085189156897670E+00    0.212660964258874624E+00
  13   -0.153574021148417228E+00    0.218955207354922271E+00
  14   -0.106947938371001716E+01    0.589523274323548174E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.107519577472750899E+00
   2   -0.138546098467609671E+02
   3    0.665763528721032394E+00
   4    0.192701371753725548E+01
   5    0.118048216429492217E-01
   6    0.183322504302374711E+01
   7   -0.116502730813618616E+01
   8   -0.807398799696674163E-01
   9   -0.273611560642276341E+01
  10   -0.201647226410566566E+00
  11    0.205645648601973305E-01
  12   -0.189684089807958728E+00
  13   -0.184767012823608245E+00
  14   -0.103202220815984602E+01

MAP Parameters
Dim No.        Parameter
   1    0.107519577472750899E+00
   2   -0.138546098467609671E+02
   3    0.665763528721032394E+00
   4    0.192701371753725548E+01
   5    0.118048216429492217E-01
   6    0.183322504302374711E+01
   7   -0.116502730813618616E+01
   8   -0.807398799696674163E-01
   9   -0.273611560642276341E+01
  10   -0.201647226410566566E+00
  11    0.205645648601973305E-01
  12   -0.189684089807958728E+00
  13   -0.184767012823608245E+00
  14   -0.103202220815984602E+01
