Nested Sampling Global Log-Evidence           :   -0.117583063186470184E+03  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.117595300975238644E+03  +/-    0.231252054248911850E-02

Dim No.       Mean        Sigma
   1   -0.212750886993708754E+00    0.158996235087341582E-03
   2   -0.910422119446484857E+01    0.181858715120202311E-01
   3   -0.565528433109758755E+00    0.445330946636552944E-02
   4    0.212562071831388533E+01    0.195342556578144454E-03
   5    0.295362934065389708E-01    0.725505811222547243E-05
   6    0.238546362101063858E+01    0.104982388427873603E-02
   7   -0.160424649199946479E+01    0.535083605335693810E-01
   8    0.327339480202924193E+00    0.460810703834835765E-03
   9    0.407234149836409198E+01    0.107110269059274982E-01
  10   -0.189847946760531544E+00    0.937089730601676184E-02
  11   -0.569393908613671368E-01    0.199746827135369008E-03
  12   -0.259034129272748381E+00    0.194353132651064308E-04
  13    0.123963307213362642E+00    0.362136345405008166E-02
  14   -0.107833610644899247E+01    0.175078869246230156E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1   -0.212877167828730701E+00
   2   -0.912738364916121547E+01
   3   -0.570901297542520947E+00
   4    0.212558457262884604E+01
   5    0.295495898444363171E-01
   6    0.238569309070023827E+01
   7   -0.155324403495747476E+01
   8    0.327738675157756787E+00
   9    0.407258458515853139E+01
  10   -0.186138205602497997E+00
  11   -0.569047545238925978E-01
  12   -0.259024864040556080E+00
  13    0.125919754493281383E+00
  14   -0.107731272019690461E+01

MAP Parameters
Dim No.        Parameter
   1   -0.212882405748923337E+00
   2   -0.909184482497801483E+01
   3   -0.556477360397766851E+00
   4    0.212573128437983083E+01
   5    0.295154721040405826E-01
   6    0.238540271114711633E+01
   7   -0.166825211134941309E+01
   8    0.326972492922922575E+00
   9    0.406779053207523145E+01
  10   -0.190951117441992557E+00
  11   -0.570828582508146123E-01
  12   -0.259014420697566916E+00
  13    0.120251422666242724E+00
  14   -0.107673660709671815E+01
